,2011-03-31
AmortizationOfDebtDiscountPremium,2424000.000
AmortizationOfIntangibleAssets,946000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,53865000.000
CommonStockDividendsPerShareCashPaid,0.010
CommonStockDividendsPerShareDeclared,0.010
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,17753000.000
DeferredIncomeTaxExpenseBenefit,6005000.000
DepreciationAmortizationAndAccretionNet,6024000.000
DividendsCommonStock,-980000.000
DividendsPreferredStock,-3750000.000
EarningsPerShareBasic,0.130
EarningsPerShareDiluted,0.130
EmployeeBenefitsAndShareBasedCompensation,1206000.000
FederalDepositInsuranceCorporationPremiumExpense,5658000.000
FeesAndCommissionsDepositorAccounts,7962000.000
FeesAndCommissionsFiduciaryAndTrustActivities,3055000.000
FeesAndCommissionsMortgageBanking,1882000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,22182000.000
IncomeTaxExpenseBenefit,5027000.000
IncomeTaxesPaid,-26780000.000
IncreaseDecreaseInAssetRetirementObligations,-4024000.000
IncreaseDecreaseInFederalFundsSold,12960000.000
IncreaseDecreaseInLoansHeldForSale,28526000.000
IncreaseDecreaseInOtherOperatingCapitalNet,-1163000.000
IncreaseDecreaseInTimeDeposits,-65521000.000
InformationTechnologyAndDataProcessing,7433000.000
InterestAndDividendIncomeOperating,109565000.000
InterestAndFeeIncomeLoansAndLeases,86446000.000
InterestExpense,9693000.000
InterestExpenseDeposits,6759000.000
InterestExpenseLongTermDebt,2761000.000
InterestExpenseShortTermBorrowings,173000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,99872000.000
InterestIncomeExpenseNet,99872000.000
InterestIncomeFederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,233000.000
InterestIncomeOperating,110512000.000
InterestIncomeSecuritiesTaxExempt,1427000.000
InterestIncomeSecuritiesTaxable,21459000.000
InterestPaidNet,9011000.000
LaborAndRelatedExpense,51423000.000
NetCashProvidedByUsedInFinancingActivities,-301056000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-301056000.000
NetCashProvidedByUsedInInvestingActivities,274802000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,274802000.000
NetCashProvidedByUsedInOperatingActivities,80119000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,80119000.000
NetIncomeLossAvailableToCommonStockholdersBasic,13088000.000
NoninterestExpense,108128000.000
NoninterestIncome,30438000.000
NoninterestIncomeOtherOperatingIncome,10986000.000
OccupancyNet,9424000.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax,380000.000
OtherComprehensiveIncomeReclassificationAdjustmentForHeldToMaturityTransferredToAvailableForSaleSecuritiesNetOfTax,218000.000
OtherLaborRelatedExpenses,10493000.000
OtherNoninterestExpense,13766000.000
PaymentsForProceedsFromLoansAndLeases,-226488000.000
PaymentsForProceedsFromOtherInvestingActivities,-9213000.000
PaymentsForRepurchaseOfCommonStock,2000.000
PaymentsOfDividendsCommonStock,946000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,3750000.000
PaymentsToAcquireHeldToMaturitySecurities,-50379000.000
PaymentsToAcquirePropertyPlantAndEquipment,6209000.000
PreferredStockDividends,4067000.000
PrincipalTransactionsRevenue,0.000
ProceedsFromIssuanceOfCommonStock,42000.000
ProceedsFromIssuanceOfLongTermDebt,55000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,14270000.000
ProceedsFromPaymentsForOtherFinancingActivities,4000.000
ProceedsFromSaleOfAvailableForSaleSecurities,141802000.000
ProceedsFromSaleOfAvailableForSaleSecuritiesEquity,-183972000.000
ProceedsFromSaleOfLoansHeldForSale,100459000.000
ProceedsFromShortTermDebt,-74864000.000
ProfitLoss,17155000.000
ProvisionForLoanLeaseAndOtherLosses,0.000
RepaymentsOfLongTermDebt,12000.000
SalariesAndWages,40930000.000
StockIssuedDuringPeriodValueDividendReinvestmentPlan,42000.000
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,1208000.000
StockIssuedDuringPeriodValueShareBasedCompensation,6000.000
WeightedAverageNumberOfDilutedSharesOutstanding,96728115.000
WeightedAverageNumberOfSharesOutstandingBasic,96728115.000
