,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AmortizationOfDebtDiscountPremium,,255000.000,,,,262000.000,,,,233000.000,,,,112000.000,,,,91000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,34370000.000,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,2049000.000,,,,3994000.000,,,0.000,0.000,0.000,1199000.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-1675000.000,,,,1626000.000,,,,1860000.000,,,,476000.000,,,,-4571000.000,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,,,,200000.000,,,,-1500000.000,,,,1100000.000,
ComprehensiveIncomeNetOfTax,,-20431000.000,-36426000.000,2269000.000,-10566000.000,-6457000.000,-5766000.000,-3039000.000,40631000.000,-3925000.000,-10535000.000,15286000.000,-1564000.000,-1161000.000,8479000.000,5206000.000,3742000.000,5558000.000,7961000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-1874000.000,-792000.000,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-22305000.000,-37218000.000,2269000.000,-10566000.000,-6457000.000,-5766000.000,-3039000.000,40631000.000,,,,,,,,,,
CostOfGoodsSold,183372000.000,152631000.000,150232000.000,142998000.000,118454000.000,132510000.000,142021000.000,143737000.000,131643000.000,133109000.000,144321000.000,135827000.000,110839000.000,125945000.000,134019000.000,134342000.000,128487000.000,124901000.000,123483000.000
DeconsolidationGainOrLossAmount,,,-22204000.000,,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,35000.000,,,,-1393000.000,,,,-117000.000,,,,286000.000,,,,387000.000,
DepreciationDepletionAndAmortization,,4947000.000,,,,3806000.000,,,,3115000.000,,,,2893000.000,,,,3066000.000,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,,,,,,14000.000,-106000.000,208000.000,63000.000,-348000.000,-596000.000,-1080000.000,-1090000.000,-1091000.000,1025000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,-7000.000,,,,,,,,,,,
DilutiveSecurities,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,1576000.000,,,1650000.000,,,,1779000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,-589000.000,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,-1621000.000,-154000.000,,,-32000.000,-1991000.000,,-32000.000,-49000.000,-585000.000,-6394000.000,-24000.000,-11000.000,-14000.000,-17000.000,,
DividendsPreferredStock,5349000.000,5496000.000,5600000.000,7470000.000,8212000.000,8193000.000,8442000.000,8698000.000,8377000.000,,,,,,,,,,
EarningsPerShareBasic,-0.990,-1.490,-2.420,-0.310,-1.020,-0.850,-0.820,-0.680,1.730,-0.760,-1.150,0.670,0.360,-0.270,0.250,0.090,,,0.220
EarningsPerShareDiluted,-0.990,-1.490,-2.420,-0.310,-1.020,-0.850,-0.820,-0.680,1.730,-0.760,-1.150,0.300,0.730,-0.270,0.230,0.090,,,0.200
EffectOfExchangeRateOnCashAndCashEquivalents,,79000.000,,,,203000.000,,,,-143000.000,,,,-224000.000,,,,-96000.000,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,,,,,,,,9421000.000,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,961000.000,,,,-669000.000,,,,346000.000,161000.000,-153000.000,-435000.000,331000.000,42000.000,1352000.000,606000.000,-136000.000,942000.000
ForeignCurrencyTransactionGainLossUnrealized,,,,,,,,,,397000.000,,,,-82000.000,,,,-418000.000,
GainLossOnDispositionOfAssets,,-3000.000,,,,34000.000,,,,22000.000,,,,-7000.000,,,,-20000.000,
GainLossOnSaleOfPropertyPlantEquipment,,,,0.000,,,,,,,,,,,,,,,
GrossProfit,10381000.000,9231000.000,12869000.000,16760000.000,15900000.000,16271000.000,18704000.000,19276000.000,20050000.000,16925000.000,17692000.000,18151000.000,18582000.000,18181000.000,23262000.000,24115000.000,22056000.000,24229000.000,24947000.000
