,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,139135.000,126977.000,,133354.000,147298.000,117893.000,,119813.000,34038.000,35323.000,35939.000,29489.000,28586.000,115607.000,133897.000,149578.000
AccountsPayableInterestBearingInterestRate,,,,,,,0.020,0.020,0.020,,,,,,,,
AccruedSalariesCurrentAndNoncurrent,,,,,,60000.000,,,,,,,,,,,
AdditionalPaidInCapital,,3119780.000,3119780.000,3119780.000,3119780.000,3119780.000,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,3119780.000,3119780.000,3291280.000,3291280.000,3291280.000,3291280.000,3335772.000,3353902.000,1903637703.000,1903982703.000,1903982703.000
Assets,,635175.000,625893.000,626040.000,625170.000,627892.000,625524.000,625471.000,627545.000,5475.000,988.000,549.000,777.000,2836.000,1900001507.000,1568.000,3766.000
AssetsCurrent,,10175.000,893.000,1040.000,170.000,2892.000,524.000,471.000,2545.000,5475.000,988.000,549.000,777.000,2836.000,1507.000,,
CashAndCashEquivalentsAtCarryingValue,,10175.000,893.000,1040.000,170.000,2892.000,524.000,471.000,2545.000,5475.000,988.000,549.000,777.000,2836.000,1507.000,1568.000,3766.000
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,,,,1900000000.000,1900000000.000
CommonStockSharesAuthorized,,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,2000000000.000,1000000000.000,2000000000.000,2000000000.000
CommonStockSharesIssued,,38421362.000,38421362.000,38421362.000,38421362.000,38421362.000,38421362.000,38421362.000,41921362.000,41921362.000,41921362.000,41921362.000,42829632.000,43199362.000,1017199362.000,1017199362.000,1017199362.000
CommonStockSharesOutstanding,,38421362.000,38421362.000,38421362.000,38421362.000,38421362.000,38421362.000,38421362.000,41921362.000,41921362.000,41921362.000,41921362.000,42829632.000,43199362.000,1017199362.000,1017199362.000,1017199362.000
CommonStockValue,,12148.000,12148.000,12148.000,12148.000,12148.000,12148.000,12148.000,15648.000,15648.000,15648.000,15648.000,16556.000,16926.000,990926.000,990926.000,990926.000
DebtInstrumentFaceAmount,,,,,,,,,,,16000.000,12500.000,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,0.020,0.020,0.020,,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,0.020,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,0.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,1321000.000,,,,1365000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,1321000.000,,,,1365000.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,3915587.000,3946752.000,3972477.000,4021636.000,4106380.000,4139037.000,4165870.000,4363194.000,4917375.000,4943205.000,4970867.000,5020192.000,5049367.000,,,
DueToRelatedPartiesCurrent,,845036.000,884311.000,902068.000,960475.000,1037172.000,1083677.000,1113152.000,1139110.000,1172279.000,1194864.000,1222160.000,1243385.000,1257801.000,,,
InterestPayableCurrent,,,,,,,,,,,,,,,150.000,,
Investments,,,,625000.000,,,,625000.000,,,,,,,1900000000.000,,
LiabilitiesAndStockholdersEquity,,635175.000,625893.000,626040.000,625170.000,627892.000,625524.000,625471.000,627545.000,5475.000,988.000,549.000,777.000,2836.000,1900001507.000,1568.000,3766.000
LiabilitiesCurrent,,1025962.000,1095717.000,1121589.000,1169878.000,1257344.000,1287633.000,1314414.000,1338811.000,1270922.000,1292265.000,1319488.000,1323641.000,1336375.000,164022.000,179955.000,196747.000
LiabilitiesNoncurrent,,47872.000,,,,,,,,,,,,,,,
LineOfCredit,,,,,,,,,,,,,,,,46058.000,47169.000
LinesOfCreditCurrent,,,47854.000,49862.000,49906.000,49945.000,49833.000,49919.000,49900.000,49340.000,49578.000,48889.000,48267.000,47488.000,45915.000,46058.000,47169.000
NotesPayable,,,10000.000,10000.000,10000.000,,,,,,,,,,,,
NotesPayableCurrent,,,,,,,,,,12500.000,12500.000,12500.000,2500.000,2500.000,2500.000,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,16000.000,16000.000,16000.000,,,,,,,,
OperatingLossCarryforwards,,,,,,3600000.000,,,,3885000.000,,,,4016000.000,,,
OtherAccountsPayableAndAccruedLiabilities,,,,138300.000,,,,118852.000,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,-4106380.000,,,,4917375.000,,,,5049367.000,-5136144.000,-5152016.000,-5166610.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,0.000,,,,,,,,,,,
SharesIssuedPricePerShare,,,,,,,,,,,,,,,,0.052,0.052
ShortTermBankLoansAndNotesPayable,,41791.000,36575.000,31359.000,26143.000,22929.000,,,,,,,,,,,
ShortTermBorrowings,,,36575.000,31339.000,26143.000,22929.000,36230.000,32491.000,29988.000,2765.000,,,,0.000,,,
StockholdersEquity,,-438659.000,-469824.000,-495549.000,-544708.000,-629452.000,-662109.000,-688942.000,-711266.000,-1265447.000,-1291277.000,-1318939.000,-1322864.000,-1333539.000,1899837485.000,-178387.000,-192981.000
