,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilitiesFairValueDisclosure,,,,,,446000.000,407000.000,383000.000,392000.000,,327000.000,337000.000,344000.000,325000.000,337000.000,323000.000,330000.000,332000.000,330000.000,310000.000,335000.000,303000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,14220000.000,,,,15214000.000,,,,16325000.000,,,,17302000.000,,,,18144000.000,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,-5170000.000,-2495000.000,704000.000,-438000.000,1375000.000,3332000.000,444000.000,1908000.000,-827000.000,3340000.000,4658000.000,3467000.000,-5693000.000,-5193000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4638000.000,4665000.000,4473000.000,5594000.000,4456000.000,3477000.000,-2016000.000,-1978000.000,-3412000.000,-1646000.000,464000.000,-289000.000,907000.000,2199000.000,293000.000,1260000.000,-546000.000,2204000.000,3074000.000,2288000.000,-3757000.000,-3428000.000
AdditionalPaidInCapital,11437000.000,11679000.000,11918000.000,12452000.000,12787000.000,13048000.000,13304000.000,13518000.000,13747000.000,13980000.000,14233000.000,14555000.000,14819000.000,15151000.000,15461000.000,15698000.000,15973000.000,16468000.000,16762000.000,17057000.000,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,,,,17418000.000,17756000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,,,,,,,0.000,,,,0.000,,,,,
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,,,,,,,,,,813000.000,761000.000,674000.000,588000.000,491000.000,468000.000,428000.000,388000.000,761000.000,395000.000
Assets,875211000.000,868804000.000,882940000.000,934110000.000,919874000.000,918780000.000,910829000.000,939115000.000,932883000.000,934092000.000,915875000.000,994885000.000,977135000.000,992918000.000,955245000.000,1039317000.000,1020936000.000,1004552000.000,1030238000.000,1071931000.000,1063141000.000,1089007000.000
AssetsFairValueDisclosureNonrecurring,,,,,,6022000.000,7554000.000,5762000.000,3626000.000,3037000.000,2584000.000,1581000.000,3827000.000,967000.000,859000.000,1038000.000,1831000.000,2180000.000,2007000.000,1188000.000,2957000.000,3046000.000
