,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,1273420000.000,1253335000.000,1262397000.000,1232165000.000,1173221000.000,1169332000.000,1248988000.000,1192940000.000,1062823000.000,727910000.000,749423000.000,761288000.000,802391000.000,768063000.000,774900000.000,693824000.000,700531000.000,738609000.000,741988000.000,637203000.000,642208000.000,681361000.000,706981000.000,684471000.000
AccountsPayableCurrent,,,,768886000.000,,,,667845000.000,,,,504745000.000,,,533900000.000,,,,392646000.000,,,,416847000.000,
AccruedIncomeTaxesCurrent,,,,,,,68817000.000,1186000.000,441960000.000,234211000.000,107150000.000,,,,,,,,,10832000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1810380000.000,,,,1724162000.000,,,,1411040000.000,,,1568169000.000,,,,1626293000.000,,,,1712241000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,98881000.000,,,,105845000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-36977000.000,,,,-22287000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-105594000.000,-113353000.000,-161428000.000,-199520000.000,-179772000.000,-201094000.000,-189840000.000,-186584000.000,-176277000.000,285955000.000,-97260000.000,-57190000.000,-56166000.000,-54753000.000,-84983000.000,-83776000.000,-82457000.000,-81830000.000,-85803000.000,-84165000.000,-83823000.000,-83150000.000,-89633000.000,-87989000.000
AdditionalPaidInCapital,1062758000.000,,,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,1072392000.000,1079174000.000,1086804000.000,1079831000.000,1094613000.000,1100591000.000,1375812000.000,1368098000.000,771848000.000,785452000.000,791276000.000,761224000.000,755306000.000,752375000.000,748194000.000,743918000.000,684973000.000,679916000.000,671517000.000,648860000.000,651074000.000,653629000.000,654513000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,10891000.000,,,,13693000.000,,,,12083000.000,12890000.000,14869000.000,14850000.000,14869000.000,13064000.000,15317000.000,13960000.000,12756000.000,12398000.000,11622000.000,5118000.000,4810000.000
