,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,5023670.000,5856000.000,4562000.000,4015000.000,5404000.000,6443000.000,6989000.000,7543000.000,6605000.000,6846000.000,6944000.000,7318000.000,7792000.000,6276000.000,6061000.000,6147000.000,5621000.000,5606000.000,5724000.000,6043000.000,9121000.000,7672000.000
AccountsPayableTradeCurrent,,,,800000.000,790000.000,1743000.000,3112000.000,2780000.000,2151000.000,1414000.000,1723000.000,1530000.000,742000.000,990000.000,520000.000,747000.000,577000.000,701000.000,1073000.000,1673000.000,2315000.000,1973000.000
AccountsReceivableNetCurrent,1608509.000,1815000.000,1836000.000,1971000.000,2665000.000,2348000.000,2712000.000,1674000.000,2551000.000,3144000.000,3279000.000,2779000.000,2287000.000,1803000.000,1484000.000,1329000.000,1082000.000,963000.000,982000.000,1240000.000,2369000.000,546000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,200000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,377000.000,77000.000,77000.000,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,,184000.000,189000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,515000.000,540000.000,568000.000,598000.000,634000.000,673000.000,711000.000,751000.000,787000.000,827000.000,-864000.000,-579000.000,-585000.000,587000.000,587000.000,611000.000,637000.000,665000.000,674000.000
AdditionalPaidInCapitalCommonStock,53961892.000,53922000.000,54027000.000,54239000.000,54195000.000,54270000.000,54432000.000,54757000.000,55029000.000,55346000.000,52553000.000,52770000.000,53160000.000,53483000.000,53847000.000,53980000.000,54394000.000,54761000.000,55027000.000,56401000.000,56548000.000,56866000.000
AllowanceForDoubtfulAccountsReceivable,,,,,288000.000,,,,,,,,,,,,,,,,,
AssetRetirementObligation,,,,,,,,,,,,,,19000000.000,,,4000.000,5000.000,5000.000,5000.000,1800000.000,3000.000
AssetRetirementObligationCurrent,,,,,75000000.000,,,,240000.000,19000000.000,60000.000,135000.000,152000.000,,,,,,,,,
AssetRetirementObligationsNoncurrent,,,,,,,,,,,,,,,,,,,3170000.000,3205000.000,,
Assets,61308911.000,58182000.000,52083000.000,42765000.000,40378000.000,41650000.000,44020000.000,46132000.000,46761000.000,47885000.000,49709000.000,50787000.000,41631000.000,40435000.000,39176000.000,38820000.000,32708000.000,28147000.000,26350000.000,26231000.000,42712000.000,47426000.000
AssetsCurrent,5736289.000,4641000.000,4362000.000,7300000.000,4733000.000,5199000.000,5922000.000,4195000.000,3516000.000,6304000.000,5733000.000,4097000.000,5920000.000,4569000.000,3311000.000,3182000.000,2786000.000,2650000.000,2007000.000,2162000.000,5783000.000,4354000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,,,,,,,,,,,501000.000,
