,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingRevenue,18346000.000,25788000.000,23522000.000,21117000.000,17021000.000,16835000.000,17696000.000,16977000.000,15449000.000
AllocatedShareBasedCompensationExpense,23007000.000,33464000.000,29074000.000,34528000.000,25551000.000,28316000.000,27285000.000,25766000.000,26395000.000
AmortizationOfDebtDiscountPremium,849000.000,,,,430000.000,,,,223000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,4353000.000
AmortizationOfIntangibleAssets,11782000.000,17117000.000,16405000.000,17885000.000,20059000.000,20845000.000,21917000.000,22130000.000,23261000.000
BusinessAcquisitionsProFormaNetIncomeLoss,-17854000.000,-26731000.000,-21393000.000,-25077000.000,-47605000.000,-156149000.000,6807000.000,-23491000.000,
BusinessAcquisitionsProFormaRevenue,162531000.000,,,,185982000.000,208403000.000,224592000.000,227612000.000,
BusinessCombinationAcquisitionRelatedCosts,12477000.000,1679000.000,1988000.000,432000.000,593000.000,204000.000,93000.000,533000.000,105000.000
CapitalizedComputerSoftwareAdditions,10000000.000,11800000.000,13600000.000,10700000.000,11500000.000,13600000.000,13000000.000,11400000.000,12500000.000
CashAcquiredFromAcquisition,173406000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,182087000.000,,,,3305000.000,,,,17932000.000
ComprehensiveIncomeNetOfTax,-58245000.000,-38743000.000,-25896000.000,-26461000.000,-46965000.000,-155941000.000,6628000.000,-23931000.000,-4631000.000
CostOfRevenue,13019000.000,17037000.000,16453000.000,15105000.000,16452000.000,17220000.000,18254000.000,19665000.000,20232000.000
CostsAndExpenses,185196000.000,208860000.000,204443000.000,195709000.000,234059000.000,363733000.000,216751000.000,224900000.000,244611000.000
DefinedContributionPlanCostRecognized,800000.000,1300000.000,1000000.000,1100000.000,,,,,
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,0.015,,,,,,,,
DepreciationDepletionAndAmortization,14028000.000,,,,23807000.000,,,,27135000.000
EarningsPerShareBasicAndDiluted,-1.190,-0.660,-0.150,1.120,-0.270,-0.870,0.040,-0.120,-0.030
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,2424000.000,,,,2250000.000,,,,2868000.000
FairValueAssumptionsExpectedVolatilityRate,0.350,,,,,,,,
FairValueAssumptionsRiskFreeInterestRate,0.018,,,,,,,,
GainLossOnDispositionOfAssets,-87000.000,,,,-1436000.000,,,,-999000.000
GeneralAndAdministrativeExpense,38024000.000,43810000.000,42672000.000,45939000.000,53837000.000,179632000.000,37690000.000,42536000.000,45466000.000
GoodwillAcquiredDuringPeriod,1737075000.000,,,,,,,,
ImpairmentOfInvestments,0.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-28902000.000,,-48969000.000,-156149000.000,6807000.000,-21997000.000,-4606000.000
IncomeTaxExpenseBenefit,,,-2853000.000,,-1364000.000,,,,
IncreaseDecreaseInAccountsPayable,-763000.000,,,,1594000.000,,,,53000.000
IncreaseDecreaseInAccountsReceivable,296000.000,,,,2770000.000,,,,2059000.000
IncreaseDecreaseInAccruedLiabilities,-7652000.000,,,,2793000.000,,,,4683000.000
IncreaseDecreaseInDeferredRevenue,112000.000,,,,3294000.000,,,,1598000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,1727000.000,,,,8759000.000,,,,2539000.000
