,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AdjustmentForAmortization,,,11903000.000,,,,17008000.000,,,,10982000.000
AmortizationOfDebtDiscountPremium,,,3222000.000,,,,3450000.000,,,,2603000.000
AmortizationOfFinancingCosts,,,19845000.000,,,,19039000.000,,,,18201000.000
ComprehensiveIncomeNetOfTax,81824000.000,-822146000.000,98744000.000,226011000.000,19607000.000,73106000.000,52078000.000,35300000.000,-680146000.000,83992000.000,126092000.000
DeferredIncomeTaxExpenseBenefit,,,46200000.000,,,,22629000.000,,,,192392000.000
DerivativeGainLossOnDerivativeNet,-1468000.000,-7480000.000,,,,,,,,,
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,,,,,-8600000.000,,,,5200000.000
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,-9000.000,,,,-487000.000,,,,38000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.234,,,,0.354
GainLossOnCashFlowHedgeIneffectivenessNet,,,,-22000.000,-19000.000,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,,-216000.000,-127000.000,,-237000.000,-297000.000,-294000.000,-294000.000,-290000.000
GainsLossesOnExtinguishmentOfDebt,-61093000.000,,-20880000.000,-2054000.000,,,-2474000.000,-15221000.000,,,
ImpairmentOfLongLivedAssetsHeldForUse,,1448914000.000,11171000.000,30254000.000,61237000.000,0.000,19706000.000,15532000.000,1104625000.000,22980000.000,
ImpairmentOfLongLivedAssetsToBeDisposedOf,43815000.000,10085000.000,7344000.000,44783000.000,35932000.000,1641000.000,26496000.000,101091000.000,57487000.000,53483000.000,42199000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,106057000.000,-1272426000.000,152213000.000,93908000.000,27556000.000,97414000.000,64793000.000,45673000.000,-1049315000.000,142365000.000,192059000.000
IncomeTaxExpenseBenefit,33377000.000,-434741000.000,53204000.000,-129157000.000,9964000.000,26758000.000,15177000.000,12503000.000,-367237000.000,60156000.000,67929000.000
IncomeTaxesPaidNet,,,1680000.000,,,,385000.000,,,,636000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-38494000.000,,,,-74124000.000,,,,-88305000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,4513000.000,,,,-7839000.000,,,,-125108000.000
IncreaseDecreaseInDeferredRevenue,,,-10176000.000,,,,,,,,
IncreaseDecreaseInOtherDeposits,,,27175000.000,,,,,,,,32388000.000
IncreaseDecreaseInRestrictedCash,,,-30097000.000,,,,-303425000.000,,,,670920000.000
InterestAndOtherIncome,,,23263000.000,24496000.000,34089000.000,41402000.000,45955000.000,27147000.000,23167000.000,,
InterestExpense,407069000.000,388442000.000,390820000.000,388254000.000,386769000.000,389724000.000,384128000.000,365974000.000,338553000.000,338245000.000,333562000.000
