,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,96574.000,216514.000,224884.000,235321.000,236824.000,221512.000,203316.000,211393.000,219483.000,107107.000
AccountsPayableRelatedPartiesCurrent,,,,967159.000,973110.000,978945.000,,,,
AccountsReceivableRelatedPartiesCurrent,,,,681567.000,0.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3827808.000,3927399.000,5355160.000,4557225.000,4546430.000,4784989.000,5186625.000,5287392.000,5297081.000,5320427.000
AdditionalPaidInCapital,15341710.000,15341710.000,15341710.000,15341710.000,15341710.000,15341710.000,15341710.000,15341710.000,15341710.000,15341710.000
AllowanceForDoubtfulAccountsReceivable,2217921.000,2578083.000,362016.000,363144.000,,,,,,
Assets,57771149.000,58948766.000,59940697.000,61558379.000,25199411.000,22806445.000,17868906.000,16406542.000,15467630.000,18283216.000
AssetsCurrent,21827094.000,21218873.000,22066546.000,23833029.000,21891061.000,22742845.000,17778701.000,16317403.000,15383777.000,18204578.000
AssetsHeldForSaleLongLived,,,,,3239810.000,,,,,
AssetsNoncurrent,35944055.000,37729893.000,37874151.000,37725351.000,3308350.000,63600.000,90205.000,89139.000,83853.000,78638.000
BankLoans,,,,,1619904.000,1629620.000,,1298301.000,,
CashAndCashEquivalentsAtCarryingValue,39620.000,654133.000,9465.000,183042.000,65200.000,66694.000,26269.000,28805.000,48133.000,50034.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000
CommonStockSharesOutstanding,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000,16775113.000
CommonStockValue,1678.000,1678.000,1678.000,1678.000,1678.000,1678.000,1678.000,1678.000,1678.000,1678.000
