,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableCurrent,459000.000,371000.000,445000.000,527000.000,576000.000,736000.000,912000.000,252000.000,787000.000,754000.000,714000.000
AccountsReceivableNetCurrent,603000.000,395000.000,370000.000,450000.000,359000.000,221000.000,200000.000,286000.000,464000.000,530000.000,291000.000
AccruedLiabilitiesCurrent,231000.000,178000.000,2517000.000,2963000.000,3616000.000,5069000.000,6137000.000,585000.000,844000.000,346000.000,335000.000
AccruedProfessionalFeesCurrent,,,,,,,,,180000.000,180000.000,80000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,1358000.000,,,,43000.000,
AdditionalPaidInCapital,126588000.000,127149000.000,127540000.000,130403000.000,130871000.000,131307000.000,131395000.000,131396000.000,131398000.000,42449000.000,43244000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,10000.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,8000.000,8000.000,8000.000,8000.000,8000.000,8000.000,200000.000,,8000.000,12000.000,12000.000
Assets,6674000.000,5418000.000,5274000.000,5147000.000,5036000.000,4739000.000,4957000.000,4917000.000,5928000.000,43624000.000,43208000.000
AssetsCurrent,2885000.000,1604000.000,1424000.000,1331000.000,1102000.000,873000.000,1154000.000,1175000.000,1943000.000,2041000.000,1518000.000
AssetsHeldForSaleAtCarryingValue,,,,,,,,,,598000.000,
BillingsInExcessOfCost,,,1000.000,,,,,,,,
BillingsInExcessOfCostCurrent,,,,,,,14000.000,56000.000,73000.000,0.000,70000.000
CapitalLeaseObligations,,,,,,,,,,133000.000,
CapitalLeaseObligationsCurrent,,,,,,,,,,133000.000,140000.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,86000.000,146000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,150000.000,163000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,43000.000,79000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,53000.000,84000.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,27000.000,40000.000
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,,,,,,,,,,246000.000,326000.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,,219000.000,286000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment,,,,,,,,,,315000.000,437000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipmentNet,,,,,,,,,,302000.000,402000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassPropertyPlantAndEquipmentOtherAccumulatedDepreciation,,,,,,,,,,13000.000,35000.000
Cash,665000.000,201000.000,147000.000,212000.000,47000.000,72000.000,353000.000,242000.000,312000.000,,
CashAndCashEquivalentsAtCarryingValue,,,,,50000.000,70000.000,353000.000,242000.000,312000.000,734000.000,533000.000
CashFDICInsuredAmount,,,,,,250000.000,,,,250000.000,
CashUninsuredAmount,,,,,,,,,,500000.000,
CommitmentsAndContingencies,,,,,,,0.000,0.000,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,,0.010,0.010,0.010
