,2011-09-30,2011-12-31,2012-03-31
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,4147.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,17344032.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,19698019.000,,
CostOfGoodsSold,34816269.000,37055621.000,28588310.000
DepreciationDepletionAndAmortization,111697.000,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,-68.000,,
EarningsPerShareBasic,0.740,0.500,0.090
EarningsPerShareDiluted,0.670,0.460,0.080
EffectOfExchangeRateOnCashAndCashEquivalents,232902.000,,
FairValueOptionChangesInFairValueGainLoss,1841493.000,1331797.000,-1278879.000
GainLossOnDispositionOfAssets,68.000,,
GeneralAndAdministrativeExpense,391329.000,269354.000,382012.000
GrossProfit,19240014.000,15278911.000,5733690.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,18793651.000,12917595.000,2349258.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-80226.000,,
IncreaseDecreaseInDeferredRevenue,15929.000,,
IncreaseDecreaseInInventories,196164.000,,
IncreaseDecreaseInNotesReceivableCurrent,99369.000,,
IncreaseDecreaseInOtherCurrentLiabilities,2214.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-6923.000,,
InterestExpense,6480.000,,
InterestIncomeExpenseNonoperatingNet,,910.000,-10865.000
InventoryWriteDown,13085.000,,
NetCashProvidedByUsedInFinancingActivities,-41201.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-41201.000,,
NetCashProvidedByUsedInInvestingActivities,-37064.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-37064.000,,
NetCashProvidedByUsedInOperatingActivities,17422297.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,17422297.000,,
NetIncomeLoss,18793651.000,12917595.000,2349258.000
NetIncomeLossAttributableToNoncontrollingInterest,60506.000,26451.000,21450.000
NetIncomeLossAttributableToParentDiluted,18733145.000,12891144.000,2327808.000
NonoperatingIncomeExpense,,,-1319925.000
OperatingExpenses,2283850.000,3647856.000,2064507.000
OperatingIncomeLoss,16956164.000,11631055.000,3669183.000
OtherAmortizationOfDeferredCharges,512019.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,904368.000,,
OtherExpenses,,,-30181.000
OtherIncome,1837487.000,1286540.000,
OtherNonoperatingIncomeExpense,2474.000,-46167.000,
PaymentsToAcquireMachineryAndEquipment,39427.000,,
ProceedsFromRelatedPartyDebt,216.000,,
ProceedsFromSaleOfMachineryAndEquipment,2363.000,,
ProfitLoss,18793651.000,,
ProvisionForDoubtfulAccounts,4147.000,1419952.000,32290.000
RepaymentsOfRelatedPartyDebt,57346.000,,
SalariesAndWages,537519.000,482163.000,476673.000
SalesRevenueGoodsNet,54056283.000,52334532.000,34322000.000
SellingExpense,1350787.000,1476387.000,1173532.000
ShareBasedCompensation,25500.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,28014504.000,28156445.000,28311104.000
WeightedAverageNumberOfSharesOutstandingBasic,25437113.000,26000852.000,26155511.000
