,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AllocatedShareBasedCompensationExpenseNetOfTax,,,,109000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,192668.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,109000.000,,,
CommonStockDividendsPerShareCashPaid,,,,0.120,
ComprehensiveIncomeNetOfTax,,1012000.000,1019000.000,880000.000,-605000.000
CostOfGoodsSold,11117000.000,10620000.000,11836000.000,11517000.000,11198000.000
DepreciationDepletionAndAmortization,,537000.000,,,
EarningsPerShareBasic,0.210,0.140,0.120,0.110,0.080
EarningsPerShareDiluted,0.200,0.130,0.120,0.110,0.080
GeneralAndAdministrativeExpense,1412000.000,1246000.000,1429000.000,1445000.000,1701000.000
GrossProfit,5650000.000,4889000.000,4995000.000,4865000.000,4452000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2183000.000,1627000.000,1537000.000,1473000.000,971000.000
IncomeTaxExpenseBenefit,677000.000,614000.000,642000.000,628000.000,360000.000
IncomeTaxesPaid,,714000.000,,,
IncreaseDecreaseInAccountsAndOtherReceivables,,-272000.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-2012000.000,,,
IncreaseDecreaseInInventories,,-462000.000,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,115000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,150000.000,,,
InterestExpense,25000.000,34000.000,,,
InterestIncomeExpenseNet,,,-38000.000,-28000.000,
InterestPaid,,6000.000,,,
InvestmentIncomeInterest,2000.000,,,,
NetCashProvidedByUsedInFinancingActivities,,153000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,153000.000,,,
NetCashProvidedByUsedInInvestingActivities,,-260000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-260000.000,,,
NetCashProvidedByUsedInOperatingActivities,,216000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,216000.000,,,
NetIncomeLoss,1506000.000,1013000.000,895000.000,845000.000,611000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,835000.000,
NonoperatingIncomeExpense,-51000.000,-152000.000,-27000.000,-139000.000,109000.000
OperatingExpenses,3416000.000,3110000.000,3431000.000,3253000.000,3590000.000
OperatingIncomeLoss,2234000.000,1779000.000,1564000.000,1612000.000,862000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,-1000.000,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,53000.000,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,5000.000,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,71000.000,-35000.000,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,41000.000,21000.000,
OtherNonoperatingIncomeExpense,-28000.000,-118000.000,11000.000,-111000.000,129000.000
ParticipatingSecuritiesDistributedAndUndistributedEarnings,,,,10000.000,
PaymentsOfDividendsCommonStock,,888000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,260000.000,,,
ProceedsFromLinesOfCredit,,1041000.000,,,
ResearchAndDevelopmentExpense,1300000.000,1118000.000,1279000.000,1048000.000,1082000.000
Revenues,16767000.000,15509000.000,16831000.000,16382000.000,15650000.000
SalesRevenueNet,16767000.000,15509000.000,16831000.000,16382000.000,15650000.000
SellingExpense,704000.000,746000.000,723000.000,760000.000,807000.000
ShareBasedCompensation,,209000.000,,142000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,47000.000,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,178868.000,
WeightedAverageNumberOfDilutedSharesOutstanding,7503313.000,7494174.000,7502045.000,7517291.000,-15007585.000
WeightedAverageNumberOfSharesOutstandingBasic,7300277.000,7304057.000,7321315.000,7338423.000,-14632797.000
