,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,289000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,60042.000,49000.000,22000.000,34000.000
AdditionalPaidInCapitalCommonStock,15035418.000,15048000.000,15060000.000,15070000.000
AdvancesFromFederalHomeLoanBanks,,,,4600000.000
Assets,71623348.000,79637000.000,79645000.000,89435000.000
AvailableForSaleSecurities,5416253.000,4664000.000,4985000.000,4890000.000
AvailableForSaleSecuritiesAmortizedCost,,,,4837000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,0.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,0.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,2496000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,2500000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,2341000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,2390000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,4837000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,0.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,0.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,,,4890000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,53000.000
Capital,,,,10468000.000
CapitalRequiredForCapitalAdequacy,,,,6189000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,0.080
CapitalRequiredToBeWellCapitalized,,,,7736000.000
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,0.100
CapitalToRiskWeightedAssets,,,,0.135
Cash,10932611.000,6087000.000,2717000.000,5528000.000
CashAndCashEquivalentsAtCarryingValue,11606216.000,6928000.000,2910000.000,5776000.000
CashCashEquivalentsAndFederalFundsSold,11606216.000,6928000.000,2910000.000,5776000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,305300.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,1700120.000,1700120.000,1700120.000,1700120.000
CommonStockSharesOutstanding,1700120.000,1700120.000,1700120.000,1700120.000
CommonStockValue,17001.000,17000.000,17000.000,17000.000
DeferredTaxAssetsLiabilitiesNet,,,,1920000.000
DeferredTaxAssetsNet,,,,0.000
DeferredTaxAssetsValuationAllowance,,,,1920000.000
Deposits,60806442.000,69009000.000,69208000.000,75722000.000
DepositsSavingsDeposits,,,,28012000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,72000000.000
FairValueDisclosureOffbalanceSheetRisksAmountLiability,,,,16388000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,,690000.000
FederalFundsSold,673605.000,841000.000,193000.000,248000.000
FederalHomeLoanBankStock,80500.000,81000.000,81000.000,184000.000
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,77214000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,690000.000
FinancingReceivableModificationsNumberOfContracts1,,,,2.000
FinancingReceivableModificationsPostModificationRecordedInvestment1,,,,690000.000
FinancingReceivableModificationsPreModificationRecordedInvestment1,,,,690000.000
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,,,,0.000
FinancingReceivableRecordedInvestmentCurrent,,,,77214000.000
FinancingReceivableRecordedInvestmentEqualToGreaterThan90DaysPastDue,,,,690000.000
FinancingReceivableRecordedInvestmentNonaccrualStatus,,,,690000.000
FinancingReceivableRecordedInvestmentPastDue,,,,690000.000
FurnitureAndFixturesGross,,,,470000.000
ImpairedFinancingReceivableRecordedInvestment,,,,690000.000
ImpairedFinancingReceivableUnpaidPrincipalBalance,,,,690000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceRecordedInvestment,,,,690000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceUnpaidPrincipalBalance,,,,690000.000
InterestBearingDepositLiabilities,52147496.000,59489000.000,62258000.000,66685000.000
InterestBearingDomesticDepositChecking,,,,6007000.000
LeaseholdImprovementsGross,,,,126000.000
Liabilities,61033930.000,69273000.000,69433000.000,79537000.000
