,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,44000.000,,,,,,,,,,,,,
AccountsPayableCurrent,2503000.000,2448000.000,6199000.000,3772000.000,3988000.000,3197000.000,1634000.000,2658000.000,920000.000,1822000.000,857000.000,1329000.000,1018000.000,,3211000.000,7371000.000,3481000.000,4072000.000,3472000.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,872000.000,395000.000,,1387000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,2944000.000,,,,3241000.000,,,,934000.000,,,,231000.000,,,,148000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,11000.000,4000.000,4000.000,21000.000,14000.000,3000.000,-1000.000,1000.000,1000.000,-8000.000,-2000.000,,,,,,,,
AdditionalPaidInCapital,3077000.000,3317000.000,167143000.000,167714000.000,168255000.000,200715000.000,201265000.000,201793000.000,202259000.000,202801000.000,203909000.000,204324000.000,204609000.000,219319000.000,219321000.000,235012000.000,235352000.000,236216000.000,237274000.000
Assets,28278000.000,24539000.000,79219000.000,66192000.000,57937000.000,78704000.000,66579000.000,61337000.000,51107000.000,42977000.000,31950000.000,24748000.000,16741000.000,11146000.000,8493000.000,13458000.000,4933000.000,4718000.000,6030000.000
AssetsCurrent,25697000.000,21256000.000,78780000.000,65651000.000,57009000.000,77722000.000,63670000.000,59937000.000,50436000.000,42245000.000,31171000.000,23992000.000,16052000.000,10394000.000,8273000.000,13254000.000,4711000.000,4549000.000,5747000.000
AssetsFairValueDisclosure,,,,,,,,,,,,,,196000.000,,,,,
AvailableForSaleSecurities,,,,62739000.000,54475000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,1000.000,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,24043000.000,15270000.000,76926000.000,62718000.000,54461000.000,76019000.000,64132000.000,58574000.000,48493000.000,39461000.000,28075000.000,21580000.000,7396000.000,196000.000,245000.000,70000.000,101000.000,101000.000,101000.000
AvailableForSaleSecuritiesCurrent,18322000.000,9351000.000,6901000.000,44176000.000,31644000.000,22511000.000,29303000.000,48981000.000,37844000.000,29790000.000,17597000.000,6907000.000,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,24054000.000,15274000.000,76930000.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,11000.000,4000.000,4000.000,,,,,,,,,,,,,,,,
