,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
BusinessCombinationAcquisitionRelatedCosts,370000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
BusinessCombinationSeparatelyRecognizedTransactionsRevenuesAndGainsRecognized,,,,,0.000,0.000,0.000,0.000
CashAcquiredFromAcquisition,-4376000.000,,,,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-504000.000,,,,-1244000.000,,,
CostOfGoodsSold,148320000.000,137287000.000,130078000.000,124965000.000,119354000.000,148358000.000,124261000.000,101880000.000
DeferredIncomeTaxExpenseBenefit,-2000.000,,,,270000.000,,,
DepreciationAndAmortization,125000.000,187000.000,205000.000,208000.000,217000.000,227000.000,229000.000,252000.000
EarningsPerShareBasic,-0.180,0.790,0.090,-0.410,,-0.320,-0.830,
EarningsPerShareBasicAndDiluted,,,,,-0.430,,,
EarningsPerShareDiluted,-0.180,0.780,0.090,-0.400,,-0.320,-0.830,
EffectOfExchangeRateOnCashAndCashEquivalents,-168000.000,,,,-20000.000,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,100000.000,40000.000,40000.000,20000.000
ForeignCurrencyTransactionGainLossBeforeTax,-651000.000,-282000.000,295000.000,18000.000,129000.000,121000.000,-565000.000,-858000.000
GrossProfit,7519000.000,13638000.000,8597000.000,6870000.000,7011000.000,7982000.000,4588000.000,3930000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-840000.000,3887000.000,781000.000,-2030000.000,-1903000.000,-1354000.000,-4310000.000,-7776000.000
IncomeTaxExpenseBenefit,-10000.000,121000.000,332000.000,-65000.000,201000.000,248000.000,-115000.000,66000.000
IncreaseDecreaseInAccountsPayableTrade,1710000.000,,,,-1961000.000,,,
IncreaseDecreaseInAccountsReceivable,1353000.000,,,,-1180000.000,,,
IncreaseDecreaseInInventories,-26000.000,,,,-5829000.000,,,
IncreaseDecreaseInOtherCurrentAssets,3661000.000,,,,4802000.000,,,
InterestExpense,-304000.000,-395000.000,-299000.000,2232000.000,284000.000,266000.000,231000.000,181000.000
InvestmentIncomeInterest,-8000.000,7000.000,-40000.000,49000.000,,,,
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,,,,0.003,,,
NetCashProvidedByUsedInFinancingActivities,9994000.000,,,,-304000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,9994000.000,,,,-304000.000,,,
NetCashProvidedByUsedInInvestingActivities,-5338000.000,,,,-571000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5338000.000,,,,-571000.000,,,
NetCashProvidedByUsedInOperatingActivities,-4992000.000,,,,-349000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4992000.000,,,,-349000.000,,,
NetIncomeLoss,-830000.000,3766000.000,449000.000,-1965000.000,-2104000.000,-1602000.000,-4195000.000,-7842000.000
OperatingExpenses,9061000.000,9363000.000,7820000.000,8618000.000,8630000.000,9070000.000,8667000.000,11525000.000
OperatingIncomeLoss,-1542000.000,4275000.000,777000.000,-1748000.000,-1619000.000,-1088000.000,-4079000.000,-7595000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,-179000.000,97000.000,-467000.000,-557000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,-2220000.000,-1452000.000,-4645000.000,-8399000.000
PaymentsForRepurchaseOfCommonStock,97000.000,,,,0.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,962000.000,,,,571000.000,,,
ProceedsFromLinesOfCredit,10091000.000,,,,-304000.000,,,
ProvisionForDoubtfulAccounts,76000.000,,,,104000.000,,,
RestructuringCosts,,,,,,825000.000,0.000,
SalesRevenueGoodsNet,155839000.000,150925000.000,138675000.000,131835000.000,126365000.000,156340000.000,128849000.000,105810000.000
SellingGeneralAndAdministrativeExpense,7915000.000,8894000.000,7910000.000,8428000.000,8284000.000,8139000.000,7873000.000,6458000.000
ShareBasedCompensation,115000.000,,,,80000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,,,,,0.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,,13888.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,2.520,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,,,,,-47347.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,,,,3.310,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,0.000,0.000,
WeightedAverageNumberOfDilutedSharesOutstanding,4685000.000,4826000.000,4988000.000,-9593000.000,,5010000.000,5043000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,4948000.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,4685000.000,4779000.000,4923000.000,-9552000.000,,5010000.000,5043000.000,
