,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,1156606.000,1223252.000,1645375.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,1105233.000,1068390.000,1182369.000,1142391.000,1211199.000,1328160.000,1426453.000
AccountsReceivableNetCurrent,1407134.000,941764.000,1024836.000,867714.000,953676.000,813325.000,586319.000,621471.000,585709.000,586289.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,1211631.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4790.000,4790.000,4790.000,4790.000,4790.000,4790.000,4790.000,4790.000,4790.000,4790.000
AdditionalPaidInCapital,13470826.000,13608462.000,13657208.000,13752114.000,13946864.000,14081722.000,14119909.000,14159476.000,14200042.000,14240725.000
AllowanceForDoubtfulAccountsReceivableCurrent,225000.000,225000.000,225000.000,225000.000,225000.000,225000.000,425000.000,425000.000,425000.000,420762.000
Assets,5657852.000,5437644.000,5472511.000,5053537.000,5042296.000,4867529.000,4334363.000,4352533.000,4369990.000,4365405.000
AssetsCurrent,3753235.000,3584076.000,3669108.000,3211353.000,3222893.000,3088149.000,2619405.000,2670303.000,2704603.000,2701677.000
CapitalLeaseObligations,,,,,,,,,,11218.000
CashAndCashEquivalentsAtCarryingValue,724.000,57374.000,606.000,133088.000,556.000,556.000,556.000,556.000,206.000,692.000
CashFDICInsuredAmount,,,,,,,250000.000,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,2370000.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000
CommonStockSharesIssued,11052132.000,11052132.000,11582747.000,11967146.000,13967146.000,15967146.000,15967146.000,15967146.000,15967146.000,15967146.000
CommonStockSharesOutstanding,10952132.000,10952132.000,11482747.000,11867146.000,13867146.000,15867146.000,15867146.000,15866618.000,15866618.000,15866618.000
CommonStockValue,11052.000,11052.000,11582.000,11967.000,13967.000,15967.000,15967.000,15967.000,15967.000,15967.000
DebtCurrent,6505.000,2639.000,2639.000,2639.000,0.000,0.000,32418.000,32907.000,32907.000,40883.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.080,,,
DeferredTaxAssetsGross,,,,,,,3342780.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,846481.000,,,
DeferredTaxAssetsNetCurrent,225000.000,180000.000,180000.000,143784.000,143784.000,143784.000,167499.000,194986.000,230723.000,247411.000
DeferredTaxAssetsNetNoncurrent,395050.000,395050.000,395050.000,508016.000,525243.000,525243.000,678981.000,687750.000,712212.000,740113.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,2644373.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,608268.000,,,
DeferredTaxAssetsOther,,,,,,,49925.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,214695.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,169745.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,2416226.000,,,
DeferredTaxLiabilitiesNoncurrent,53250.000,53250.000,53250.000,,,,,,,
DueToAffiliateCurrentAndNoncurrent,,,,,,,848080.000,848080.000,,
DueToOfficersOrStockholdersCurrent,,,,189800.000,11983.000,0.000,19021.000,28502.000,,
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,,,,1289851.000,1411860.000,1598269.000,1748590.000
DueToOfficersOrStockholdersNoncurrent,,,,,,,,,848080.000,848080.000
DueToOtherRelatedPartiesClassifiedCurrent,,,,,,,,221700.000,,
DueToRelatedPartiesCurrent,28566.000,88613.000,190090.000,1138046.000,1040289.000,1035046.000,441771.000,563780.000,750189.000,900510.000
EmployeeRelatedLiabilitiesCurrent,,,,948246.000,1028306.000,1035045.000,241550.000,313578.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,690005.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,75700.000,,,
FiniteLivedIntangibleAssetsGross,,,,,,,1488937.000,,,
Goodwill,196962.000,196962.000,196962.000,196962.000,196962.000,196962.000,0.000,,,
IntangibleAssetsNetExcludingGoodwill,931468.000,912534.000,893600.000,855733.000,836799.000,817866.000,798932.000,779998.000,761064.000,742131.000
InventoryFinishedGoods,,,,1407779.000,1448791.000,1511962.000,1369814.000,1373071.000,1391669.000,1370748.000
InventoryGross,,,,2049904.000,2104040.000,2114537.000,1922203.000,1920181.000,1955647.000,1935170.000
InventoryNet,2011863.000,2281994.000,2348183.000,1969904.000,2024040.000,2034537.000,1842203.000,1840181.000,1875647.000,1855170.000
InventoryRawMaterials,,,,309717.000,257161.000,243880.000,228553.000,230072.000,223259.000,222800.000
InventoryValuationReserves,80000.000,,,80000.000,80000.000,80000.000,80000.000,80000.000,80000.000,80000.000
InventoryWorkInProcess,,,,332408.000,398294.000,358695.000,323836.000,317038.000,340719.000,341622.000
Liabilities,1719927.000,1842754.000,2366354.000,2720918.000,2583679.000,2690415.000,2912217.000,3094858.000,3383091.000,3634593.000
LiabilitiesAndStockholdersEquity,5657852.000,5437644.000,5472511.000,5053537.000,5042296.000,4867529.000,4334363.000,4352533.000,4369990.000,4365405.000
LiabilitiesCurrent,1666677.000,1789504.000,2313104.000,2720918.000,2583679.000,2690415.000,1616580.000,1807886.000,2111256.000,2367846.000
LiabilitiesNoncurrent,,,,0.000,0.000,0.000,,,,
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,,0.045,0.045,,,,
LinesOfCreditCurrent,475000.000,475000.000,475000.000,475000.000,475000.000,473000.000,0.000,,,
LongTermDebt,,,,,,,101762.000,3000000.000,,448332.000
LongTermDebtNoncurrent,,,,,,,440557.000,431892.000,423755.000,418667.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,372236.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,74141.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,66655.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,78679.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,77137.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,75624.000,,,
OperatingLossCarryforwards,,,,,,,6445732.000,,,
OtherAssetsCurrent,108514.000,122944.000,115482.000,96863.000,100837.000,95947.000,22828.000,13109.000,12318.000,12115.000
OtherAssetsNoncurrent,6933.000,7142.000,7142.000,7196.000,7264.000,7263.000,17643.000,16289.000,14835.000,13229.000
OtherLiabilitiesNoncurrent,,,,,,,7000.000,7000.000,,
PropertyPlantAndEquipmentGross,,,,,,,1431033.000,,,
PropertyPlantAndEquipmentNet,,,,274277.000,253135.000,232046.000,219402.000,198193.000,177276.000,168255.000
RetainedEarningsAccumulatedDeficit,-9541744.000,-10022415.000,-10560424.000,11429253.000,-11500005.000,-11918366.000,-12711521.000,-12915496.000,-13226838.000,-13523608.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,1475000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,0.550,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,,1475000.000,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,,,,,,,0.000,,,
StockholdersEquity,3937925.000,3594890.000,3106157.000,2332619.000,2458617.000,2177114.000,1422146.000,1257675.000,986899.000,730812.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3937925.000,3594890.000,3106157.000,2332619.000,2458617.000,2177114.000,1422146.000,1257675.000,986899.000,730812.000
TreasuryStockShares,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100528.000,100528.000,100528.000
TreasuryStockValue,10000.000,10000.000,10000.000,10000.000,-10000.000,10000.000,10000.000,10063.000,10063.000,10063.000
