,2011-07-02,2011-10-01,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-04-04,2015-07-04
AllocatedShareBasedCompensationExpense,,,,,,,,,,,5377000.000,6133000.000,5921000.000,2799000.000,3722000.000
AmortizationOfFinancingCosts,,,617000.000,,,,618000.000,,,,618000.000,,,349000.000,
AmortizationOfIntangibleAssets,,,4091000.000,,,,2964000.000,,,,2786000.000,,,2797000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,14018000.000,,,-1278000.000,
ComprehensiveIncomeNetOfTax,,,27342000.000,5976000.000,22492000.000,9915000.000,6558000.000,13201000.000,14501000.000,56839000.000,9319000.000,-5793000.000,-1684000.000,-6777000.000,7738000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,277000.000,231000.000,411000.000,370000.000,338000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,9596000.000,-5562000.000,-1273000.000,-6407000.000,8076000.000
CostOfGoodsSold,108862000.000,113158000.000,102681000.000,115574000.000,118376000.000,116828000.000,108738000.000,108471000.000,104389000.000,93955000.000,102486000.000,107983000.000,112036000.000,88652000.000,98530000.000
Depreciation,,,9441000.000,,,,11361000.000,,,,10941000.000,,,10397000.000,
DepreciationDepletionAndAmortization,,,13532000.000,13930000.000,13896000.000,14309000.000,14325000.000,,,,13727000.000,13926000.000,13847000.000,13194000.000,13392000.000
DerivativeInstrumentsLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,,,,,,,,,,,,,,0.000,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,,,,,-328000.000,-327000.000,,0.000
EarningsPerShareBasic,0.640,0.510,0.400,0.440,0.310,0.370,,0.330,0.160,,0.190,-0.110,0.280,,0.130
EarningsPerShareBasicAndDiluted,,,,,,,0.190,,,,,,,,
EarningsPerShareDiluted,0.630,0.500,0.400,0.430,0.300,0.370,,0.330,0.150,,0.180,-0.110,0.280,,0.120
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,646000.000,,,-3787000.000,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,2187000.000,,,,273000.000,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,,,1920000.000,2189000.000,2114000.000,1000000.000,1331000.000
ForeignCurrencyTransactionGainLossUnrealized,,,-1128000.000,,,,-555000.000,,,,-896000.000,,,7109000.000,
GainLossOnSaleOfPropertyPlantEquipment,,,-289000.000,,,,-2000.000,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,-24937000.000,,,0.000
GrossProfit,87514000.000,76904000.000,71024000.000,70240000.000,59242000.000,63408000.000,54775000.000,60426000.000,47631000.000,57897000.000,58516000.000,58638000.000,53503000.000,49256000.000,49794000.000
IncomeLossFromContinuingOperations,,,,,,,,12496000.000,4505000.000,,8397000.000,-4557000.000,13016000.000,,5649000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,8742000.000,-4349000.000,13425000.000,,5987000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,0.270,0.100,,0.190,-0.100,0.290,0.320,0.130
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,0.270,0.100,,0.180,-0.100,0.290,0.320,0.120
