,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,3061000.000,406000.000,401000.000,399000.000,433000.000,430000.000,434000.000,382000.000,434000.000,441000.000,390000.000,427000.000,455000.000
AccruedFeesAndOtherRevenueReceivable,,,,,,,,,,,,86000.000,56000.000,0.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,8645000.000,,,,9316000.000,,,,9595000.000,,,,10750000.000,,,,11993000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1215000.000,7493000.000,7757000.000,8976000.000,12472000.000,12528000.000,11732000.000,3354000.000,1640000.000,-54000.000,2260000.000,3883000.000,3601000.000,4330000.000,5407000.000,1687000.000,3289000.000,2035000.000,6197000.000,8633000.000,6730000.000,-1419000.000,-584000.000
AdditionalPaidInCapital,30160000.000,30161000.000,30157000.000,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,30142000.000,30526000.000,30725000.000,30956000.000,31185000.000,31397000.000,31626000.000,31880000.000,32141000.000,32404000.000,32674000.000,32934000.000,33225000.000,33522000.000,33830000.000,34127000.000,34450000.000,34771000.000,35047000.000,35324000.000
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,2000.000,27000.000,19000.000,18000.000,0.000,309000.000,282000.000,256000.000,0.000,0.000,0.000
AmountAvailableForDividendDistributionWithoutAffectingCapitalAdequacyRequirements,,,,,,11702000.000,,,,8433000.000,,,,7384000.000,,,,6071000.000,,,,9307000.000,
Assets,805036000.000,824755000.000,818546000.000,823693000.000,812828000.000,819966000.000,814685000.000,844262000.000,839692000.000,901565000.000,891946000.000,892763000.000,905685000.000,912353000.000,926386000.000,936666000.000,971542000.000,983489000.000,980826000.000,983316000.000,967893000.000,984283000.000,1002385000.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,,,,,,,,,,,,,200000.000,307000.000,248000.000,96000.000
AssetsHeldInTrust,,,,,,,,,,,,,,111513000.000,,,,112120000.000,,,,110167000.000,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,341020000.000,,,,382076000.000,,,,381704000.000,
AvailableForSaleSecurities,312923000.000,328827000.000,328824000.000,327456000.000,303244000.000,296312000.000,299854000.000,312461000.000,318755000.000,358459000.000,356324000.000,348877000.000,341063000.000,347666000.000,340348000.000,355046000.000,370293000.000,385241000.000,381391000.000,385089000.000,359945000.000,379637000.000,394066000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,,13725000.000,11098000.000,3777000.000,4093000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,,560000.000,806000.000,5844000.000,4893000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,288735000.000,282169000.000,286185000.000,307310000.000,316185000.000,358440000.000,352800000.000,342895000.000,335520000.000,341020000.000,332076000.000,352415000.000,365232000.000,382076000.000,371924000.000,371924000.000,349653000.000,381704000.000,394866000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,,,,428000.000,353000.000,583000.000,505000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,,,,560000.000,806000.000,5844000.000,4893000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,,,,196220000.000,86867000.000,138599000.000,124161000.000,81111000.000,185408000.000,121827000.000,193063000.000,72638000.000,40733000.000,63906000.000,237743000.000,212188000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,,,,,,132000.000,453000.000,5261000.000,4388000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,,,,196220000.000,28137000.000,81171000.000,76723000.000,38842000.000,145565000.000,82813000.000,154291000.000,44401000.000,19518000.000,48338000.000,216921000.000,191950000.000
