,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2971551.000,2243058.000,3115904.000,1860491.000,3638394.000,4674131.000,3094161.000,2907683.000,6158395.000,5135238.000,3567440.000,5377377.000,3355703.000
AccruedBonusesCurrentAndNoncurrent,,,589014.000,,,,,,,,,,
AccruedLiabilitiesCurrent,1315347.000,1470397.000,1130054.000,1405378.000,1934682.000,2785276.000,5314165.000,3676846.000,3879306.000,3831736.000,7457958.000,9980891.000,6045712.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,8232271.000,7980151.000,8111187.000,8236329.000,8400212.000,8568661.000,8739724.000,8844335.000,9034172.000,9267285.000,9457067.000,8894184.000,9091275.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-108584.000,-102320.000,-114894.000,-124841.000,-132707.000,-126971.000,-133970.000,-138245.000,-130018.000,-129837.000,-130695.000,-134208.000,-132883.000
AdditionalPaidInCapital,232856009.000,233489591.000,234733048.000,235627174.000,236732235.000,246156445.000,247587439.000,250873875.000,271712482.000,308744563.000,336856362.000,338249457.000,342387037.000
Assets,86476264.000,74717872.000,76794418.000,64366878.000,53292816.000,48953827.000,44312328.000,31131202.000,42754040.000,66435111.000,108770057.000,97204391.000,29841774.000
AssetsCurrent,84765928.000,72884809.000,70925303.000,57517303.000,40391910.000,32951995.000,24904960.000,8813798.000,15462599.000,37279003.000,71269700.000,55501794.000,25525955.000
AssetsFairValueDisclosureRecurring,83066313.000,71387518.000,56296895.000,57132838.000,,,,,,,,,
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,1452172.000,10341529.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,119273.000,,
CapitalLeaseObligationsNoncurrent,,,2563320.000,3380223.000,5888711.000,7620660.000,7620660.000,7249627.000,7159627.000,7159627.000,,,
CashAndCashEquivalentsAtCarryingValue,51772896.000,44307394.000,50254355.000,37223590.000,29030085.000,22991967.000,20037679.000,6163144.000,13844405.000,34830164.000,69283934.000,52973376.000,11137799.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,,7200000.000,13800000.000,34800000.000,69300000.000,53000000.000,
CashUninsuredAmount,51522896.000,44057394.000,50000000.000,36973590.000,28780085.000,22741967.000,19787679.000,5913144.000,13594405.000,34580164.000,69033934.000,52723376.000,10887799.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,6.600,6.600,6.600,,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,9598.000,9598.000,9598.000,9598.000,,,,,,,13693227.000,13693227.000,13793227.000
ClassOfWarrantOrRightOutstanding,1.000,,,,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,4200717.000,4180752.000,4179401.000,4071734.000,4005611.000,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,19654362.000,19655579.000,19655650.000,19657412.000,19688802.000,20689373.000,20730115.000,21641509.000,25639662.000,32031452.000,41243314.000,41263179.000,41357308.000
CommonStockSharesOutstanding,19654362.000,19655579.000,19655650.000,19657412.000,19688802.000,20689373.000,20730115.000,21641509.000,25639662.000,32031452.000,41243314.000,41263179.000,41357308.000
CommonStockValue,19654.000,19656.000,19656.000,19657.000,19689.000,20689.000,20730.000,21642.000,25640.000,32031.000,41243.000,41263.000,41357.000
ConstructionInProgressGross,,,,,,,,12656260.000,15175040.000,17274267.000,,,
DeferredCreditsAndOtherLiabilitiesNoncurrent,3066000.000,3066000.000,3066000.000,3066000.000,3066000.000,4578500.000,5321000.000,5321000.000,5266000.000,6778500.000,6751000.000,6723500.000,6696000.000
DeferredFinanceCostsCurrentNet,,,379235.000,309927.000,240620.000,171312.000,102004.000,93503.000,,,,,
