,2011-01-30,2011-05-01,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-01-27,2013-04-28,2013-07-28,2013-10-27,2014-01-26,2014-04-27,2014-07-27,2014-10-26,2015-01-25,2015-04-26,2015-07-26,2015-10-25,2016-01-31,2016-05-01,2016-07-31,2016-10-30,2017-01-29,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,1582000000.000,1760000000.000,1653000000.000,1520000000.000,1327000000.000,1466000000.000,1410000000.000,1436000000.000,1287000000.000,1462000000.000,,,,,,,1737000000.000,1822000000.000,,,,1630000000.000,1800000000.000,2056000000.000,2139000000.000,2310000000.000
AccountsPayableCurrent,686000000.000,814000000.000,656000000.000,484000000.000,484000000.000,507000000.000,443000000.000,396000000.000,430000000.000,531000000.000,515000000.000,582000000.000,645000000.000,606000000.000,583000000.000,613000000.000,650000000.000,647000000.000,693000000.000,658000000.000,549000000.000,644000000.000,717000000.000,813000000.000,867000000.000,929000000.000
AccountsReceivableNetCurrent,1946000000.000,1916000000.000,1812000000.000,1532000000.000,1576000000.000,1785000000.000,1535000000.000,1220000000.000,1109000000.000,1275000000.000,1170000000.000,1633000000.000,1510000000.000,1615000000.000,1622000000.000,1670000000.000,1580000000.000,1798000000.000,1991000000.000,1739000000.000,1625000000.000,1913000000.000,1852000000.000,2279000000.000,2369000000.000,2381000000.000
AccrualForEnvironmentalLossContingencies,,,,,9000000.000,9000000.000,9000000.000,,,,,,,,,,,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,101000000.000,60000000.000,76000000.000,81000000.000,54000000.000,70000000.000,49000000.000,18000000.000,34000000.000,20000000.000,28000000.000,41000000.000,31000000.000,40000000.000,50000000.000,51000000.000,47000000.000,42000000.000,50000000.000,58000000.000,42000000.000,43000000.000,45000000.000,50000000.000,40000000.000,32000000.000
AccruedIncomeTaxesCurrent,276000000.000,211000000.000,278000000.000,158000000.000,151000000.000,86000000.000,61000000.000,74000000.000,44000000.000,60000000.000,44000000.000,73000000.000,49000000.000,94000000.000,107000000.000,142000000.000,44000000.000,48000000.000,40000000.000,60000000.000,49000000.000,46000000.000,23000000.000,101000000.000,59000000.000,83000000.000
AccruedIncomeTaxesNoncurrent,,,,,,,,,136000000.000,147000000.000,153000000.000,174000000.000,200000000.000,132000000.000,128000000.000,225000000.000,244000000.000,223000000.000,200000000.000,227000000.000,232000000.000,272000000.000,284000000.000,337000000.000,350000000.000,350000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1915000000.000,1896000000.000,1903000000.000,1872000000.000,1893000000.000,1939000000.000,1975000000.000,2007000000.000,2037000000.000,1936000000.000,1954000000.000,1967000000.000,2001000000.000,1958000000.000,1980000000.000,1987000000.000,2063000000.000,2102000000.000,2095000000.000,2054000000.000,2070000000.000,2108000000.000,2153000000.000,2106000000.000,2146000000.000,2203000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,24000000.000,23000000.000,23000000.000,17000000.000,18000000.000,20000000.000,11000000.000,16000000.000,16000000.000,23000000.000,19000000.000,25000000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,3000000.000,6000000.000,0.000,0.000,,,-4000000.000,1000000.000,6000000.000,8000000.000,6000000.000,2000000.000,,,,,,,,,,,,,,
