,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdditionalPaidInCapitalCommonStock,199785.000,199785.000,199785.000,2178587.000,2178587.000,2612127.000,4055034.000,9937027.000,14607076.000
AlternativeInvestmentsFairValueDisclosure,,,,,,1900000.000,1900000.000,5200000.000,5500000.000
Assets,201007.000,201007.000,201007.000,2201007.000,2200829.000,2569023.000,3914746.000,10645143.000,15695013.000
Cash,,,,,,,,4595392.000,
CashAndCashEquivalentsAtCarryingValue,201007.000,201007.000,201007.000,2201007.000,2200829.000,672644.000,1957266.000,,10163393.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,22223.000,22223.000,22223.000,,,,,,
CommonStockSharesOutstanding,22223.000,22223.000,22223.000,,,,,,
CommonStockValue,222.000,222.000,222.000,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,,,2153.000,3252.000,4677.000,9338.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,20000.000,20000.000,95731.000,44733.000,228830.000,322455.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,1896379.000,1904254.000,5173075.000,5529798.000
Liabilities,,,,20000.000,20000.000,97884.000,47985.000,233507.000,331793.000
LiabilitiesAndStockholdersEquity,,,,2201007.000,2200829.000,2569023.000,3914746.000,10645143.000,15695013.000
MinorityInterest,1000.000,1000.000,1000.000,999.000,999.000,946.000,946.000,946.000,946.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,,,,,0.010,0.010
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ReceivablesNetCurrent,,,,,,,53226.000,876676.000,1822.000
RetainedEarningsAccumulatedDeficit,,,,-999.000,-1177.000,-145060.000,-193936.000,462308.000,737959.000
StockholdersEquity,200007.000,200007.000,200007.000,2180008.000,2179830.000,2470193.000,3865815.000,10410690.000,15362274.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,201007.000,201007.000,201007.000,2181007.000,2180829.000,2471139.000,3866761.000,10411636.000,15363220.000
