,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AdjustmentsToAdditionalPaidInCapitalOther,50000.000,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,7000.000,,,,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,2000.000,3000.000,14000.000,119000.000,21000.000,2000.000,87000.000,6000.000
AllowanceForLoanAndLeaseLossesWriteOffs,29000.000,,284000.000,,,,11000.000,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,0.000,,,,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1091000.000,,,,1108000.000,,,
ComprehensiveIncomeNetOfTax,-303000.000,-333000.000,-127000.000,-292000.000,-220000.000,-350000.000,-285000.000,-472000.000
DepreciationNonproduction,28000.000,,,,21000.000,,,
EarningsPerShareBasicAndDiluted,-0.490,-0.490,-0.220,-0.360,-0.400,-0.530,-0.420,-0.560
EmployeeBenefitsAndShareBasedCompensation,494000.000,488000.000,478000.000,470000.000,454000.000,412000.000,422000.000,463000.000
FederalDepositInsuranceCorporationPremiumExpense,47000.000,46000.000,46000.000,46000.000,44000.000,43000.000,43000.000,18000.000
FeesAndCommissions,18000.000,30000.000,38000.000,-11000.000,18000.000,19000.000,17000.000,14000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,0.000,,,,,,,
GainLossOnSaleOfOtherAssets,34000.000,,,,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,4463000.000,,,,2983000.000,,,
ImpairedFinancingReceivableInterestIncomeAccrualMethod,39000.000,,,,25000.000,,,
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,39000.000,,,,25000.000,,,
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,1567000.000,,,,1719000.000,,,
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,6000.000,,,,10000.000,,,
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeCashBasisMethod,6000.000,,,,10000.000,,,
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,2896000.000,,,,1264000.000,,,
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeAccrualMethod,33000.000,,,,15000.000,,,
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeCashBasisMethod,33000.000,,,,15000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-341000.000,-309000.000,-152000.000,-215000.000,-290000.000,-345000.000,-277000.000,-304000.000
IncomeTaxExpenseBenefit,-15000.000,10000.000,-10000.000,30000.000,-27000.000,2000.000,3000.000,66000.000
IncreaseDecreaseInAccruedInterestReceivableNet,9000.000,,,,14000.000,,,
IncreaseDecreaseInAdvancePaymentsByBorrowersForTaxesAndInsurance,-218000.000,,,,-196000.000,,,
IncreaseDecreaseInDeposits,-4414000.000,,,,-1896000.000,,,
IncreaseDecreaseInLoansDeferredIncome,-1000.000,,,,-2000.000,,,
IncreaseDecreaseInOtherOperatingAssets,-825000.000,,,,106000.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,-32000.000,,,,-18000.000,,,
InformationTechnologyAndDataProcessing,90000.000,77000.000,78000.000,72000.000,83000.000,76000.000,78000.000,73000.000
