,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-09-30,2014-03-31,2014-06-30,2014-09-30
AllocatedShareBasedCompensationExpense,,,0.000,,0.000,0.000,,
AmortizationOfDebtDiscountPremium,,,3000.000,,0.000,,,
AmortizationOfIntangibleAssets,,,100000.000,,100000.000,100000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1000.000,,231000.000,-228000.000,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,0.000,,0.000,0.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,0.000,,0.000,0.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,71000.000,,5000.000,11000.000,,
ContractsRevenue,1433000.000,1642000.000,1910000.000,1924000.000,1824000.000,1630000.000,2140000.000,2091000.000
CostOfRevenue,933000.000,1066000.000,1110000.000,1149000.000,1409000.000,1322000.000,1274000.000,1447000.000
CostsAndExpenses,1601000.000,1835000.000,1757000.000,1819000.000,2058000.000,1955000.000,2099000.000,2229000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,87000.000,,5000.000,11000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,18000.000,14000.000,87000.000,16000.000,5000.000,11000.000,250000.000,1000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,18000.000,14000.000,87000.000,16000.000,5000.000,11000.000,250000.000,1000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,0.000,,0.000,0.000,,
EarningsPerShareBasicAndDiluted,-0.040,-0.100,0.010,0.000,-0.020,-0.020,0.010,-0.010
FairValueOptionChangesInFairValueGainLoss,-186000.000,46000.000,,,,,,
FairValueOptionChangesInFairValueGainLoss1,,,0.000,0.000,,,,
GoodwillAndIntangibleAssetImpairment,,,0.000,,,,,
GoodwillImpairmentLoss,,,,,0.000,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-4000.000,,-343000.000,-446000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-508000.000,-1182000.000,-4000.000,-17000.000,-348000.000,-446000.000,-69000.000,-247000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-495000.000,-1194000.000,-4000.000,-17000.000,-348000.000,-446000.000,-69000.000,-247000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.040,-0.100,0.000,0.000,-0.020,-0.020,0.000,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,,,-87000.000,,-5000.000,-11000.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,-0.000,0.000,0.010,0.000,0.000,0.000,0.010,0.000
IncomeTaxExpenseBenefit,13000.000,12000.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaid,,,0.000,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,137000.000,,-667000.000,46000.000,,
InterestExpenseDebt,,,58000.000,,34000.000,38000.000,,
InterestPaid,,,17000.000,,30000.000,30000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-204000.000,,-278000.000,-24000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-204000.000,,-278000.000,-24000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-26000.000,,-100000.000,-10000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-26000.000,,-100000.000,-10000.000,,
