,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,455000.000,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,30000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,7759000.000,,,
AllocatedShareBasedCompensationExpense,,,7822000.000,5614000.000,6284000.000,5817000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,1573000.000,1541000.000,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,0.150,0.160,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,0.150,0.160,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,4685000.000,4894000.000,
BusinessAcquisitionsProFormaRevenue,,,,109476000.000,109590000.000,
BusinessCombinationAcquisitionRelatedCosts,272000.000,335000.000,,844000.000,35000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2062000.000,,,
ComprehensiveIncomeNetOfTax,,,5525000.000,5009000.000,7768000.000,6295000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,1887000.000,983000.000,602000.000,471000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,7412000.000,5992000.000,8370000.000,6766000.000
CostOfReimbursableExpense,3132000.000,2415000.000,2609000.000,4400000.000,3364000.000,5361000.000
CostOfServices,53968000.000,55391000.000,65754000.000,71444000.000,67344000.000,89936000.000
CostOfServicesDirectLabor,49059000.000,50705000.000,58218000.000,62171000.000,58630000.000,77070000.000
DeferredIncomeTaxExpenseBenefit,,,4422000.000,,,
DepreciationDepletionAndAmortization,2567000.000,2878000.000,3897000.000,4348000.000,4765000.000,5128000.000
DividendsCash,,,-3177000.000,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,249000.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,,0.387,0.389,
ImpairmentOfIntangibleAssetsExcludingGoodwill,0.000,0.000,,,,
