,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,47453.000,20338.000,3455.000,13155.000
AccountsReceivableNetCurrent,11981.000,16852.000,3545.000,
AccruedSalariesCurrent,3328.000,4627.000,12672.000,10315.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,255692.000,249906.000,250589.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,8307.000,-3831.000,-20207.000,-12354.000
AdditionalPaidInCapital,145145.000,145145.000,145145.000,145145.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,12804.000,10524.000
Assets,925199.000,885713.000,775858.000,733672.000
AssetsCurrent,268769.000,288406.000,89139.000,154156.000
AssetsNoncurrent,,,205462.000,
BankOverdrafts,,,2081.000,
CashAndCashEquivalentsAtCarryingValue,7222.000,1409.000,3366.000,5308.000
CashEquivalentsAtCarryingValue,,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,30450000.000,30450000.000,30450000.000,30450000.000
CommonStockSharesOutstanding,30450000.000,30450000.000,30450000.000,30450000.000
CommonStockValue,30450.000,30450.000,30450.000,30450.000
CompensatingBalanceAmount,,,42675.000,
DebtInstrumentInterestRateStatedPercentage,,,0.070,
DeferredRevenueCurrent,45044.000,46810.000,27158.000,50964.000
DeferredTaxAssetsTaxCreditCarryforwards,,,185952.000,
DeferredTaxAssetsValuationAllowance,,,185952.000,
DueToAffiliateCurrent,,,20648.000,28808.000
DueToAffiliateCurrentAndNoncurrent,,,39746.000,28808.000
DueToAffiliateNoncurrent,,,19098.000,
DueToOfficersOrStockholdersCurrent,50483.000,72625.000,80728.000,
DueToRelatedPartiesCurrent,,,80728.000,136373.000
IncomeTaxReceivable,0.000,26130.000,,1492.000
Liabilities,1187642.000,1180355.000,1206847.000,1180579.000
LiabilitiesAndStockholdersEquity,925199.000,885713.000,775858.000,733672.000
LiabilitiesCurrent,877943.000,888241.000,968625.000,999352.000
LiabilitiesNoncurrent,309698.000,292114.000,238222.000,181227.000
LineOfCredit,,,,521487.000
LinesOfCreditCurrent,563157.000,582967.000,530071.000,521487.000
LongTermDebt,,,,831787.000
LongTermDebtAndCapitalLeaseObligations,,,900463.000,
LongTermDebtCurrent,,,,-129443.000
LongTermDebtNoncurrent,,,,702444.000
OperatingLossCarryforwards,,,47921.000,
OtherAssetsNoncurrent,,,,67368.000
PrepaidExpenseCurrent,,,1138.000,7499.000
PropertyPlantAndEquipmentGross,,765674.000,731163.000,762737.000
PropertyPlantAndEquipmentNet,7268.000,7553.000,7691.000,7240.000
PropertyPlantAndEquipmentSalvageValuePercentage,,,0.850,0.850
RetainedEarningsAccumulatedDeficit,-446345.000,-466406.000,-586377.000,-610148.000
SecuredDebt,,,,94036.000
SecuredDebtCurrent,,,,24224.000
SecuredLongTermDebt,32388.000,34363.000,99005.000,69812.000
SecurityDeposit,,7166.000,7296.000,7289.000
StockholdersEquity,-262443.000,-294642.000,-430989.000,-446907.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-262443.000,-294642.000,-430989.000,-446907.000
TaxesPayableCurrent,70133.000,99685.000,85618.000,59522.000
