,2012-06-30,2012-09-29,2013-03-30,2013-06-29,2013-09-28,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2017-04-01
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,-3942000.000,,,,,,,,,,
AllocatedShareBasedCompensationExpense,4800000.000,4700000.000,3400000.000,,,,,,,,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,600000.000,400000.000,700000.000,700000.000,700000.000,600000.000,1000000.000,700000.000,-1400000.000,1300000.000,1700000.000,1800000.000,2800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-81608000.000,,,5999000.000,,,,10688000.000,,,18785000.000
CommonStockDividendsPerShareDeclared,0.200,0.200,0.200,0.260,0.130,0.160,0.200,0.200,0.200,0.200,0.240,0.240,0.240
ComprehensiveIncomeNetOfTax,,,,,,,,,,,155063000.000,89695000.000,60592000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,17515000.000,,,21181000.000,,,,15652000.000,,,12044000.000
CostOfGoodsSold,840438000.000,708467000.000,733747000.000,949627000.000,792424000.000,886747000.000,1147580000.000,963397000.000,1085609000.000,973353000.000,1203312000.000,1007432000.000,1045875000.000
DebtInstrumentBasisSpreadOnVariableRate1,,,,,,0.004,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,10711000.000,,,359000.000,,,,-604000.000,,,-1611000.000
DepreciationAndAmortization,22433000.000,22208000.000,22699000.000,24220000.000,26137000.000,30282000.000,30313000.000,30149000.000,32825000.000,33577000.000,34057000.000,35662000.000,39727000.000
DerivativeInstrumentsLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTesting,,,,,,,,,,,306000.000,306000.000,6000.000
DerivativeInstrumentsLossRecognizedInOtherComprehensiveIncomeEffectivePortion,,,,,,,,,,,2234000.000,412000.000,461000.000
EarningsPerShareBasic,1.480,0.710,0.630,1.770,0.460,0.430,1.130,0.640,0.830,0.510,1.170,0.670,0.460
EarningsPerShareDiluted,1.450,0.690,0.620,1.750,0.460,0.420,1.120,0.640,0.820,0.500,1.160,0.670,0.460
EffectiveIncomeTaxRateContinuingOperations,0.372,0.355,0.350,0.374,0.361,0.369,0.372,0.369,,0.368,0.368,0.365,0.356
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,11993000.000,,,8181000.000,,,,3090000.000,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,11993000.000,,,8181000.000,,,,3090000.000,,,
FairValueOfAssetsAcquired,,,,,,4122000.000,,,,5218000.000,,,0.000
FairValueOptionChangesInFairValueGainLoss1,,,,,,,,,,,-1362000.000,,281000.000
GainLossOnSaleOfPropertyPlantEquipment,,,156000.000,,,47000.000,,,,-80000.000,,,-179000.000
GrossProfit,451461000.000,357171000.000,352091000.000,506140000.000,415666000.000,444605000.000,625320000.000,512248000.000,561001000.000,494444000.000,649222000.000,535274000.000,518203000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,169813000.000,77538000.000,67744000.000,197423000.000,101320000.000,91981000.000,244333000.000,138426000.000,172877000.000,107070000.000,247339000.000,140910000.000,93585000.000
IncomeTaxExpenseBenefit,63192000.000,27517000.000,23738000.000,73843000.000,36553000.000,33941000.000,91002000.000,51114000.000,61165000.000,39402000.000,90914000.000,51466000.000,33274000.000
IncomeTaxesPaidNet,,,41650000.000,,,8979000.000,,,,8642000.000,,,12739000.000
IncreaseDecreaseInAccountsPayable,,,155651000.000,,,214728000.000,,,,155496000.000,,,44003000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-27617000.000,,,24429000.000,,,,31234000.000,,,22266000.000
IncreaseDecreaseInAccruedLiabilities,,,-14296000.000,,,-8074000.000,,,,-15879000.000,,,-28144000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-39293000.000,,,-27573000.000,,,,-31690000.000,,,-4197000.000
IncreaseDecreaseInInventories,,,234784000.000,,,255515000.000,,,,186316000.000,,,288105000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,3577000.000,,,-1389000.000,,,,-157000.000,,,-2258000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,47000.000,,,-1477000.000,,,,-6652000.000,,,-4098000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,1674000.000,1572000.000,1357000.000,1118000.000,2202000.000,1388000.000,1280000.000,1216000.000,-2621000.000,1079000.000,998000.000,864000.000,814000.000
InterestExpense,31000.000,241000.000,179000.000,556000.000,350000.000,866000.000,832000.000,782000.000,411000.000,1125000.000,1910000.000,1110000.000,2777000.000
InterestPaid,,,148000.000,,,464000.000,,,,791000.000,,,2125000.000
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,,0.001,,,0.001,0.001,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,62841000.000,,,18188000.000,,,,-15154000.000,,,195298000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,62841000.000,,,18188000.000,,,,-15154000.000,,,195298000.000
NetCashProvidedByUsedInInvestingActivities,,,-49150000.000,,,-48502000.000,,,,-36712000.000,,,-34855000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-49150000.000,,,-48502000.000,,,,-36712000.000,,,-34855000.000
NetCashProvidedByUsedInOperatingActivities,,,-95299000.000,,,36313000.000,,,,62554000.000,,,-141658000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-95299000.000,,,36313000.000,,,,62554000.000,,,-141658000.000
NetIncomeLoss,106621000.000,50021000.000,44006000.000,123580000.000,64767000.000,58040000.000,153331000.000,87312000.000,111712000.000,67668000.000,156425000.000,89444000.000,60311000.000
NumberOfOperatingSegments,,,1.000,,,1.000,,,,,,,
OperatingIncomeLoss,169844000.000,77779000.000,67923000.000,197979000.000,101670000.000,92847000.000,245165000.000,139208000.000,173288000.000,108195000.000,249249000.000,142020000.000,96362000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,,,,,-1362000.000,251000.000,281000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,,,,,,,-872000.000,161000.000,180000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,-1362000.000,251000.000,281000.000
