,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableAndAccruedLiabilitiesNoncurrent,5169000.000,5352000.000,4960000.000,5385000.000,5889000.000,,,
AccountsPayableCurrent,37134000.000,32354000.000,19692000.000,23265000.000,28031000.000,24075000.000,22545000.000,23289000.000
AccountsReceivableNetCurrent,32015000.000,28359000.000,21869000.000,25743000.000,31735000.000,20312000.000,24655000.000,25819000.000
AccruedIncomeTaxesCurrent,,,,,,0.000,,
AccruedInsuranceCurrent,,,,,,1400000.000,,
AccruedInsuranceNoncurrent,,,,,,200000.000,,
AccruedLiabilitiesCurrent,23708000.000,24113000.000,23609000.000,22416000.000,21978000.000,21094000.000,20540000.000,21854000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,28076000.000,,
AccruedPayrollTaxesCurrent,,,,,,10110000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-823000.000,0.000,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,372000.000,609000.000,840000.000,778000.000
Assets,146224000.000,141602000.000,133895000.000,136303000.000,141717000.000,140474000.000,135102000.000,131977000.000
AssetsCurrent,76009000.000,71258000.000,57830000.000,59927000.000,64656000.000,59845000.000,54133000.000,53059000.000
AssetsFairValueDisclosure,,,,10837000.000,11811000.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,911000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,582000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,329000.000
AvailableForSaleSecuritiesCurrent,1447000.000,1191000.000,901000.000,470000.000,0.000,0.000,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,470000.000,,0.000,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,0.000,0.000,0.000,,
BankOverdrafts,,,,,,,,1440000.000
BillingsInExcessOfCost,53000.000,,,,,68000.000,,
BillingsInExcessOfCostCurrent,,41000.000,53000.000,37000.000,24000.000,68000.000,63000.000,32000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,12900000.000,,,,
CapitalLeaseObligationsCurrent,348000.000,324000.000,466000.000,489000.000,538000.000,857000.000,858000.000,836000.000
CapitalLeaseObligationsNoncurrent,148000.000,274000.000,654000.000,637000.000,884000.000,1630000.000,1483000.000,1240000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,930000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,74000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,202000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,555000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,868000.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,142000.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,2487000.000,,
CashAndCashEquivalentsAtCarryingValue,15107000.000,18169000.000,10434000.000,8685000.000,10129000.000,18056000.000,1799000.000,327000.000
CashAndCashEquivalentsFairValueDisclosure,,,,8685000.000,10129000.000,,,
CommonStockSharesAuthorized,,,,,,100000000.000,,
CommonStockSharesIssued,21595947.000,21612380.000,21797410.000,21787410.000,21640959.000,21648459.000,21809667.000,21885056.000
CommonStockSharesOutstanding,21595947.000,21612380.000,21797410.000,21787410.000,21640959.000,21648459.000,21809667.000,21885056.000
CommonStockValue,66198000.000,66290000.000,66775000.000,66770000.000,66495000.000,116775000.000,117356000.000,117866000.000
CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,1015000.000,,,,,1540000.000,,
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,,998000.000,1106000.000,1539000.000,1633000.000,1540000.000,1855000.000,2489000.000
DebtInstrumentFairValue,,,,37924000.000,37890000.000,,,
DebtInstrumentInterestRateStatedPercentage,,,,0.085,0.085,,,
DebtInstrumentUnamortizedDiscount,,,,,,0.000,,
DeferredFinanceCostsNet,,,,,,0.000,1428000.000,1429000.000
DeferredIncomeTaxLiabilities,,,,,,3919000.000,,
DeferredRevenueCurrent,1647000.000,1570000.000,378000.000,403000.000,503000.000,361000.000,400000.000,296000.000
DeferredTaxAssetsGross,,,,,,17116000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,12130000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,772000.000,949000.000,6691000.000,7134000.000,7219000.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,5439000.000,5439000.000,5439000.000
DeferredTaxAssetsNet,,,,,,16049000.000,,
DeferredTaxAssetsNetCurrent,7518000.000,6862000.000,7789000.000,8001000.000,6814000.000,,,
DeferredTaxAssetsNetNoncurrent,,1134000.000,772000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,2554000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,4851000.000,,
DeferredTaxAssetsValuationAllowance,,,,14220000.000,14311000.000,1067000.000,1067000.000,1067000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,2479000.000,,
DeferredTaxLiabilitiesNoncurrent,2525000.000,0.000,,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,1440000.000,,
DueToRelatedPartiesCurrent,0.000,0.000,,700000.000,650000.000,600000.000,600000.000,0.000
FairValueLiabilitiesMeasuredOnRecurringBasisObligations,,,,37924000.000,37890000.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,19981000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,181000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,2885000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,70000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,2281000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,2747000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,2823000.000,,
FiniteLivedIntangibleAssetsGross,,,,,,30968000.000,,
Goodwill,38042000.000,37796000.000,37796000.000,37796000.000,37796000.000,37796000.000,37796000.000,37796000.000
IncomeTaxesReceivable,1594000.000,42000.000,398000.000,789000.000,833000.000,621000.000,550000.000,688000.000
IntangibleAssetsNetExcludingGoodwill,15375000.000,14597000.000,14368000.000,13421000.000,12451000.000,10987000.000,10313000.000,9588000.000
InventoryNet,14858000.000,14276000.000,10074000.000,10044000.000,11065000.000,11444000.000,9788000.000,9384000.000
Liabilities,106016000.000,98650000.000,91566000.000,93852000.000,97885000.000,93801000.000,88629000.000,85251000.000
LiabilitiesAndStockholdersEquity,146224000.000,141602000.000,133895000.000,136303000.000,141717000.000,140474000.000,135102000.000,131977000.000
LiabilitiesCurrent,64033000.000,63795000.000,82308000.000,84247000.000,87591000.000,64731000.000,61495000.000,59222000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,1221000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,1221000.000
LineOfCreditFacilityAmountOutstanding,,,,,,,5000000.000,1205000.000
LinesOfCreditCurrent,0.000,0.000,,,,,,
LongTermDebt,,,,,,37854000.000,,
LongTermDebtCurrent,22000.000,4936000.000,34321000.000,34341000.000,34369000.000,17396000.000,4247000.000,4251000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,2322000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,17396000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,329000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,9282000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,4267000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,4258000.000,,
LongTermDebtNoncurrent,34141000.000,29229000.000,3644000.000,3583000.000,3521000.000,20458000.000,19395000.000,18331000.000
LossContingencyAccrualCarryingValueCurrent,,,,,,71000.000,167000.000,501000.000
LossContingencyRangeOfPossibleLossMaximum,,,,,,9000000.000,9000000.000,9000000.000
LossContingencyRangeOfPossibleLossMinimum,,,,,,0.000,0.000,0.000
MarketableSecurities,,,,,,0.000,,0.000
NontradeReceivablesNoncurrent,,14000.000,,,,,,
NotesAndLoansReceivableNetCurrent,6000.000,10000.000,,,,,,
NotesAndLoansReceivableNetNoncurrent,22000.000,18000.000,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,700000.000,650000.000,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,5659000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,2090000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,181000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,710000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,1203000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,1475000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,0.000,,
OtherAccruedLiabilitiesCurrent,,,,,,3367000.000,,
OtherAssetsNoncurrent,10183000.000,2420000.000,1482000.000,1482000.000,1470000.000,1553000.000,2526000.000,1238000.000
OtherReceivablesNetCurrent,0.000,0.000,,,,,,
PreferredStockSharesAuthorized,,,,,,2435115.000,,
PreferredStockSharesOutstanding,,,,,,281696.000,,
PrepaidExpenseAndOtherAssetsCurrent,2449000.000,1351000.000,5259000.000,4656000.000,2447000.000,1181000.000,8352000.000,6551000.000
PropertyPlantAndEquipmentGross,,,,,,27550000.000,,
PropertyPlantAndEquipmentNet,6571000.000,6304000.000,10032000.000,10325000.000,11815000.000,12273000.000,11847000.000,11153000.000
RestrictedCashAndCashEquivalentsNoncurrent,,,1682000.000,1682000.000,1682000.000,1682000.000,1682000.000,1682000.000
RetainedEarningsAccumulatedDeficit,-76846000.000,-75481000.000,-77002000.000,-77244000.000,-75663000.000,-73245000.000,-73985000.000,-74242000.000
SaleOfStockPricePerShare,,,,3.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,942544.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,2067000.000,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,2345553000.000,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,3177187000.000,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,1498000.000,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,,3.110,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,,2.900,,
ShortTermBorrowings,1121000.000,457000.000,3789000.000,2596000.000,1498000.000,280000.000,,
ShortTermNonBankLoansAndNotesPayable,,,,,,,629000.000,374000.000
StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased,,,,2000000.000,2000000.000,,,
StockholdersEquity,40208000.000,42952000.000,42329000.000,42451000.000,43832000.000,46673000.000,46473000.000,46726000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,40208000.000,42952000.000,42329000.000,42451000.000,43832000.000,46673000.000,46473000.000,46726000.000
WorkersCompensationLiabilityCurrent,,,,,,4448000.000,,
WorkersCompensationLiabilityNoncurrent,,,,,,6782000.000,,
