,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-31,2013-06-30,2013-09-30,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsPayableCurrent,,33995000.000,,,21650000.000,34126000.000,29664000.000,,,37067000.000,32727000.000,29500000.000,,30756000.000,,,,32781000.000,,,,39133000.000,,,40680000.000,42885000.000
AccountsReceivableGrossCurrent,,,,,131249000.000,133233000.000,130269000.000,,,151250000.000,146280000.000,147581000.000,,159592000.000,,,,159397000.000,,,,163834000.000,,,188234000.000,184068000.000
AccountsReceivableNetCurrent,,103289000.000,,,109677000.000,111771000.000,108300000.000,,,128209000.000,120903000.000,123748000.000,,138301000.000,,,,136581000.000,,,,128219000.000,,,141297000.000,141177000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,1091000.000,0.000,,3092000.000,,,,0.000,,,,,,,,
AccruedIncomeTaxesNoncurrent,,11524000.000,,,12453000.000,12150000.000,12714000.000,,,12005000.000,12145000.000,12685000.000,,12719000.000,,,,12984000.000,,,,11968000.000,,,11726000.000,11729000.000
AccruedLiabilitiesCurrent,,59607000.000,,,50794000.000,52067000.000,50604000.000,,,66419000.000,57394000.000,60926000.000,,66851000.000,,,,62041000.000,,,,70034000.000,,,66057000.000,74285000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,50794000.000,52067000.000,50604000.000,,,66419000.000,57394000.000,60926000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,119706000.000,119234000.000,,,122290000.000,125534000.000,128974000.000,,126882000.000,,,,132577000.000,,,,143450000.000,,,,144202000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,61000.000,74000.000,,,87000.000,-71000.000,92000.000,,162000.000,,,,164000.000,,,,,,,-313000.000,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,,,,-1442000.000,,,,5705000.000,,,,-1106000.000,,,197000.000,541000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,1904000.000,2405000.000,,,1349000.000,-528000.000,-2325000.000,,-1411000.000,,,,5593000.000,,,,,,,180000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,4392000.000,4056000.000,,,4131000.000,3780000.000,4091000.000,,3887000.000,,,,4363000.000,,,,,,,4571000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,1473000.000,,,6531000.000,6357000.000,6535000.000,,,5567000.000,3181000.000,1858000.000,,2638000.000,,,,10120000.000,,,,3759000.000,,,4438000.000,4694000.000
AdditionalPaidInCapitalCommonStock,,499027000.000,,,526022000.000,557218000.000,569051000.000,,,612283000.000,633988000.000,645169000.000,,663483000.000,,,,717848000.000,,,,769489000.000,,,801213000.000,818777000.000
Assets,,744647000.000,,,647840000.000,672470000.000,683997000.000,,,764605000.000,780520000.000,793673000.000,,811815000.000,,,,876042000.000,,,,933437000.000,,,972741000.000,1017159000.000
AssetsCurrent,,617720000.000,,,493744000.000,524174000.000,549128000.000,,,566490000.000,568272000.000,577375000.000,,556287000.000,,,,602654000.000,,,,596995000.000,,,645626000.000,698977000.000
AssetsHeldForSaleCurrent,,0.000,,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,62103000.000,55321000.000,29264000.000,,,80197000.000,85984000.000,79399000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,61961000.000,55347000.000,29310000.000,,,80261000.000,85904000.000,79475000.000,,,,,,,,,,,,,,
