,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3475.000,24015.000,27478.000,22478.000
AccountsPayableRelatedPartiesCurrent,150000.000,165000.000,196302.000,195000.000
AccountsReceivableRelatedPartiesCurrent,,,15000.000,0.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,103333.000,
AdditionalPaidInCapital,2244829.000,2244829.000,2244829.000,2244829.000
Assets,167720.000,152125.000,161567.000,116235.000
AssetsCurrent,51053.000,45458.000,64900.000,29568.000
Cash,51053.000,45458.000,49900.000,29568.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,190000000.000,190000000.000,190000000.000,190000000.000
CommonStockSharesIssued,7929581.000,7929581.000,7929581.000,7929581.000
CommonStockSharesOutstanding,7929581.000,7929581.000,7929581.000,7929581.000
CommonStockValue,792.000,792.000,792.000,792.000
DeferredTaxAssetsOperatingLossCarryforwards,,,260632.000,
DueToRelatedPartiesCurrent,486236.000,500536.000,515811.000,471811.000
InterestPayableCurrent,18668.000,20543.000,22418.000,24293.000
Liabilities,800406.000,861134.000,922403.000,861134.000
LiabilitiesAndStockholdersEquity,167720.000,152125.000,161567.000,116235.000
LiabilitiesCurrent,800406.000,861134.000,922403.000,883232.000
LineOfCredit,75000.000,,75000.000,75000.000
LinesOfCreditCurrent,75000.000,75000.000,75000.000,75000.000
LongTermLineOfCredit,0.000,,0.000,0.000
OperatingLossCarryforwards,,,1737545.000,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentGross,,,200000.000,
PropertyPlantAndEquipmentNet,116667.000,106667.000,96667.000,86667.000
RetainedEarningsAccumulatedDeficit,-2878307.000,-2954630.000,-3006457.000,-3012618.000
StockholdersEquity,-632686.000,-709009.000,-760836.000,-766997.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-632686.000,-709009.000,-760836.000,-744899.000
UnrecognizedTaxBenefits,,,0.000,
