,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-58634.000,,,,-66024.000,,,,-31982.000,,-31558.000,,,,-12818.000,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,,,,8788.000,,10027.000,,,,12256.000,,
AllowanceForLoanAndLeaseLossesAdjustmentsNet,,,,,,,,,,,,,29494.000,35165.000,,30166.000,6984.000,2156.000
AmortizationOfDeferredLoanOriginationFeesNet,,-703.000,,,,-14529.000,,,,-15856.000,,-7126.000,,,,-45165.000,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,98292.000,25246.000,59567.000,13122.000,1.000,9550.000,,,,11262.000,,-100.000,,,,-1061.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-4255350.000,,,,1305451.000,,,,4995777.000,,-692118.000,,,,3932391.000,,
ComprehensiveIncomeNetOfTax,,51188.000,-89330.000,92899.000,-96696.000,39738.000,-89353.000,122624.000,-14994.000,101252.000,99629.000,75658.000,45028.000,95502.000,47336.000,100881.000,57158.000,28404.000
Depreciation,,33618.000,,,,32887.000,,,,39201.000,,39190.000,,,,45949.000,,
EarningsPerShareBasic,,,,,,,,,,0.220,0.260,0.100,0.080,0.090,0.030,0.070,0.060,0.050
EarningsPerShareBasicAndDiluted,,0.080,-0.190,0.110,-0.190,0.150,0.180,0.190,0.150,,,,,,,,,
EarningsPerShareDiluted,,,,,,,,,,0.210,0.250,0.100,0.080,0.080,0.030,0.070,0.060,0.040
FederalDepositInsuranceCorporationPremiumExpense,22472.000,22878.000,21203.000,21577.000,21850.000,22363.000,22552.000,22889.000,22044.000,21518.000,16438.000,17505.000,16661.000,17094.000,26912.000,29392.000,25254.000,25993.000
FeesAndCommissionsDepositorAccounts,19506.000,16456.000,18824.000,19137.000,21084.000,17943.000,20328.000,24295.000,20095.000,21316.000,21959.000,17360.000,23052.000,23240.000,26778.000,23776.000,26009.000,28637.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,,,,,64.000,,1613.000,7467.000,10342.000,9506.000,6835.000,35086317.000,6834.000,9016.000,2844.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,,,74303.000,173501.000,,,,,0.000,,0.000,,0.000,0.000,0.000
FinancingReceivableModificationsNumberOfContracts2,,,,,,,,,,,,,0.000,0.000,,0.000,,
ForeclosedRealEstateExpense,,35316.000,22176.000,27194.000,61981.000,12356.000,19746.000,11183.000,74612.000,,,,,,,,,
GainLossOnSaleOfSecuritiesNet,,,,,,9550.000,7044.000,,,11262.000,,-100.000,,1136.000,,-1061.000,,
GainLossOnSalesOfLoansNet,1044.000,1450.000,162.000,,,6535.000,,,,,,2187.000,,3063.000,,28063.000,18027.000,12586.000
GainsLossesOnSalesOfOtherRealEstate,,,,,,,,,,,,,,,,,-30464.000,-55.000
GeneralInsuranceExpense,12549.000,11667.000,11900.000,11784.000,10231.000,9243.000,9196.000,9471.000,9256.000,10034.000,10445.000,10068.000,10452.000,10810.000,11115.000,11908.000,12147.000,12025.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,652558.000,,634726.000,641978.000,653711.000,-1179100.000,680681.000,454455.000,427695.000,287142.000,312142.000,-709407.000,179365.000,233528.000,214077.000
