,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,13815000.000,12883000.000,18062000.000,13687000.000,11985000.000,15178000.000,14055000.000,14418000.000,15376000.000,15488000.000,14950000.000,12575000.000,11929000.000,12904000.000,11723000.000,13769000.000,12522000.000,12736000.000,9950000.000,11988000.000,10838000.000,9036000.000,11550000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,192000.000,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,40796000.000,40107000.000,50533000.000,37377000.000,40573000.000,46964000.000,40079000.000,39890000.000,34375000.000,41174000.000,32606000.000,28399000.000,25095000.000,34396000.000,30911000.000,32249000.000,32259000.000,31502000.000,26355000.000,25461000.000,26750000.000,29114000.000,25524000.000
AccruedInvestmentIncomeReceivable,,,,,,,,,,,,,,3280000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,494009000.000,498754000.000,476665000.000,483362000.000,482210000.000,477594000.000,482804000.000,466489000.000,444846000.000,447094000.000,451070000.000,420056000.000,407581000.000,410597000.000,409342000.000,391343000.000,394115000.000,396865000.000,399497000.000,396780000.000,399265000.000,402115000.000,404621000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2262000.000,2100000.000,-63069000.000,-63059000.000,-63039000.000,-73532000.000,-73287000.000,-73041000.000,-72796000.000,-15093000.000,-15266000.000,-15440000.000,-15613000.000,-57367000.000,-57055000.000,-56742000.000,-56429000.000,-38442000.000,-38450000.000,-38474000.000,-38491000.000,-39308000.000,-39251000.000
AdditionalPaidInCapitalCommonStock,493088000.000,493538000.000,493773000.000,494640000.000,495043000.000,495528000.000,496269000.000,496485000.000,496782000.000,496682000.000,498274000.000,498890000.000,499168000.000,499320000.000,500267000.000,500386000.000,500472000.000,500449000.000,500853000.000,500655000.000,500741000.000,499552000.000,494486000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3335000.000,2998000.000,2921000.000,2799000.000,2621000.000,2759000.000,2278000.000,2141000.000,1638000.000,1248000.000,1394000.000,1276000.000,1303000.000,1262000.000,1380000.000,1435000.000,1464000.000,1441000.000,1203000.000,1169000.000,940000.000,1115000.000,1018000.000
Assets,352850000.000,340000000.000,345088000.000,326918000.000,299877000.000,291939000.000,278751000.000,273686000.000,270574000.000,279218000.000,270976000.000,249890000.000,252883000.000,298747000.000,240029000.000,235100000.000,228147000.000,221501000.000,215466000.000,218834000.000,213382000.000,192731000.000,177632000.000
AssetsCurrent,121429000.000,108965000.000,128198000.000,117373000.000,101057000.000,99137000.000,91364000.000,114154000.000,124922000.000,140685000.000,137016000.000,143607000.000,149237000.000,206455000.000,127999000.000,131543000.000,127249000.000,123349000.000,118080000.000,123318000.000,121082000.000,122124000.000,109497000.000
AssetsHeldForSaleCurrent,7964000.000,3282000.000,2396000.000,2396000.000,,0.000,,24467000.000,,,,2525000.000,,,,,,,,,,,
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,,,,,,,,2600000.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,18347000.000,1633000.000,778000.000,36658000.000,875000.000,565000.000,253000.000,253000.000,,,,,,,
BuildingsAndImprovementsGross,206969000.000,208292000.000,192810000.000,192814000.000,193868000.000,193782000.000,,,,169266000.000,,,,155035000.000,,,,133355000.000,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,,,,527000.000,725000.000,725000.000,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,,,0.800,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilitiesNoncurrent,,,,,,,,,,,,,,,3993000.000,3993000.000,3993000.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,50057000.000,45687000.000,57440000.000,55701000.000,41008000.000,34094000.000,31862000.000,32851000.000,56436000.000,82193000.000,82540000.000,59754000.000,108063000.000,158171000.000,81442000.000,84061000.000,79681000.000,78380000.000,74656000.000,82384000.000,78341000.000,80071000.000,69205000.000
