,2011-04-01,2011-07-01,2011-09-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28
AccountsPayableCurrent,128057000.000,145495000.000,151478000.000,160505000.000,146533000.000,136086000.000,132071000.000,147379000.000
AccountsReceivableNetCurrent,247229000.000,236967000.000,244615000.000,249597000.000,257700000.000,192042000.000,194255000.000,204186000.000
AccruedBonusesCurrent,,5194000.000,5489000.000,5617000.000,1204000.000,3494000.000,3145000.000,5318000.000
AccruedLiabilitiesCurrent,37175000.000,41556000.000,41787000.000,45250000.000,41753000.000,45095000.000,36096000.000,55892000.000
AccruedSalariesCurrent,,16221000.000,15138000.000,16323000.000,16788000.000,15853000.000,12204000.000,23796000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,148592000.000,155217000.000,161785000.000,-168321000.000,139637000.000,145024000.000,148611000.000
AdditionalPaidInCapitalCommonStock,122912000.000,68763000.000,47195000.000,14845000.000,0.000,0.000,0.000,0.000
AllowanceForDoubtfulAccountsReceivableCurrent,,5013000.000,4959000.000,5693000.000,,3430000.000,3647000.000,4004000.000
Assets,951672000.000,946700000.000,964780000.000,1039447000.000,1155970000.000,1194350000.000,1211969000.000,1306816000.000
AssetsCurrent,544606000.000,541854000.000,559465000.000,601389000.000,685692000.000,805960000.000,816122000.000,909696000.000
AssetsHeldForSaleCurrent,,,,,,280029000.000,281163000.000,252420000.000
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,,13103000.000,,,
CashAndCashEquivalentsAtCarryingValue,29348000.000,22291000.000,34848000.000,32438000.000,163152000.000,107414000.000,122351000.000,216134000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,28.290,28.290,28.290,,,,
CommitmentsAndContingencies,,0.000,0.000,0.000,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,55465600.000,53623356.000,52704672.000,51221354.000,50312323.000,50262665.000,50313887.000,50328843.000
CommonStockSharesOutstanding,55465600.000,53623356.000,52704672.000,51221354.000,50312323.000,50262665.000,50313887.000,50328843.000
CommonStockValueOutstanding,546000.000,528000.000,519000.000,504000.000,495000.000,494000.000,494000.000,495000.000
ConvertibleDebtFairValueDisclosures,,326830000.000,268709000.000,287017000.000,,,,
DebtCurrent,,,50380000.000,192000.000,0.000,0.000,0.000,212387000.000
DebtInstrumentConvertibleConversionPrice1,,21.220,21.220,21.220,,21.220,21.220,21.220
DebtInstrumentFaceAmount,,,230000000.000,230000000.000,,,,
DebtInstrumentInterestRateStatedPercentage,,0.031,0.031,0.031,0.064,,,
DebtLongtermAndShorttermCombinedAmount,,218978000.000,250565000.000,319074000.000,454916000.000,457356000.000,459845000.000,462387000.000
DeferredTaxAssetsGross,,,,,75582000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,9157000.000,,,
DeferredTaxAssetsNetCurrent,20533000.000,,,,16962000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,10269000.000,,,
DeferredTaxAssetsOther,,,,,618000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,35224000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,3313000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,2693000.000,,,
DeferredTaxLiabilities,,,,,66425000.000,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInterest,,,,,17303000.000,,,
DeferredTaxLiabilitiesFinancingArrangements,,,,,9362000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,15000000.000,,,
DeferredTaxLiabilitiesNoncurrent,,,,,7805000.000,,,
DeferredTaxLiabilitiesOther,,,,,998000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,23762000.000,,,
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,,,,,63829000.000
DisposalGroupIncludingDiscontinuedOperationAccountsPayable,,,,,,,,26569000.000
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,,,,,9540000.000
DisposalGroupIncludingDiscontinuedOperationGoodwill,,,,,,,,80514000.000
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,,,,,,,,12946000.000
DisposalGroupIncludingDiscontinuedOperationInventory,,,,,,,,64877000.000
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,,,,,,,,6621000.000
DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities,,,,,,,,3343000.000
