,2011-03-31,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-3602000.000,,-2886000.000,,,,2989000.000,,,,-960000.000,,-1192000.000,,-1622000.000,,,,-3830000.000
AllocatedShareBasedCompensationExpense,6780000.000,,6963000.000,,,,70184000.000,,,,-26932000.000,,22356000.000,,30450000.000,,,,27915000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,-10000.000,-17000.000,,-25000.000,-21000.000,-37000.000,76000.000,4000.000,5000.000,1000.000,3000.000,
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,559000.000,543000.000,596000.000,161000.000,1704000.000,1720000.000,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,-20000.000,-47000.000,-1000.000,,,-25000.000,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,0.000,,86000.000,,,,,,,,,47000.000,27000.000,,13000.000,283000.000,,1000.000
AmortizationOfIntangibleAssets,1064000.000,1200000.000,1329000.000,1200000.000,1200000.000,1167000.000,1138000.000,,,,6481000.000,1600000.000,1942000.000,1900000.000,2974000.000,5000000.000,2600000.000,3853000.000,2981000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,10785000.000,9426000.000,9109000.000,9453000.000,-18614000.000,9135000.000,9585000.000,10485000.000,-19269000.000,9654000.000,9990000.000,9353000.000,10126000.000,8507000.000,9190000.000,11062000.000,-18067000.000,12309000.000
AssetManagementFees,57680000.000,,60818000.000,65311000.000,62881000.000,68971000.000,68912000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,-3300000.000,4850000.000,-492000.000,8356000.000,-4030000.000,-4586000.000,-35412000.000,-8160000.000,-370000.000,2862000.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,,,,5486000.000,,4956000.000,,,,4545000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,,,,,7198000.000,,20768000.000,,,,17357000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,,,,1712000.000,,15812000.000,,,,12812000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,1000000.000,,1000000.000,600000.000,200000.000,200000.000,,1200000.000,,100000.000,,,,,
