,2011-09-30,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-09-30
AdditionsToOtherAssetsAmount,2587.000,,8747.000,,,
CashPeriodIncreaseDecrease,18808.000,,,,,
CostOfServices,,,450.000,30303.000,150716.000,
CostsAndExpenses,,28.000,18.000,962.000,4401.000,
DebtInstrumentConvertibleEffectiveInterestRate,,,,,0.003,
DefinedContributionPlanAdministrativeExpenses,,,,1500.000,,
DirectTaxesAndLicensesCosts,,,,0.000,200.000,
EarningsPerShareBasicAndDiluted,,,0.000,-0.010,0.000,0.000
ExchangeFees,,,10000.000,0.000,0.000,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,-149.000
GeneralAndAdministrativeExpense,,,,0.000,3442.000,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,-14602.000,-35006.000,-177447.000,-212254.000
IncomeTaxExpenseBenefit,,,,0.000,0.000,
IncomeTaxesPaidNet,,,0.000,,,
IncreaseDecreaseInAccountsPayable,,,8747.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2587.000,,,,,
InterestExpense,,,,0.000,550.000,30206.000
InterestPaid,,,-30.000,,,
InterestPaidNet,,,0.000,,,
MarketingExpense,,1500.000,,0.000,0.000,
NetCashProvidedByUsedInContinuingOperations,-9642.000,,,,,
NetCashProvidedByUsedInFinancingActivities,28450.000,,5885.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,28450.000,,5885.000,,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-5885.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-5885.000,,,
NetIncomeLoss,,-8431.000,-14632.000,-35006.000,-177997.000,-212254.000
NoncashContributionExpense,,601.000,,,,
OperatingCostsAndExpenses,,1000.000,7646.000,114.000,5500.000,-181899.000
OperatingExpenses,,8431.000,14602.000,35006.000,177447.000,
OperatingIncomeLoss,-12229.000,,-14632.000,,,
OtherNoncashExpense,,,0.000,,,
OtherNoncashIncomeExpense,,,-30.000,0.000,-550.000,-30355.000
ProceedsFromIssuanceInitialPublicOffering,28450.000,,,,,
ProceedsFromIssuanceOfCommonStock,,,,48450.000,,
ProceedsFromIssuanceOfUnsecuredDebt,,,,,1100000.000,
ProceedsFromIssuanceOrSaleOfEquity,,,0.000,,,
ProfessionalAndContractServicesExpense,,5302.000,6488.000,3627.000,13188.000,-181899.000
ProfitLoss,,,68069.000,68069.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,41031484.000,43719621.000
WeightedAverageNumberOfSharesOutstandingBasic,,,4845000.000,,,
