,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-9000.000,-39000.000,-5000.000,-20000.000
AccretionExpense,380000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1174000.000,2091000.000,,425000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,109000.000,,
AllocatedShareBasedCompensationExpense,30000.000,2091000.000,776000.000,425000.000
AmortizationOfDebtDiscountPremium,,188000.000,137000.000,81000.000
AmortizationOfFinancingCosts,108000.000,38000.000,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,1000.000,,,
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,-1000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,5118000.000,-10716000.000,1758000.000,6919000.000
ComprehensiveIncomeNetOfTax,-11005000.000,-30711000.000,-14197000.000,-11164000.000
ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,0.000,0.000,,0.000
CurrentForeignTaxExpenseBenefit,500000.000,,,
CurrentIncomeTaxExpenseBenefit,500000.000,,,
DebtInstrumentPeriodicPaymentPrincipal,5524000.000,,,
DefinedContributionPlanCostRecognized,100000.000,100000.000,100000.000,100000.000
DefinedContributionPlanEmployerMatchingContributionPercent,0.040,0.040,0.040,0.040
Depreciation,84000.000,47000.000,20000.000,12000.000
DerivativeGainLossOnDerivativeNet,,49000.000,,-330000.000
EarningsPerShareBasicAndDiluted,-1.390,-1.850,-0.840,-0.490
EffectOfExchangeRateOnCashAndCashEquivalents,-83000.000,-16000.000,-1000.000,-2000.000
FairValueAdjustmentOfWarrants,-689000.000,-49000.000,,330000.000
ForeignCurrencyTransactionGainLossBeforeTax,-229000.000,-1000.000,-6000.000,
GainLossOnDispositionOfAssets1,-2000.000,,,
GainsLossesOnExtinguishmentOfDebt,,,,159000.000
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,,,,-180000.000
GeneralAndAdministrativeExpense,4511000.000,5332000.000,3626000.000,6768000.000
ImpairmentOfInvestments,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-1422000.000,-2147000.000,-1389000.000,-521000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-10649000.000,-30712000.000,-14197000.000,-11164000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-9227000.000,-28565000.000,-12808000.000,-10643000.000
IncomeTaxExpenseBenefit,500000.000,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,4243000.000,6403000.000,4691000.000,2656000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,-116000.000,-229000.000,-175000.000,60000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,67000.000,48000.000,69000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-2742000.000,-7982000.000,-3691000.000,-2902000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,91000.000,253000.000,155000.000,81000.000
IncomeTaxReconciliationOtherAdjustments,,2028000.000,-1702000.000,-312000.000
IncomeTaxReconciliationOtherReconcilingItems,-61000.000,152000.000,-57000.000,-112000.000
IncomeTaxReconciliationPriorYearIncomeTaxes,-739000.000,,,183000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,-67000.000,-88000.000,-63000.000,1000.000
IncomeTaxReconciliationTaxContingencies,,,296000.000,68000.000
IncomeTaxReconciliationTaxCredits,681000.000,1007000.000,105000.000,
IncomeTaxesPaidNet,500000.000,,,
IncreaseDecreaseInAccountsPayable,-305000.000,1171000.000,-1728000.000,-446000.000
IncreaseDecreaseInAccruedLiabilities,15000.000,186000.000,-1742000.000,1195000.000
IncreaseDecreaseInOtherNoncurrentAssets,-25000.000,,,
IncreaseDecreaseInOtherReceivables,-23000.000,-33000.000,-8000.000,120000.000
IncreaseDecreaseInPrepaidExpense,3112000.000,-734000.000,-2358000.000,379000.000
InterestExpense,1308000.000,726000.000,690000.000,373000.000
InterestIncomeOperating,,51000.000,22000.000,37000.000
InterestPaidNet,884000.000,495000.000,559000.000,334000.000
LicenseCosts,600000.000,600000.000,600000.000,
LicensesRevenue,5000000.000,,,
NetCashProvidedByUsedInFinancingActivities,51729000.000,839000.000,50000.000,30971000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,51729000.000,839000.000,50000.000,30971000.000
NetCashProvidedByUsedInInvestingActivities,-33322000.000,14691000.000,16066000.000,-13721000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-33322000.000,14691000.000,16066000.000,-13721000.000
NetCashProvidedByUsedInOperatingActivities,-13206000.000,-26230000.000,-14357000.000,-10329000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-13206000.000,-26230000.000,-14357000.000,-10329000.000
NetIncomeLoss,-11149000.000,-30712000.000,-14197000.000,-11164000.000
NonoperatingIncomeExpense,-859000.000,-672000.000,-709000.000,-858000.000
OperatingExpenses,14790000.000,30040000.000,13488000.000,10306000.000
OperatingLeasesRentExpenseNet,100000.000,100000.000,100000.000,100000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,145000.000,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,144000.000,1000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-1000.000,1000.000,,
OtherNonoperatingIncomeExpense,-240000.000,-46000.000,-41000.000,-12000.000
PaymentsOfStockIssuanceCosts,,53000.000,,
PaymentsToAcquireMarketableSecurities,33320000.000,28501000.000,10103000.000,16471000.000
PaymentsToAcquirePropertyPlantAndEquipment,3000.000,9000.000,,
