,2011-08-31,2011-11-30,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-11-30
AmortizationOfDebtDiscountPremium,,,590207.000,,,,224723.000,,,,214073.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4486.000,,,,-74870.000,,,,59616.000,
CostOfGoodsSold,333168.000,341802.000,353111.000,106915.000,644648.000,423026.000,320220.000,311735.000,341503.000,1188870.000,210059.000,14400.000
CostsAndExpenses,6079935.000,3233320.000,2616793.000,2607357.000,3808886.000,5657941.000,2963968.000,2579157.000,2234422.000,2519360.000,3428349.000,1459046.000
Depreciation,,,45263.000,,,,19110.000,,,,3992.000,
EarningsPerShareBasicAndDiluted,,,-0.040,-0.050,-0.030,-0.090,-0.040,-0.040,-0.030,-0.050,-0.040,-0.020
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.000,,,,0.000,0.000
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,,,,,,,616227.000,,,,,
GainLossOnSaleOfDebtInvestments,,,,,,,-203110.000,,,,,
GainsLossesOnExtinguishmentOfDebt,,,0.000,0.000,0.000,0.000,,,,,,
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,241619.000,447585.000,0.000,,,,,,0.000,,,0.000
GrossProfit,282431.000,185383.000,414457.000,196989.000,570376.000,7924.000,488306.000,303654.000,511031.000,-1128093.000,239913.000,66529.000
IncomeTaxesPaid,,,0.000,,,,0.000,,,,0.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,656894.000,,,,777765.000,,,,-111016.000,
IncreaseDecreaseInAccountsReceivable,,,-54106.000,,,,110396.000,,,,36997.000,
IncreaseDecreaseInInventories,,,-169961.000,,,,-170631.000,,,,-87193.000,
IncreaseDecreaseInOtherCurrentAssets,,,-62153.000,,,,-47164.000,,,,17562.000,
InterestExpense,243483.000,672372.000,880897.000,944198.000,1009131.000,1040102.000,716298.000,1455568.000,859361.000,959929.000,825436.000,716764.000
InterestPaid,,,0.000,,,,45031.000,,,,0.000,
InventoryWriteDown,,,-104886.000,,,,-43088.000,,,,-92825.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,266000.000,,,,297725.000,,,,420000.000,
NetCashProvidedByUsedInFinancingActivities,,,1187500.000,,,,1576450.000,,,,2203453.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1187500.000,,,,1576450.000,,,,2203453.000,
NetCashProvidedByUsedInOperatingActivities,,,-1183014.000,,,,-1651320.000,,,,-2143837.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1183014.000,,,,-1651320.000,,,,-2143837.000,
NetIncomeLoss,-5800268.000,-3272639.000,-3081733.000,-3347900.000,-2152641.000,-6565574.000,-2979243.000,-3731071.000,-2582751.000,-4567384.000,-4008292.000,-2109281.000
NonoperatingIncomeExpense,-2764.000,-224702.000,-879397.000,-937532.000,1085869.000,-915556.000,-503581.000,-1455568.000,-859361.000,-919929.000,-819856.000,-716764.000
OperatingIncomeLoss,-5797504.000,-3047937.000,-2202336.000,-2410368.000,-3238510.000,-5650017.000,-2475662.000,-2275503.000,-1723391.000,-3647453.000,-3188436.000,-1392517.000
OtherDepreciationAndAmortization,,,95193.000,,,,0.000,,,,,
OtherNonoperatingIncomeExpense,-900.000,85.000,1500.000,6666.000,2095000.000,11523.000,212717.000,0.000,0.000,-163110.000,5580.000,0.000
ProceedsFromConvertibleDebt,,,,,,,845700.000,,,,0.000,
ProceedsFromIssuanceOfCommonStock,,,0.000,,,,,,,,,
ProceedsFromNotesPayable,,,0.000,,,,955000.000,,,,70000.000,
ProceedsFromRelatedPartyDebt,,,,,,,82000.000,,,,400000.000,
ProceedsFromRepaymentsOfNotesPayable,,,1800000.000,,,,,,,,,
ProceedsFromWarrantExercises,,,,,,,,,,,1733453.000,
RelatedPartyTransactionAmountsOfTransaction,,,,,,,,,,,30000.000,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,,,,346782.000,,,,5171717.000,
RelatedPartyTransactionRate,,,,,,,0.100,,,,,
RepaymentsOfConvertibleDebt,,,,,,,306250.000,,,,0.000,
RepaymentsOfNotesPayable,,,612500.000,,,,,,,,,
ResearchAndDevelopmentExpense,382371.000,337631.000,316491.000,380201.000,312262.000,304862.000,398798.000,304902.000,387056.000,203863.000,304003.000,162831.000
Revenues,,,,,,,808526.000,,,,449972.000,1041451.000
SalesRevenueGoodsNet,615599.000,527185.000,767568.000,303904.000,1215024.000,430950.000,808526.000,615389.000,852534.000,60777.000,449972.000,80929.000
SalesRevenueNet,,,,,,,808526.000,,,,449972.000,1041451.000
SellingGeneralAndAdministrativeExpense,5697564.000,2895689.000,2300302.000,2227156.000,3496624.000,5353079.000,2565170.000,2274255.000,1847365.000,2315438.000,3124346.000,1296215.000
ShareBasedCompensation,,,63828.000,,,,,,,,1397597.000,
StockIssuedDuringPeriodSharesNewIssues,,,,,,,595451.000,,,,,
StockOptionPlanExpense,,,,,,,901195.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,72345446.000,72750310.000,,77521286.000,84722108.000,88414499.000,-165877300.000,105140462.000,110962175.000
