,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,42233000.000,45635000.000,54367000.000,39939000.000,32242000.000,38391000.000,53563000.000,52015000.000,40649000.000,66582000.000,99150000.000,115455000.000,152000000.000,176700000.000,221100000.000,160100000.000,148100000.000,146500000.000,159500000.000,127100000.000,135800000.000,210900000.000,273800000.000,218600000.000
AccountsPayableRelatedPartiesCurrent,1000.000,1730000.000,5000.000,2672000.000,1373000.000,2576000.000,1703000.000,5754000.000,2940000.000,6081000.000,7732000.000,7970000.000,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,,,,,148200000.000,355400000.000,303800000.000,139700000.000,138100000.000,224700000.000,217100000.000,133100000.000,127800000.000,310400000.000,238500000.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,102200000.000,,,,,,,,,
AccountsReceivableRelatedPartiesCurrent,5620000.000,426000.000,6889000.000,335000.000,10519000.000,4315000.000,3554000.000,3917000.000,3281000.000,1111000.000,14633000.000,2926000.000,,,,,,,,,,,,
AccumulatedDeferredInvestmentTaxCredit,3379000.000,3326000.000,3272000.000,3219000.000,3166000.000,3113000.000,3060000.000,3006000.000,2953000.000,2900000.000,2847000.000,2794000.000,,2700000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,6700000.000,6900000.000,7200000.000,7400000.000,7500000.000,7700000.000,7800000.000,7900000.000,8100000.000,8200000.000,8300000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2597000.000,-2473000.000,-2395000.000,-1652000.000,-1579000.000,-2101000.000,-2049000.000,-1926000.000,-1980000.000,-2106000.000,-2095000.000,-2036000.000,-8500000.000,-1700000.000,-5400000.000,-4200000.000,-3200000.000,-2000000.000,-1700000.000,-1700000.000,-5300000.000,-4200000.000,3200000.000,3700000.000
AdditionalPaidInCapital,,,,,,,,,,,,,1027500000.000,1029400000.000,1031000000.000,1033300000.000,1035600000.000,1038100000.000,1038700000.000,1040300000.000,1173500000.000,1175900000.000,1175700000.000,1177700000.000
AllowanceForDoubtfulAccountsReceivableCurrent,11811000.000,9969000.000,5885000.000,8655000.000,8738000.000,7601000.000,6951000.000,8729000.000,8920000.000,7942000.000,10743000.000,10445000.000,11500000.000,15900000.000,12000000.000,18600000.000,15700000.000,14200000.000,12700000.000,18900000.000,20200000.000,20500000.000,21100000.000,20800000.000
AssetRetirementObligation,,,,,,40126000.000,,,,74302000.000,,,,99200000.000,,,,159200000.000,,,,206400000.000,,
AssetRetirementObligationsNoncurrent,26987000.000,27486000.000,27895000.000,28304000.000,28713000.000,40126000.000,40692000.000,41266000.000,41848000.000,74302000.000,72205000.000,73097000.000,74300000.000,99200000.000,100300000.000,101500000.000,102700000.000,159200000.000,161000000.000,162800000.000,164600000.000,206400000.000,208700000.000,212400000.000
Assets,1583601000.000,1643046000.000,1756035000.000,1683222000.000,1642122000.000,1760152000.000,1810730000.000,1822119000.000,1766333000.000,2981016000.000,3084134000.000,3036185000.000,3656700000.000,5074000000.000,5288500000.000,5180700000.000,5082900000.000,5290200000.000,5411400000.000,5319800000.000,5310900000.000,6077400000.000,6310100000.000,6256700000.000
AssetsCurrent,195201000.000,237979000.000,305899000.000,211419000.000,172701000.000,233593000.000,279100000.000,283527000.000,196763000.000,343835000.000,463739000.000,414171000.000,995200000.000,604900000.000,816100000.000,637200000.000,483000000.000,530100000.000,636000000.000,503800000.000,453400000.000,569600000.000,815600000.000,684300000.000
AssetsFairValueDisclosure,,,,,,,,,,14500000.000,,,,,,,,,,,,,,
BridgeLoan,,,,,,,1020000000.000,1020000000.000,,,,,,,,,,,,,,,,
CapitalizationLongtermDebtAndEquity,811535000.000,798314000.000,786224000.000,804825000.000,801618000.000,830744000.000,848460000.000,970467000.000,961708000.000,1861642000.000,1803736000.000,1835462000.000,2510400000.000,3359400000.000,3269800000.000,3347900000.000,3345000000.000,3345100000.000,3451800000.000,3533000000.000,3654100000.000,3601900000.000,3618000000.000,3808300000.000
CashAndCashEquivalentsAtCarryingValue,1094000.000,923000.000,1341000.000,1448000.000,1158000.000,2402000.000,2803000.000,45199000.000,28818000.000,23916000.000,7923000.000,4965000.000,571800000.000,16100000.000,13400000.000,46900000.000,5700000.000,13800000.000,4600000.000,8700000.000,4900000.000,5200000.000,10600000.000,19600000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,,,4200000.000,,,,,4200000.000,,,,4200000.000,,
CommonStockIncludingAdditionalPaidInCapital,211801000.000,,213415000.000,214661000.000,216076000.000,257415000.000,258900000.000,260618000.000,262025000.000,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,1.000,,,,1.000,,,,1.000,,,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,11703000.000,50000000.000,,11746.000,,50000000.000,,,,50000000.000,,,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000
CommonStockSharesIssued,,11717.000,,,11768.000,12804.000,12825.000,12847.000,12852.000,24549.000,24558.000,24567.000,43200000.000,43183818.000,43300000.000,43300000.000,43300000.000,,43400000.000,43400000.000,45600000.000,,45700000.000,45700000.000
CommonStockSharesOutstanding,,,,,,,,,,,,,43200000.000,,43300000.000,43300000.000,43300000.000,43183818.000,43400000.000,43400000.000,45600000.000,45650642.000,45700000.000,45700000.000
CommonStockValue,,212970000.000,,,,,,,,,,,43200000.000,43200000.000,43300000.000,43300000.000,43300000.000,,43400000.000,43400000.000,45600000.000,,45700000.000,45700000.000
CommonStockValueOutstanding,,,,,,,,,,,,,,,,,,43300000.000,,,,45600000.000,,
CommonStocksIncludingAdditionalPaidInCapital,,,,,,,,,,738233000.000,739364000.000,741172000.000,,,,,,,,,,,,
CustomerDepositsCurrent,10914000.000,10048000.000,10080000.000,9459000.000,9123000.000,8565000.000,8437000.000,7706000.000,7828000.000,15062000.000,15485000.000,15588000.000,,34000000.000,35800000.000,36200000.000,34200000.000,32100000.000,33000000.000,33000000.000,31900000.000,34900000.000,35700000.000,35700000.000
DebtInstrumentFaceAmount,,,,,,,,,,,,,,625000000.000,,,,,,,,,,
DebtInstrumentPrincipalOutstanding,,365000000.000,,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,643000.000,,,,584000.000,,,,2288000.000,,,,2600000.000,,,,2300000.000,,,,2100000.000,,
DeferredCosts,432569000.000,429434000.000,464424000.000,463069000.000,437449000.000,460902000.000,446396000.000,430539000.000,438040000.000,559457000.000,543334000.000,550259000.000,555000000.000,702400000.000,679800000.000,701500000.000,709300000.000,813000000.000,801400000.000,809900000.000,807300000.000,979900000.000,919700000.000,925800000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,479354000.000,,,,515500000.000,,,,602400000.000,,,,798300000.000,,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,,,,,,,,,607300000.000,,
DeferredRevenueCurrent,0.000,15230000.000,11600000.000,0.000,6225000.000,25146000.000,15950000.000,0.000,0.000,23736000.000,16011000.000,0.000,0.000,32200000.000,30900000.000,8400000.000,12900000.000,44300000.000,59300000.000,31700000.000,53000000.000,70200000.000,60200000.000,14500000.000
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,,,,,,,,,,,,,11000000.000,,,,12200000.000,,
DeferredTaxAssetsGross,,,,,,,,,,,,,,121800000.000,,,,126100000.000,,,,191900000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,-365604000.000,,,,-381805000.000,,,,,,,,-476300000.000,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,10146000.000,,,,1692000.000,,,,9900000.000,,,,5800000.000,,,,0.000,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,,,,,,,,,-482100000.000,,,,,,
DeferredTaxAssetsNet,,,,,,106348000.000,,,,97549000.000,,,,,,,,,,,,191000000.000,,
DeferredTaxAssetsNetCurrent,5678000.000,,,0.000,0.000,,,2309000.000,2281000.000,,2542000.000,5191000.000,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,,,,,47300000.000,,,,102300000.000,,
DeferredTaxAssetsOther,,,,,,14513000.000,,,,10450000.000,,,,36900000.000,,,,0.000,,,,0.000,,
DeferredTaxAssetsTaxCreditCarryforwardsOther,,,,,,5900000.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,73480000.000,,,,71367000.000,,,,67300000.000,,,,62500000.000,,,,68300000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,16400000.000,,,,13933000.000,,,,16000000.000,,,,14800000.000,,,,21300000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,,,,,,,900000.000,,
DeferredTaxLiabilities,,,,,,471952000.000,,,,,,,,393700000.000,,,,,,,,607300000.000,,
DeferredTaxLiabilitiesCurrent,0.000,9165000.000,8204000.000,4848000.000,1662000.000,10146000.000,4644000.000,0.000,0.000,1692000.000,0.000,0.000,,9900000.000,21100000.000,0.000,0.000,0.000,7400000.000,,,,0.000,
DeferredTaxLiabilitiesDeferredExpense,,,,,,20652000.000,,,,7112000.000,,,,20400000.000,,,,8100000.000,,,,20000000.000,,
DeferredTaxLiabilitiesNoncurrent,305479000.000,315325000.000,335176000.000,335138000.000,335176000.000,355458000.000,351539000.000,348170000.000,370092000.000,380113000.000,389498000.000,394965000.000,398900000.000,383800000.000,394600000.000,438700000.000,487700000.000,482100000.000,495300000.000,564200000.000,574100000.000,,636500000.000,690600000.000
DeferredTaxLiabilitiesOther,,,,,,26414000.000,,,,5396000.000,,,,19700000.000,,,,11600000.000,,,,48400000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,303332000.000,,,,341975000.000,,,,366900000.000,,,,472100000.000,,,,623100000.000,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,,,,,,,,,,9300000.000,,,,,,,,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,,,,,,353061000.000,,,,444129000.000,,,,613700000.000,,,,591400000.000,,,,724500000.000,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,,,,,,274130000.000,,,,345443000.000,,,,506600000.000,,,,448900000.000,,,,540500000.000,,
DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateBenefitObligation,,,,,,412171000.000,,,,503818000.000,,,,692500000.000,,,,652300000.000,,,,794800000.000,,
DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,,,,,,274130000.000,,,,,,,,,,,,,,,,,,
DerivativeAssetFairValueGrossLiability,,,,,,,,,,,,,,,,,,,,,,7600000.000,,
DerivativeAssets,,,,,0.000,0.000,0.000,3305000.000,0.000,0.000,3282000.000,8580000.000,12500000.000,2800000.000,,,,5200000.000,,,,13300000.000,,
DerivativeAssetsCurrent,6432000.000,4746000.000,0.000,0.000,0.000,0.000,,3305000.000,0.000,0.000,3337000.000,8639000.000,11900000.000,2400000.000,4000000.000,3000000.000,3600000.000,4600000.000,4300000.000,7600000.000,9000000.000,11400000.000,18700000.000,8200000.000
DerivativeAssetsNoncurrent,,,,,,,,,,,,,,,,,,,,,,1900000.000,,
DerivativeFairValueOfDerivativeAsset,,,,,2484000.000,7682000.000,2007000.000,11184000.000,2092000.000,1803000.000,6997000.000,13362000.000,19200000.000,7700000.000,,,,13500000.000,,,,18400000.000,,
DerivativeFairValueOfDerivativeLiability,,,,,20681000.000,9563000.000,6162000.000,339000.000,3688000.000,8898000.000,1199000.000,4126000.000,17500000.000,12000000.000,,,,29800000.000,,,,12500000.000,,
DerivativeLiabilities,,,,,,,,,,,,,,,,,,,,,,4900000.000,,
DerivativeLiabilitiesCurrent,,,,,0.000,0.000,0.000,0.000,0.000,5211000.000,0.000,0.000,10800000.000,4100000.000,,,,7600000.000,,,,4800000.000,,
DerivativeLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,,,,,100000.000,,
DerivativeLiabilityFairValueGrossAsset,,,,,,,,,,,,,,,,,,,,,,7600000.000,,
DividendsPayableAmount,9079000.000,9084000.000,9325000.000,9328000.000,,,,,,,,,,,,,,,,,,,,
DividendsPayableCurrent,,,,,9339000.000,9354000.000,9589000.000,9631000.000,13901000.000,13912000.000,14407000.000,14425000.000,,19900000.000,20900000.000,20500000.000,20900000.000,21100000.000,22300000.000,22100000.000,22300000.000,23500000.000,24800000.000,24900000.000
EmployeeRelatedLiabilitiesCurrent,14866000.000,13650000.000,12529000.000,13873000.000,12653000.000,13908000.000,12401000.000,16175000.000,13386000.000,20807000.000,15752000.000,21839000.000,25300000.000,36000000.000,24700000.000,30900000.000,30500000.000,32700000.000,25400000.000,26600000.000,36500000.000,39800000.000,29600000.000,29000000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,4000000.000,3400000.000,6500000.000,6000000.000,5200000.000,4200000.000,7900000.000,8300000.000,,7000000.000,,,,7800000.000,,,,9200000.000,,
EnergyRelatedInventoryGasStoredUnderground,56976000.000,115170000.000,113668000.000,55461000.000,52426000.000,89852000.000,85465000.000,29899000.000,47460000.000,164740000.000,135659000.000,59684000.000,118200000.000,245500000.000,219500000.000,90800000.000,136700000.000,188600000.000,176600000.000,97500000.000,116600000.000,174000000.000,161900000.000,117600000.000
EnergyRelatedInventoryPropaneGas,8962000.000,8961000.000,8964000.000,8964000.000,8964000.000,8963000.000,8963000.000,8962000.000,8962000.000,8962000.000,6022000.000,6632000.000,9400000.000,11700000.000,11900000.000,11900000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000
Goodwill,,,,,,,,,,247078000.000,235814000.000,216370000.000,210000000.000,937800000.000,937800000.000,946000000.000,946000000.000,946000000.000,946000000.000,946000000.000,946000000.000,1164900000.000,1161400000.000,1163900000.000
InterestPayableCurrent,,,,,5405000.000,8590000.000,4998000.000,5948000.000,3854000.000,8096000.000,9720000.000,7822000.000,,15100000.000,19900000.000,14900000.000,19400000.000,14300000.000,19500000.000,14300000.000,19700000.000,14800000.000,22300000.000,15300000.000
InterestPayableCurrentAndNoncurrent,5603000.000,8812000.000,5519000.000,8789000.000,,,,,,,,,,,,,,,,,,,,
