,2011-04-01,2011-07-01,2011-09-30,2011-12-30,2012-03-30,2012-06-29,2012-09-28,2012-12-28,2013-03-29,2013-06-28,2013-09-27
AllocatedShareBasedCompensationExpense,,8000000.000,6300000.000,,5600000.000,4800000.000,5400000.000,4000000.000,3100000.000,2000000.000,1700000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,6800000.000,6300000.000,,5500000.000,4700000.000,5300000.000,3900000.000,3000000.000,2000000.000,1700000.000
AmortizationOfIntangibleAssets,5200000.000,5100000.000,5000000.000,4900000.000,2200000.000,1000000.000,1100000.000,1100000.000,1100000.000,1000000.000,1100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,25700000.000,22200000.000,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,-300000.000,300000.000,,,,800000.000,,1200000.000,-200000.000,-200000.000
AvailableForSaleSecuritiesGrossRealizedGains,,1000000.000,1700000.000,,300000.000,200000.000,1000000.000,2900000.000,1600000.000,100000.000,100000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,1300000.000,1400000.000,,300000.000,200000.000,200000.000,600000.000,400000.000,300000.000,300000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-18100000.000,,,,-19900000.000,,,,146600000.000,,
CommonStockDividendsPerShareDeclared,0.020,0.020,0.020,,0.020,0.020,0.020,,,,
ComprehensiveIncomeNetOfTax,,-7300000.000,-172700000.000,,-127100000.000,-35800000.000,13400000.000,-13000000.000,-66300000.000,-9200000.000,-5400000.000
CostOfGoodsAndServicesSold,200100000.000,209200000.000,185800000.000,182300000.000,162200000.000,173900000.000,160800000.000,148800000.000,137100000.000,131900000.000,124700000.000
CostOfGoodsSold,159500000.000,173000000.000,151000000.000,143800000.000,128700000.000,140000000.000,128100000.000,118600000.000,106900000.000,102300000.000,95700000.000
CostOfServices,40600000.000,36200000.000,34800000.000,38500000.000,33500000.000,33900000.000,32700000.000,30200000.000,30200000.000,29600000.000,29000000.000
DeferredIncomeTaxExpenseBenefit,11500000.000,,,,600000.000,,,,-600000.000,,
