,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2659000.000,2088000.000,2128000.000,1974000.000,2512000.000,3211000.000,1908000.000,2863000.000,2551000.000,3235000.000,3267000.000,2289000.000
AccountsReceivableGrossCurrent,,,,,,,11554000.000,9611000.000,10101000.000,10072000.000,14583000.000,12522000.000
AccountsReceivableNetCurrent,4513000.000,4934000.000,8337000.000,7998000.000,8779000.000,8455000.000,11468000.000,9467000.000,9978000.000,9975000.000,14421000.000,12328000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1610000.000,1762000.000,1634000.000,1769000.000,1933000.000,2170000.000,2313000.000,,,,3365000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,6000.000,,,-14000.000,-25000.000,8000.000,105000.000,141000.000,110000.000,-37000.000,-32000.000
AdditionalPaidInCapital,2310000.000,149843000.000,150410000.000,151617000.000,249483000.000,251076000.000,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,253450000.000,255536000.000,258342000.000,260256000.000,262882000.000,265322000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,0.000,,,,86000.000,144000.000,123000.000,97000.000,162000.000,194000.000
Assets,14485000.000,64141000.000,62953000.000,57926000.000,153211000.000,148347000.000,144635000.000,136820000.000,132960000.000,131424000.000,129777000.000,123676000.000
AssetsCurrent,10578000.000,62419000.000,60278000.000,54998000.000,149788000.000,144974000.000,141212000.000,133172000.000,128904000.000,127242000.000,125292000.000,119180000.000
AvailableForSaleSecurities,,53617000.000,48443000.000,42906000.000,136495000.000,131052000.000,124300000.000,117005000.000,111784000.000,108683000.000,103945000.000,98364000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,43000.000,37000.000,106000.000,148000.000,129000.000,9000.000,2000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,68000.000,29000.000,1000.000,7000.000,19000.000,46000.000,34000.000
AvailableForSaleSecuritiesAmortizedCost,,53611000.000,48443000.000,42906000.000,136509000.000,131077000.000,124292000.000,116900000.000,111643000.000,108573000.000,103982000.000,98396000.000
AvailableForSaleSecuritiesCurrent,,,35040000.000,28682000.000,106219000.000,111739000.000,89491000.000,79045000.000,97395000.000,92259000.000,,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,,,,,,,94086000.000,87725000.000
CapitalLeaseObligationsCurrent,715000.000,35000.000,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,393000.000,30000.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,761000.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,21000.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,21000.000,42000.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,54000.000,8000.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,1162000.000,73000.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,1108000.000,65000.000,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,380000.000,10000.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,2745000.000,19233000.000,13403000.000,14224000.000,30276000.000,19313000.000,34809000.000,37960000.000,14389000.000,16424000.000,9859000.000,10639000.000
CashCashEquivalentsAndShortTermInvestments,,53600000.000,48400000.000,42900000.000,136500000.000,131100000.000,124300000.000,117000000.000,111800000.000,108683000.000,103945000.000,98364000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,53357.000,53357.000,53357.000,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,66000.000,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,7454000.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,1872000.000,23368000.000,23379000.000,23633000.000,27896000.000,28010000.000,28159000.000,28283000.000,28443000.000,28562000.000,28673000.000,28758000.000
CommonStockSharesOutstanding,1872000.000,23368000.000,23379000.000,23633000.000,27896000.000,28010000.000,28159000.000,28283000.000,28443000.000,28562000.000,28673000.000,28758000.000
CommonStockValue,2000.000,23000.000,23000.000,24000.000,28000.000,28000.000,28000.000,28000.000,28000.000,29000.000,29000.000,29000.000
ContractualObligation,,0.000,0.000,0.000,,,0.000,0.000,,,,
DebtInstrumentInterestRateStatedPercentage,0.051,0.051,0.051,,,,,,,,,
