,2011-03-31,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AdditionsToNoncurrentAssets,,10344000.000,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,300000.000,0.000,0.000,0.000,,900000.000,700000.000,600000.000,,100000.000,100000.000,1200000.000
AllocatedShareBasedCompensationExpense,,1800000.000,,,,,1800000.000,1700000.000,2300000.000,1900000.000,2200000.000,1900000.000,2400000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,,,,,300000.000,-200000.000,,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,0.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,12231000.000,,-32264000.000,,,,-32940000.000,,,,84963000.000,,
ComprehensiveIncomeNetOfTax,,15515000.000,13805000.000,14914000.000,19611000.000,13254000.000,20920000.000,15968000.000,15227000.000,17691000.000,14055000.000,16583000.000,20861000.000
CostOfRevenue,271040000.000,267494000.000,258964000.000,290086000.000,284288000.000,263852000.000,246386000.000,259021000.000,247070000.000,309989000.000,268863000.000,261979000.000,263662000.000
DeferredIncomeTaxExpenseBenefit,5461000.000,,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,7171000.000,,,,7073000.000,,,,796000.000,,
Depreciation,7847000.000,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,9019000.000,9337000.000,9639000.000,9344000.000,9824000.000,10434000.000,10766000.000,10455000.000,10471000.000,10635000.000,10622000.000
EarningsPerShareBasic,0.210,0.280,0.220,0.250,0.330,0.230,0.330,0.270,0.260,0.270,0.230,0.270,0.350
EarningsPerShareDiluted,0.210,0.280,0.220,0.250,0.330,0.220,0.330,0.270,0.260,0.270,0.230,0.270,0.350
EffectiveIncomeTaxRateContinuingOperations,,,0.380,,,,0.359,,,,0.365,,
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,,,,,,1900000.000,1300000.000,0.000,300000.000,100000.000,0.000,100000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,,,,,,,1.760,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,600000.000,,,,,600000.000,600000.000,800000.000,1000000.000,800000.000,700000.000,700000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,558000.000,,49000.000,,,,946000.000,,,,147000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,19072000.000,22157000.000,20957000.000,23568000.000,28857000.000,18402000.000,30563000.000,25598000.000,24693000.000,22767000.000,21762000.000,26064000.000,32850000.000
IncomeTaxExpenseBenefit,6737000.000,5684000.000,7964000.000,8954000.000,9405000.000,4455000.000,10961000.000,9319000.000,9141000.000,5834000.000,7950000.000,9531000.000,11650000.000
IncomeTaxReconciliationTaxCreditsResearch,,,,,,,500000.000,,,,,,
IncreaseDecreaseInOperatingCapital,-1376000.000,,53015000.000,,,,63584000.000,,,,-59460000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,389000.000,334000.000,290000.000,294000.000,-626000.000,285000.000,319000.000,202000.000,-523000.000,386000.000,458000.000,260000.000
InterestAndOtherIncome,,369000.000,188000.000,446000.000,61000.000,54000.000,566000.000,476000.000,230000.000,-6640000.000,-120000.000,11913000.000,672000.000
InterestExpense,2533000.000,2880000.000,3077000.000,2970000.000,2517000.000,2711000.000,1110000.000,1184000.000,1143000.000,1119000.000,1101000.000,1109000.000,1082000.000
NetCashProvidedByUsedInFinancingActivities,1399000.000,,455000.000,,,,1272000.000,,,,-2065000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1399000.000,,455000.000,,,,1272000.000,,,,-2065000.000,,
NetCashProvidedByUsedInInvestingActivities,-17317000.000,,-11794000.000,,,,-8397000.000,,,,1557000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-17317000.000,,-11794000.000,,,,-8397000.000,,,,1557000.000,,
NetCashProvidedByUsedInOperatingActivities,28149000.000,,-20925000.000,,,,-25815000.000,,,,85471000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,28149000.000,,-20925000.000,,,,-25815000.000,,,,85471000.000,,
NetIncomeLoss,12335000.000,16473000.000,12993000.000,14614000.000,19452000.000,13947000.000,19602000.000,16279000.000,15552000.000,16933000.000,13812000.000,16533000.000,21200000.000
OperatingIncomeLoss,10116000.000,24668000.000,23846000.000,26092000.000,31313000.000,31320000.000,31107000.000,26306000.000,25606000.000,30526000.000,22983000.000,15260000.000,33260000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,300000.000,500000.000,100000.000,-200000.000,300000.000,300000.000,-200000.000,-450000.000,0.000,0.000,0.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,-958000.000,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,-512000.000,200000.000,-190000.000,84000.000,-262000.000,329000.000,-258000.000,1469000.000,83000.000,-50000.000,339000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,,,,,,,164000.000,-206000.000,163000.000,692000.000,-52000.000,28000.000,-213000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,-131000.000,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,812000.000,300000.000,159000.000,-693000.000,1318000.000,-311000.000,-325000.000,758000.000,243000.000,50000.000,-339000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,,,,,756000.000,-282000.000,-383000.000,,326000.000,0.000,0.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,,,,474000.000,-176000.000,-239000.000,,206000.000,0.000,0.000
