,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,18791.000,,,,,,,,,179305.000,224550.000,328705.000,624921.000,453589.000,323778.000,359546.000,379154.000
AccountsPayableCurrent,,29485.000,33576.000,76153.000,109168.000,49427.000,93506.000,123000.000,150286.000,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,200000.000,150000.000,127500.000,127500.000
AdditionalPaidInCapitalCommonStock,7359918.000,8589561.000,9497673.000,9868728.000,10071557.000,10458415.000,10916699.000,10985945.000,11341482.000,11606243.000,14616956.000,14823239.000,20315162.000,20421948.000,20790478.000,20908716.000,20984674.000
Assets,10366.000,979.000,24302.000,872.000,10970.000,77239.000,41324.000,4198.000,26286.000,20814.000,34221.000,15173.000,5651352.000,5651448.000,5650681.000,844.000,634.000
AssetsCurrent,10366.000,979.000,24302.000,872.000,10970.000,77239.000,41324.000,4198.000,26286.000,20814.000,9221.000,15173.000,1352.000,1448.000,681.000,844.000,634.000
AssetsFairValueDisclosure,,,,0.000,,,,,,,,0.000,,,,,
CashAndCashEquivalentsAtCarryingValue,10023.000,979.000,24302.000,872.000,10970.000,77239.000,41324.000,4198.000,26286.000,20814.000,9221.000,15173.000,1352.000,1448.000,681.000,844.000,634.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,100000000.000,75000000.000,75000000.000,75000000.000,100000000.000,100000000.000,480000000.000,480000000.000,,480000000.000,480000000.000,480000000.000,480000000.000,480000000.000
CommonStockSharesIssued,42633745.000,142116.000,31202694.000,34202694.000,41475966.000,47475966.000,54775966.000,62425966.000,68425966.000,328087.000,392411.000,616908.000,4308908.000,6938875.000,11278875.000,13154875.000,14069575.000
CommonStockSharesOutstanding,42633745.000,142116.000,31202694.000,34202694.000,41475966.000,47475966.000,54775966.000,62425966.000,68425966.000,328087.000,392411.000,616858.000,4308908.000,6938875.000,11278858.000,12744875.000,6938858.000
CommonStockSharesSubscriptions,,,,,,,,5000.000,35000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,9100.000,5000.000
CommonStockValue,42634.000,142.000,31203.000,34203.000,41476.000,47476.000,54776.000,62426.000,68426.000,328.000,392.000,617.000,4309.000,6939.000,11279.000,12745.000,14070.000
ConvertibleDebt,,,,,,,,,,,,,,,583387.000,,
ConvertibleDebtCurrent,,,,,,,,,,96174.000,153771.000,193824.000,247721.000,344518.000,452980.000,482814.000,538145.000
