,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,750039.000,706688.000,991572.000,974920.000,971266.000,339372.000,472915.000,648108.000,401307.000,407157.000,358652.000,331281.000,420930.000,494938.000,512124.000,443964.000,275605.000,324983.000,257468.000,293063.000,290076.000,200103.000,236699.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,613883.000,522870.000,334699.000,367307.000,421093.000,392727.000,362194.000,320841.000,314159.000,393361.000,313286.000,312392.000,,,63578.000,,,,,236699.000
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,,,,,,,,,,,,280103.000,236699.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,203622.000,25849.000,,107216.000,155563.000,52576.000,,
AccountsPayableCurrent,,,,945143.000,927871.000,,,,,,,,,,,,,,,,,22231.000,57363.000
AccountsReceivableNetCurrent,10334.000,10476.000,17755.000,12077.000,7254.000,11606.000,8440.000,14930.000,1268.000,3929.000,4387.000,2902.000,4707.000,5617.000,7431.000,7556.000,38401.000,41431.000,27049.000,46706.000,83287.000,67994.000,62436.000
AccruedBonusesCurrent,,,,,,,,,,,,,,,,,,,,,100000.000,80000.000,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,137500.000,,,,,,,,,
AccruedPayrollTaxesCurrent,,,,,,,,,,,,,,,,,,,,137500.000,137500.000,137500.000,137500.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,31374.000,31686.000,32428.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,-40567.000,-49885.000,-50491.000,-62290.000,-81694.000,-93070.000
AdditionalPaidInCapital,64218306.000,65907960.000,66598867.000,69180721.000,69982637.000,72462711.000,72879694.000,73460200.000,74369574.000,74849492.000,76410436.000,77280798.000,77821109.000,78511529.000,79282064.000,80412860.000,82977530.000,84410821.000,85140493.000,86162823.000,88925035.000,90609774.000,91828114.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,,,,,,,,,,,,,,,,,,,,,,,15000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,5000.000,,,,3818.000,,,,3818.000,,,,0.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,,,,,,,,,,0.000,15000.000
Assets,301136.000,246387.000,447666.000,638006.000,542815.000,268697.000,200644.000,173625.000,137976.000,167193.000,484726.000,426487.000,296850.000,260668.000,383151.000,264092.000,767714.000,1910304.000,1190272.000,1022617.000,1967575.000,2112726.000,1498091.000
AssetsCurrent,270757.000,202185.000,391654.000,582306.000,487427.000,216780.000,151457.000,127168.000,94249.000,126196.000,446459.000,390950.000,264043.000,230591.000,300387.000,164105.000,666691.000,1891147.000,1173845.000,1003535.000,1873107.000,2016682.000,1409971.000
AssetsNet,,,,,,-341589.000,-530226.000,-620940.000,-407058.000,-605961.000,-62193.000,-90331.000,-358586.000,-422347.000,-529152.000,-545517.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,189648.000,128498.000,310592.000,515304.000,427842.000,151189.000,90959.000,67715.000,53482.000,92437.000,363373.000,318318.000,151660.000,154460.000,227441.000,96948.000,560171.000,1763114.000,1022290.000,889029.000,1731946.000,1910153.000,1175525.000
CashFDICInsuredAmount,,,,,,250000.000,,,,250000.000,,,,250000.000,,,,,,,,,
CashUninsuredAmount,,,,,,,,,,,,,,,,,,,,,,,925525.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,0.300,,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,275986.000,,,,,,60000.000,0.000,0.000,0.000,350000.000,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,11463154.000,15439132.000,8390741.000,8531507.000,9448772.000,9718772.000,10618771.000,10389132.000,8083122.000,8438122.000,8838122.000,10340022.000,10175769.000,13643257.000,13779438.000,14508009.000,15424464.000,18036889.000,20035114.000,19744412.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
