,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,97000.000,98000.000,98000.000,93000.000,,
AllocatedShareBasedCompensationExpense,-743000.000,-491000.000,679000.000,414000.000,806000.000,804000.000
AmortizationOfIntangibleAssets,,8100.000,7800.000,1500000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,5370000.000,-5026000.000,2059000.000,23026000.000,-2746000.000,-23750000.000
ComprehensiveIncomeNetOfTax,,-8079000.000,,,,
ConversionOfStockAmountConverted1,,,7998000.000,,,
DefinedContributionPlanEmployerMatchingContributionPercent,,0.010,0.010,0.010,0.010,0.010
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,0.200,,,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,0.200,0.200,0.200,0.990
Depreciation,53000.000,29000.000,12000.000,16000.000,20000.000,19000.000
EarningsPerShareBasicAndDiluted,-0.860,-5.480,-4.670,-0.750,-0.540,-0.510
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.024,-0.319,-0.307,-0.315,-0.348
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseCharitableContributions,,0.005,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,-0.005,-0.003,-0.001,0.001,-0.004
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,-0.000,,0.000,0.000
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.015,0.003,,-0.005,0.004
EffectiveIncomeTaxRateReconciliationTaxContingenciesDomestic,,-0.000,-0.005,,-0.004,
EffectiveIncomeTaxRateReconciliationTaxContingenciesStateAndLocal,,-0.298,,,-0.001,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,,-0.070,0.016,0.007,0.019,-0.018
EmployeeStockOwnershipPlanESOPCompensationExpense,,0.000,,,,
GainLossOnDerivativeInstrumentsNetPretax,2222000.000,6000.000,,,,
GeneralAndAdministrativeExpense,5375000.000,4690000.000,4739000.000,5242000.000,4596000.000,4995000.000
IncomeTaxExpenseBenefit,,,0.000,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-956000.000,-1352000.000,350000.000,168000.000,684000.000,-489000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,9000.000,-464000.000,-117000.000,195000.000,-217000.000,1918000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,-55000.000,,-20000.000,,,
InvestmentIncomeInterest,7000.000,12000.000,4000.000,6000.000,27000.000,106000.000
LeaseAndRentalExpense,,,212473.000,206168.000,210000.000,208000.000
LicenseCosts,,2500000.000,2500000.000,2600000.000,,
LongTermPurchaseCommitmentAmount,,,1345000.000,4711000.000,,
NetCashProvidedByUsedInFinancingActivities,17154000.000,3317000.000,9095000.000,35194000.000,9194000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,17154000.000,3317000.000,9095000.000,35194000.000,9194000.000,
NetCashProvidedByUsedInInvestingActivities,,-8000.000,-35000.000,-17000.000,-13000.000,-8512000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-8000.000,-35000.000,-17000.000,-13000.000,-8512000.000
NetCashProvidedByUsedInOperatingActivities,-11784000.000,-8335000.000,-7001000.000,-12151000.000,-11927000.000,-15238000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-11784000.000,-8335000.000,-7001000.000,-12151000.000,-11927000.000,-15238000.000
NetIncomeLoss,-9653000.000,-8079000.000,-8277000.000,-12647000.000,-13654000.000,-13654000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-9653000.000,,-13076000.000,-12647000.000,,
OperatingExpenses,11892000.000,8228000.000,8375000.000,12650000.000,13682000.000,13759000.000
OperatingIncomeLoss,-11892000.000,-8072000.000,-8280000.000,-12650000.000,-13682000.000,-13759000.000
OtherNonoperatingIncomeExpense,10000.000,-25000.000,-1000.000,-3000.000,1000.000,-1000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,13000.000,
PaymentsToAcquireShortTermInvestments,,,,,,21014000.000
PreferredStockDividendsIncomeStatementImpact,,,4799000.000,,,
ProceedsFromIssuanceOfCommonStock,17146000.000,3317000.000,1936000.000,25682000.000,9194000.000,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,6295000.000,,,
ProceedsFromIssuanceOfPrivatePlacement,,7500000.000,,,,
ProceedsFromSaleOfShortTermInvestments,,,,,,12502000.000
ProceedsFromStockOptionsExercised,8000.000,,,,,
ProceedsFromWarrantExercises,,,864000.000,9512000.000,,
ProfitLoss,-9653000.000,,,,,
RealizedInvestmentGainsLosses,,,,,,0.000
ResearchAndDevelopmentExpense,5291000.000,3523000.000,3636000.000,7408000.000,9086000.000,8764000.000
