,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2016-03-31
AdjustmentForAmortization,,,,,,,147000.000,,,,158000.000,,,,110000.000,,555000.000
AllocatedShareBasedCompensationExpense,,,,595000.000,165000.000,,122000.000,210000.000,,,,,,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,,385000.000,154000.000,,93000.000,148000.000,85000.000,69000.000,71000.000,150000.000,116000.000,176000.000,163000.000,160000.000,157000.000
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,,,,,,,,,,,,,23000.000,,19000.000
AmortizationOfFinancingCosts,77000.000,32000.000,33000.000,39000.000,46000.000,20000.000,19000.000,20000.000,21000.000,23000.000,21000.000,22000.000,22000.000,29000.000,27000.000,59000.000,71000.000
AmortizationOfIntangibleAssets,,,,41000.000,40000.000,,36000.000,37000.000,41000.000,327000.000,109000.000,111000.000,146000.000,100000.000,52000.000,291000.000,477000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,9000.000,,1000.000,0.000,0.000,-1000.000,7000.000,13000.000,0.000,-20000.000,0.000,0.000,0.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,,,,,,326000.000,,205000.000,,,,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,,,,,,,205000.000,,130000.000,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,,,,106000.000,1585000.000,,,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,,,,106000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-4040000.000,,,,195000.000,,,,2529000.000,,,,-9253000.000,,-5688000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-237000.000,,,,-348000.000,,,,-362000.000,,,,-579000.000,,-1176000.000
ComprehensiveIncomeNetOfTax,4302000.000,2122000.000,1269000.000,1053000.000,2429000.000,2923000.000,2842000.000,2032000.000,3379000.000,1261000.000,2297000.000,4782000.000,2581000.000,7775000.000,2414000.000,710000.000,990000.000
CostOfGoodsAndServicesSold,37890000.000,36011000.000,33771000.000,32756000.000,34572000.000,35443000.000,32199000.000,32764000.000,35772000.000,35102000.000,35177000.000,36686000.000,36950000.000,29981000.000,31260000.000,33340000.000,32514000.000
CostsAndExpenses,50652000.000,48554000.000,46968000.000,46554000.000,47353000.000,46801000.000,45109000.000,46155000.000,48294000.000,52219000.000,48176000.000,49974000.000,51182000.000,35523000.000,42647000.000,45993000.000,46262000.000
DeferredIncomeTaxExpenseBenefit,,,217000.000,,,,62000.000,,,,,,,,,,
DefinedContributionPlanCostRecognized,,,,346000.000,363000.000,,216000.000,181000.000,179000.000,-64000.000,229000.000,153000.000,145000.000,24000.000,139000.000,126000.000,184000.000
Depreciation,,,437000.000,,,,453000.000,,,,456000.000,,,,479000.000,,725000.000
DepreciationAndAmortization,775000.000,656000.000,665000.000,707000.000,666000.000,673000.000,600000.000,615000.000,578000.000,613000.000,614000.000,636000.000,677000.000,293000.000,589000.000,847000.000,1280000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,-401000.000,-764000.000,,-358000.000,-390000.000,463000.000,-1335000.000,226000.000,210000.000,-205000.000,7088000.000,-266000.000,-1150000.000,-839000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,-0.060,-0.070,,-0.030,-0.030,-0.030,1.230,-0.040,-0.170,-0.130
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,,,-0.060,-0.070,,-0.030,-0.030,-0.030,1.210,-0.040,-0.170,-0.130
EarningsPerShareBasic,0.930,0.500,0.270,0.260,0.580,0.690,0.670,0.480,0.760,0.080,0.610,1.340,0.700,1.920,0.620,0.290,0.400
EarningsPerShareDiluted,0.920,0.500,0.270,0.260,0.580,0.690,0.660,0.480,0.750,0.080,0.610,1.330,0.690,1.880,0.610,0.290,0.400
EffectOfExchangeRateOnCashAndCashEquivalents,,,14000.000,,,,17000.000,,,,-13000.000,,,,3000.000,,-74000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.240,,,,0.350,,,,0.350,,0.340
ForeignCurrencyTransactionGainLossRealized,,,,,,,,,,,,,,,,,118000.000
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,,,,-26000.000,,,,-363000.000,,,,131000.000,,-13000.000
GainLossOnSaleOfPropertyPlantEquipment,,,-11000.000,,,,,,,,,,,,,,
GoodwillTranslationAdjustments,,,,,,,-3000.000,,,,,,,,,,-233000.000
IncomeLossFromContinuingOperations,3616000.000,2537000.000,1444000.000,1410000.000,2865000.000,3638000.000,2984000.000,2252000.000,3434000.000,662000.000,2665000.000,5655000.000,3020000.000,2840000.000,2708000.000,1837000.000,2107000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,3297000.000,4650000.000,,4105000.000,8475000.000,5019000.000,3624000.000,4148000.000,2904000.000,3212000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,5758000.000,3473000.000,2310000.000,2137000.000,3792000.000,4783000.000,3907000.000,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.800,0.560,0.310,0.320,0.690,0.850,0.720,0.540,0.830,0.160,0.640,1.370,0.730,0.690,0.660,0.460,0.530
IncomeLossFromContinuingOperationsPerDilutedShare,0.790,0.550,0.310,0.320,0.690,0.840,0.710,0.540,0.820,0.160,0.640,1.360,0.720,0.670,0.650,0.460,0.530
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,593000.000,-261000.000,-194000.000,-244000.000,-464000.000,-678000.000,-218000.000,-237000.000,-282000.000,-355000.000,-138000.000,-127000.000,-125000.000,5105000.000,-162000.000,-700000.000,-511000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.130,-0.060,-0.040,-0.060,-0.110,-0.160,-0.050,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.130,-0.050,-0.040,-0.060,-0.110,-0.150,-0.050,,,,,,,,,,
IncomeTaxExpenseBenefit,2142000.000,936000.000,866000.000,727000.000,927000.000,1145000.000,923000.000,1045000.000,1216000.000,361000.000,1440000.000,2820000.000,1999000.000,784000.000,1440000.000,1067000.000,1105000.000
IncomeTaxesPaid,,,410000.000,,,,757000.000,,,,950000.000,,,,3833000.000,,936000.000
IncreaseDecreaseInAccountsPayable,,,-452000.000,,,,-960000.000,,,,2122000.000,,,,-2031000.000,,-643000.000
IncreaseDecreaseInAccountsReceivable,,,2408000.000,,,,552000.000,,,,1438000.000,,,,992000.000,,1534000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,87000.000,,,,-30000.000,,,,82000.000,,,,-2083000.000,,355000.000
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,,,,,,-826000.000,,,,485000.000,,163000.000
IncreaseDecreaseInInventories,,,388000.000,,,,927000.000,,,,-236000.000,,,,870000.000,,670000.000
IncreaseDecreaseInOtherAccruedLiabilities,,,-852000.000,,,,159000.000,,,,-1833000.000,,,,-852000.000,,-1377000.000
IncreaseDecreaseInOtherOperatingAssets,,,568000.000,,,,464000.000,,,,-817000.000,,,,691000.000,,1122000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,13000.000,12000.000,,33000.000,47000.000,50000.000,-84000.000,33000.000,30000.000,59000.000,-74000.000,67000.000,29000.000,26000.000
InterestExpense,56000.000,33000.000,22000.000,9000.000,8000.000,9000.000,35000.000,15000.000,21000.000,16000.000,35000.000,8000.000,9000.000,-25000.000,6000.000,52000.000,57000.000
InterestIncomeOther,,,,,,,,2000.000,8000.000,,2000.000,1000.000,2000.000,8000.000,13000.000,,
InterestPaid,,,22000.000,,,,37000.000,,,,36000.000,,,,6000.000,,61000.000
