,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,,,,,,,100000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1800000.000,,,,1800000.000,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,-100000.000,,,,300000.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,591028.000,701099.000,276753.000,-1166395.000,270792.000,318858.000,493773.000,-809621.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-6800000.000,,,,-8900000.000,,,
CommonStockDividendsPerShareDeclared,0.180,0.180,0.180,0.180,0.200,0.200,0.200,0.200,0.200,0.200
ComprehensiveIncomeNetOfTax,,,,,,,-3100000.000,8800000.000,-19500000.000,16500000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,-300000.000,-200000.000,-7000000.000,100000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,9718000.000,-6034000.000,23300000.000,7100000.000,31900000.000,17900000.000,-3400000.000,8600000.000,-26500000.000,16600000.000
ContributionsFromNoncontrollingInterests,,,,,,,100000.000,,,
CostOfGoodsAndServicesSold,188039000.000,177054000.000,170700000.000,182800000.000,183900000.000,177100000.000,173600000.000,190800000.000,246100000.000,186600000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,-200000.000,-300000.000,-200000.000,,,,,
DefinedBenefitPlanContributionsByEmployer,,,,,,,400000.000,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,600000.000,700000.000,600000.000,,,,,
DefinedBenefitPlanInterestCost,,,700000.000,600000.000,700000.000,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,700000.000,700000.000,700000.000,,,,,
DefinedBenefitPlanServiceCost,,,400000.000,500000.000,400000.000,,,,,
DepreciationDepletionAndAmortization,,,10600000.000,11100000.000,11500000.000,12100000.000,11800000.000,12500000.000,13400000.000,12000000.000
DividendsCommonStockCash,,,5700000.000,,,,6500000.000,,,
EarningsPerShareBasic,0.430,0.610,0.400,0.670,0.590,0.370,0.320,0.510,-0.610,0.710
EarningsPerShareDiluted,0.430,0.600,0.400,0.670,0.580,0.360,0.320,0.510,-0.610,0.700
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,400000.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,0.287,,,,0.275,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,,,,0.350,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,100000.000,,,,0.000,,,
GrossProfit,62794000.000,70990000.000,65100000.000,74600000.000,69400000.000,62000000.000,63100000.000,72000000.000,17400000.000,63100000.000
IncomeLossAttributableToParent,,19425000.000,12800000.000,21600000.000,18800000.000,11900000.000,,,-19800000.000,
IncomeLossFromContinuingOperations,,20446000.000,13000000.000,21600000.000,18800000.000,11700000.000,,,-15700000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,19817000.000,24085000.000,16700000.000,27800000.000,25100000.000,14700000.000,13100000.000,22000000.000,-28000000.000,28200000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,20490000.000,13100000.000,21300000.000,18800000.000,11700000.000,,,-22500000.000,
IncomeLossFromContinuingOperationsPerBasicShare,,0.640,0.410,0.670,0.590,0.360,,,-0.480,
IncomeLossFromContinuingOperationsPerDilutedShare,,0.630,0.410,0.670,0.580,0.350,,,-0.480,
IncomeLossFromDiscontinuedOperationsNetOfTax,,-1021000.000,-200000.000,,0.000,,,,-4100000.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,-1021000.000,-200000.000,,0.000,,,,-4100000.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,-0.030,-0.010,,0.000,,,,-0.130,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,-0.030,-0.010,,0.000,,,,-0.130,
IncomeLossFromEquityMethodInvestments,-93000.000,3080000.000,1200000.000,1100000.000,1100000.000,500000.000,900000.000,900000.000,700000.000,700000.000
IncomeTaxExpenseBenefit,5966000.000,6675000.000,4800000.000,7600000.000,7400000.000,3500000.000,3600000.000,6300000.000,-4800000.000,5900000.000
IncreaseDecreaseInOtherCurrentAssets,,,-2800000.000,,,,14200000.000,,,
IncreaseDecreaseInOtherCurrentLiabilities,,,-8800000.000,,,,7400000.000,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,2000000.000,,,,1600000.000,,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,1100000.000,,,,1000000.000,,,
InterestExpense,2802000.000,2824000.000,2700000.000,2700000.000,2500000.000,2500000.000,2500000.000,2500000.000,2600000.000,2700000.000
LossContingencyDamagesSoughtValue,,,28000000.000,,,,28000000.000,,,
NetCashProvidedByUsedInFinancingActivities,,,-12100000.000,,,,400000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-12100000.000,,,,400000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-15300000.000,,,,-26600000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-15300000.000,,,,-26600000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,20600000.000,,,,16900000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,20600000.000,,,,16900000.000,,,
NetIncomeLoss,13755000.000,19425000.000,12800000.000,21600000.000,18800000.000,11900000.000,10500000.000,16500000.000,-19800000.000,23000000.000
NetIncomeLossAttributableToNoncontrollingInterest,3000.000,44000.000,100000.000,-300000.000,0.000,0.000,-100000.000,100000.000,-6800000.000,-100000.000
NonoperatingIncomeExpense,-2313000.000,-2968000.000,-4800000.000,-3200000.000,-2500000.000,-3300000.000,-3200000.000,-3000000.000,-3400000.000,9100000.000
OperatingIncomeLoss,22130000.000,27053000.000,21500000.000,31000000.000,27600000.000,18000000.000,16300000.000,25000000.000,-24600000.000,19100000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,25000.000,25000.000,200000.000,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,443000.000,-22630000.000,10900000.000,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,-200000.000,-300000.000,-200000.000,200000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,-4700000.000,2000000.000,-1600000.000,-7800000.000
OtherComprehensiveIncomeLossBeforeTax,,,,,,,-14900000.000,-7100000.000,300000.000,46000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,400000.000,800000.000,200000.000,400000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,,,,-9900000.000,-10800000.000,1300000.000,46300000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-14300000.000,8000000.000,,-9900000.000,-10800000.000,1300000.000,-6200000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,0.000,0.000,0.000,1300000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,-13800000.000,-8000000.000,100000.000,-6300000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,-200000.000,-200000.000,,-400000.000,0.000,-200000.000,-7300000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,,,,,,,600000.000,600000.000,600000.000,-4400000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,,,400000.000,300000.000,400000.000,500000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,,,,200000.000,300000.000,200000.000,-1700000.000
OtherComprehensiveIncomeLossReclassificationPensionAndOtherPostretirementBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,,,,,,,-100000.000,300000.000,100000.000,900000.000
OtherComprehensiveIncomeLossTax,,,,,,,-1100000.000,900000.000,200000.000,-3700000.000
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostBeforeTax,,,,,,,300000.000,300000.000,300000.000,-2100000.000
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,,,,,,,400000.000,0.000,200000.000,100000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,,,,,0.000,800000.000,-300000.000,-800000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-807000.000,-1302000.000,200000.000,-200000.000,0.000,,0.000,500000.000,-200000.000,-100000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,,,,0.000,300000.000,-100000.000,-300000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,,,,,-5900000.000,2000000.000,-1600000.000,6200000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-3701000.000,-1596000.000,-900000.000,100000.000,4900000.000,,-4700000.000,2000000.000,-1600000.000,3800000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,,,,,-1200000.000,0.000,0.000,1400000.000
OtherNoncashIncomeExpense,,,-4000000.000,,,,-2100000.000,,,
OtherNonoperatingIncomeExpense,489000.000,-144000.000,-2100000.000,-500000.000,0.000,-800000.000,-700000.000,-500000.000,-800000.000,-800000.000
PaymentsForProceedsFromOtherInvestingActivities,,,-700000.000,,,,-700000.000,,,
PaymentsOfDividendsCommonStock,,,5700000.000,,,,6500000.000,,,
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,,,,,,,5000000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,16600000.000,15600000.000,22000000.000,20300000.000,22600000.000,21500000.000,22200000.000,21400000.000
ProceedsFromDivestitureOfInterestInJointVenture,,,600000.000,,,,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,3600000.000,,,,3900000.000,,,
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,,,-10100000.000,,,,2900000.000,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,300000.000,,,
ProfitLoss,13758000.000,19469000.000,12900000.000,21300000.000,18800000.000,11900000.000,10400000.000,16600000.000,-26600000.000,22900000.000
ResearchAndDevelopmentExpense,,,2500000.000,2600000.000,2600000.000,2700000.000,3100000.000,3000000.000,3200000.000,1300000.000
RestructuringCharges,,,,,,,2700000.000,,,
Revenues,250833000.000,248044000.000,235800000.000,257400000.000,253300000.000,239100000.000,236700000.000,262800000.000,263500000.000,249700000.000
SalesRevenueNet,250833000.000,248044000.000,235800000.000,257400000.000,253300000.000,239100000.000,236700000.000,262800000.000,263500000.000,249700000.000
SellingGeneralAndAdministrativeExpense,40664000.000,43937000.000,43600000.000,43600000.000,41800000.000,44000000.000,46800000.000,47000000.000,42000000.000,44000000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,3300000.000,,,,3800000.000,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,311864.000,298002.000,381676.000,-643715.000,285633.000,277434.000,0.000,-259748.000
WeightedAverageNumberOfDilutedSharesOutstanding,32206000.000,32193000.000,32300000.000,32300000.000,32452878.000,-64654513.000,32669496.000,32703232.000,32516744.000,-65122519.000
WeightedAverageNumberOfSharesOutstandingBasic,31706000.000,31800000.000,32000000.000,32000000.000,32071202.000,-64020664.000,32383863.000,32425798.000,32516744.000,-64862771.000
