,2012-01-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-10-31,2017-01-31,2017-04-30
AdjustmentForAmortization,,,,,,,,,,,12580.000,109779.000,198664.000,139563.000,187913.000
AmortizationOfDeferredCharges,,,,,,,,,,,,,60529.000,30550.000,12812.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,116000000.000,,,,115083650.000,,,153867007.000,,
CashPeriodIncreaseDecrease,,,,,,,,,,1092.000,,,3448.000,,
ConstructionAndDevelopmentCosts,,,,,,,,,,,,,21000.000,,
CostsAndExpenses,,,2000.000,2000.000,,2000.000,2000.000,2000.000,41284.000,44722.000,114800.000,139156.000,197707.000,24044771.000,103579.000
CostsAndExpensesRelatedParty,,,,,,,,,,,272000.000,8000.000,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,-343753.000,-52561.000,787325.000,756289.000
EarningsPerShareBasic,,,,,,,,,,-1.610,,,-0.010,-0.150,0.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,,,-0.010,-0.020,,,
EarningsPerShareDiluted,,,,,,,,,,-0.240,,,-0.000,-0.150,0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,0.340,,,,,
ExplorationExpense,0.000,,,,,,,,,,,,,,
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,,,,,,,,,23500000.000,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,4391200.000,,,,,
GeneralAndAdministrativeExpense,22457.000,20329.000,2000.000,2000.000,-15329.000,2000.000,2000.000,2000.000,41284.000,44722.000,114800.000,139156.000,197707.000,24044771.000,103579.000
IncomeLossFromContinuingOperations,,22093.000,,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,16500.000,,,,5604.000,,,,5604.000,,,22205.000,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,,,250.000,,
IncreaseDecreaseInNotesPayableCurrent,,3829.000,,,,,,,,,,,,,
InterestExpenseOther,,,3539.000,3539.000,,3604.000,3603.000,3613.000,4109.000,3604.000,11166.000,54178.000,23916.000,22472.000,87884.000
InterestPaid,,,,,,,,,,,,,7365.000,,
NetCashProvidedByUsedInFinancingActivities,,3829.000,,,,,,,,51490.000,,,234750.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,3829.000,,,,,,,,51490.000,,,234750.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,,,-15000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,,,-15000.000,,
NetCashProvidedByUsedInOperatingActivities,,-3829.000,,,,,,,,-50398.000,,,-216302.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-3829.000,,,,,,,,-50398.000,,,-216302.000,,
NetIncomeLoss,22457.000,,-5539.000,-5539.000,,-5604.000,-5603.000,-5613.000,26935.000,-27940376.000,-313727.000,-654866.000,-533377.000,-23450031.000,364101.000
NondebtorReorganizationItemsNetGainLossOnSettlementOfOtherClaims1,,,,,,,,,,,-96819.000,,,,
OtherDepreciationAndAmortization,,,,,,,,,,,,,181530.000,,
OtherExpenses,,,,,,,,,,,,,335670.000,-594740.000,-467680.000
PaymentsToAcquireRoyaltyInterestsInMiningProperties,,,,,,,,,,,,,15000.000,,
ProFormaWeightedAverageSharesOutstandingDiluted,,313200000.000,,,,,,,,,,,,,
ProceedsFromConvertibleDebt,,,,,,,,,,60500.000,,,314000.000,,
ProceedsFromNotesPayable,,,,,,,,,,,,,-20000.000,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,5990.000,,,,,
ProfessionalFees,,,,,,,,,,,,,6000.000,,
ProfitLoss,,-22093.000,,,,,,,,,,,,,
RepaymentOfNotesReceivableFromRelatedParties,,,,,,,,,,,,,-40500.000,,
RepaymentsOfRelatedPartyDebt,,,,,,,,,,15000.000,,,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,,,,,0.000,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,,115083650.000,88173869.000,85550258.000,153065199.000,157625631.000,4154079878.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,45105000.000,45105000.000,45105000.000,-90210000.000,45105000.000,45105000.000,45105000.000,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,,,17371117.000,32525525.000,33128867.000,87971428.000,156844708.000,866129193.000
