,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-414000.000,,,,-124000.000,,,,-320000.000,,,,-198000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,3774000.000,,,,10259000.000,,,,13167000.000,,,,7894000.000
AllocatedShareBasedCompensationExpense,,,4250000.000,,10259000.000,7880000.000,8385000.000,12143000.000,,6651000.000,10792000.000,,7894000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,87000.000,,,,,,,,
AmortizationOfIntangibleAssets,687000.000,687000.000,1290000.000,1573000.000,1596000.000,1981000.000,2857000.000,3437000.000,3515000.000,3722000.000,3651000.000,4297000.000,4618000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,10627790.000,11357241.000,12133598.000,-22478246.000,12632507.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,0.000,0.000,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,839000.000,,,,1132000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,60543000.000,,,,71549000.000,,,,9951000.000,,,,7245000.000
ComprehensiveIncomeNetOfTax,4207000.000,-52106000.000,-52708000.000,18729000.000,23964000.000,-39811000.000,-41123000.000,-40271000.000,-63112000.000,-59280000.000,-32633000.000,-55037000.000,-28164000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-848000.000,-915000.000,-1111000.000,-876000.000,-1253000.000,-843000.000,-778000.000,-548000.000,-923000.000,-969000.000,-1024000.000,-767000.000,-981000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,3359000.000,-53021000.000,-53819000.000,17853000.000,22711000.000,-40654000.000,-41901000.000,-40819000.000,-64035000.000,-60249000.000,-33657000.000,-55804000.000,-29145000.000
CostOfGoodsSold,,,4224000.000,,8675000.000,11764000.000,11215000.000,9092000.000,9562000.000,10753000.000,9156000.000,8238000.000,9006000.000
CostOfServices,,,2316000.000,,5362000.000,6503000.000,5451000.000,5867000.000,5672000.000,6332000.000,5803000.000,6123000.000,6804000.000
CurrentIncomeTaxExpenseBenefit,,,,,0.000,777000.000,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,795000.000,157000.000,-578000.000,743000.000,-2188000.000,-471000.000,-308000.000,-500000.000,-638000.000
Depreciation,1118000.000,1281000.000,1807000.000,1972000.000,1953000.000,1828000.000,1987000.000,2104000.000,2133000.000,2304000.000,2332000.000,2618000.000,2782000.000
DepreciationAndAmortization,1805000.000,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,3549000.000,,,,5648000.000,,,,7400000.000
DividendsCommonStockPaidinkind,,,,,,,,,,,,,0.000
EarningsPerShareBasic,0.040,,-0.530,,0.260,,,,-0.550,,,,
EarningsPerShareBasicAndDiluted,,-0.530,,,,-0.370,-0.340,,,-0.420,-0.240,,-0.260
EarningsPerShareDiluted,0.040,,-0.530,,0.250,,,,-0.550,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,-5000.000,,,,-36000.000,,,,88000.000,,,,526000.000
FairValueOptionChangesInFairValueGainLoss1,21922000.000,-33777000.000,-37089000.000,38475000.000,115454000.000,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,-92000.000,,,,-185000.000,,,,-566000.000
GeneralAndAdministrativeExpense,13635000.000,15390000.000,,,,,,,,,,,
GoodwillAcquiredDuringPeriod,25866000.000,,,,3131000.000,,,,,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,-594000.000,,,,650000.000
GoodwillTranslationAdjustments,,,,,-145000.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,3555000.000,-53218000.000,-53862000.000,17806000.000,26599000.000,-40560000.000,-39952000.000,-33065000.000,-67601000.000,-50622000.000,-30429000.000,-45499000.000,-32910000.000
IncomeLossFromEquityMethodInvestments,-536000.000,-1355000.000,-1619000.000,-1750000.000,-1956000.000,-2180000.000,-2429000.000,-2379000.000,-5643000.000,-5053000.000,-6255000.000,-4169000.000,-4947000.000
IncomeTaxExpenseBenefit,306000.000,-283000.000,0.000,-126000.000,795000.000,934000.000,-923000.000,210000.000,-2281000.000,-591000.000,-418000.000,-587000.000,-533000.000
IncreaseDecreaseInAccountsPayable,516000.000,,,,672000.000,,,,2393000.000,,,,-990000.000
IncreaseDecreaseInAccountsReceivable,-92000.000,,,,815000.000,,,,-3022000.000,,,,-1931000.000
IncreaseDecreaseInDeferredRevenue,23184000.000,,,,-2621000.000,,,,3050000.000,,,,-13011000.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,759000.000,,,,-2807000.000,,,,-7578000.000,,,,4994000.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,-47000.000,,,,-156000.000,,,,208000.000,,,,161000.000
