,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AmortizationOfDeferredSalesCommissions,,,11042000.000,,,,12599000.000,,,,17370000.000,,,,22349000.000,,,,28705000.000,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,3141000.000,,,,3294000.000,,,,3455000.000,,
AmortizationOfIntangibleAssets,,,901000.000,,,,1186000.000,,,,2026000.000,,,,3097000.000,,,,4906000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,7941000.000,7800000.000,7038000.000,-22771473.000,5429000.000,5658000.000,5103000.000,-16184784.000,4442000.000,4908000.000,5009000.000,-14354155.000,5054000.000,5457000.000,5207000.000,-15712913.000,4914000.000,6623000.000,6156000.000
CapitalLeaseObligationsIncurred,,,0.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,12712000.000,,,,4794000.000,,,,13690000.000,,,,19065000.000,,,,19185000.000,,
ComprehensiveIncomeNetOfTax,,,-7497000.000,-10336000.000,-7688000.000,-9127000.000,-13109000.000,-21182000.000,-16708000.000,-20606000.000,-22925000.000,-22399000.000,-32916000.000,-27463000.000,-26646000.000,-29651000.000,-41043000.000,-34500000.000,-28620000.000,-40165000.000,-35597000.000
CostOfRevenue,17474000.000,18285000.000,20795000.000,23054000.000,25091000.000,26623000.000,29645000.000,33406000.000,35192000.000,36951000.000,38677000.000,41597000.000,45999000.000,50537000.000,52361000.000,59141000.000,66096000.000,67830000.000,71852000.000,84105000.000,88492000.000
DeferredTaxesBusinessCombinationValuationAllowanceAvailableToReduceIncomeTaxExpense,,,,,,,,,,,,,,,,8000000.000,350000.000,,,,
DepreciationDepletionAndAmortization,,,2519000.000,,,,3380000.000,,,,4510000.000,,,,6500000.000,,,,8909000.000,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,-331000.000,-322000.000,1099000.000,1000000.000,1226000.000,-509000.000,126000.000,46000.000,-1163000.000,1432000.000,660000.000
