,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableCurrent,104071.000,79885.000,90583.000,54507.000,61416.000,70568.000,59339.000,58968.000,54919.000,77173.000,46032.000,50952.000,86518.000
AccountsReceivableNetCurrent,2838.000,1680.000,1680.000,0.000,1340.000,780.000,13135.000,3162.000,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,253647.000,298802.000,250522.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,466363.000,470984.000,528962.000,626407.000,719329.000,733316.000,826306.000,956669.000,207323.000,238365.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,163584.000,193596.000,223433.000,253271.000,283110.000,,,,3172.000,3370.000,3469.000,3568.000,3666.000
AdditionalPaidInCapital,2758464.000,2818782.000,3170387.000,3668952.000,4344514.000,4679538.000,4805945.000,7119775.000,7872930.000,10504183.000,10638894.000,11880873.000,12036225.000
AdvanceRoyaltiesCurrent,,,,,,,,,115381.000,,,,
AdvancesToAffiliate,,,,,,,,,,166756.000,79127.000,79127.000,59690.000
AssetRetirementObligationCurrent,,,,,,,,,1659512.000,,,,
Assets,2238590.000,2159972.000,2127375.000,2102860.000,2176893.000,2155214.000,2028716.000,1947365.000,1866439.000,10940.000,103635.000,761633.000,86789.000
AssetsCurrent,105352.000,56971.000,54211.000,59534.000,84244.000,116136.000,43230.000,88972.000,16084.000,10295.000,103089.000,702486.000,81440.000
AssetsHeldForSaleCapitalLeasedAssetsNet,1943238.000,1913001.000,1883164.000,,,1793651.000,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,2106822.000,2106822.000,2106597.000,,,2106597.000,,,,,,,
BankOverdrafts,,,4461.000,4495.000,4794.000,4897.000,5152.000,0.000,,0.000,0.000,0.000,
BuildingsAndImprovementsGross,871842.000,871842.000,871842.000,871842.000,871842.000,871842.000,871842.000,871842.000,,,,,
CapitalizedComputerSoftwareGross,,,73500.000,73500.000,73500.000,,,,,,,,
CapitalizedCostsProvedProperties,,,,,,,,,,0.000,0.000,,
Cash,45938.000,1442.000,1873.000,16215.000,46967.000,82656.000,2535.000,64234.000,16084.000,10295.000,103089.000,681795.000,67964.000
CashAndCashEquivalentsAtCarryingValue,,1442.000,1873.000,16215.000,46967.000,82656.000,2535.000,64234.000,16084.000,10295.000,103089.000,681795.000,67964.000
CommonStockNoParValue,,,,,,,,,,0.000,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000
CommonStockSharesAuthorized,300000000.000,30000000.000,30000000.000,300000000.000,300000000.000,30000000.000,30000000.000,300000000.000,300000000.000,300000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,128146168.000,128911568.000,132911390.000,137263511.000,142701693.000,145559835.000,146493878.000,165945690.000,181542469.000,188552419.000,15126938.000,15126938.000,126938.000
CommonStockSharesOutstanding,128146168.000,128911568.000,132911390.000,137263511.000,128911568.000,128911568.000,146493878.000,165945690.000,181542469.000,188552419.000,15126938.000,15126938.000,126938.000
CommonStockValue,12808.000,12892.000,13292.000,13727.000,14272.000,14557.000,14651.000,16595.000,18155.000,1513.000,1513.000,1513.000,13.000
ConvertibleNotesPayable,,,,,134662.000,136801.000,114286.000,29842.000,0.000,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,,,155757.000,178506.000,120753.000
DebtCurrent,,,,,,,,,0.000,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,68243.000,45494.000,13647.000
DeferredCompensationLiabilityCurrent,,,,,,,,,,2544213.000,2649213.000,2784213.000,2570198.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,0.000,,,
DeferredTaxAssetsGross,,,4510400.000,5265000.000,6211000.000,,,,,,713714.000,14089708.000,14476205.000
DeferredTaxAssetsGrossCurrent,,,,,,,,,,0.000,,,
DeferredTaxAssetsLiabilitiesNet,0.000,0.000,0.000,0.000,0.000,6729800.000,7296795.000,9154515.000,,,,,
DeferredTaxAssetsNet,,,,,,,,,,12952771.000,,,
DeferredTaxAssetsNetCurrent,,,,,,,,,,,-13192138.000,0.000,0.000
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,,0.000,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,2276300.000,2727500.000,3145000.000,,,,,,4632887.000,5176012.000,5602576.000
DeferredTaxAssetsOther,,,625900.000,801000.000,1206000.000,,,,,,5196324.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,1608200.000,1736500.000,1860000.000,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,-4510400.000,-5265000.000,-6211000.000,,,,,,,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,,,,,13192138.000,14089708.000,-14476205.000
DeferredTaxLiabilities,,,0.000,0.000,0.000,,,,,,,,
DerivativeAssets,,,,,,,,,67139.000,,,,
DerivativeLiabilities,,,,,,,,,,100262.000,,,
DerivativeLiabilitiesCurrent,,,,,,,,,,,137055.000,341499.000,56057.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,843.000,645.000,,59147.000,349.000
FurnitureAndFixturesGross,,,4590.000,4590.000,4590.000,,,,,,1983.000,1983.000,
InvestmentOwnedAtCost,90000.000,90000.000,90000.000,90000.000,90000.000,90000.000,90000.000,90000.000,90000.000,,,,
Investments,,,,,,,,,,0.000,0.000,,
Land,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,150000.000,,,,,
Liabilities,4401313.000,3371672.000,3453050.000,3684097.000,4027601.000,4189845.000,4503841.000,3963936.000,4291236.000,2439158.000,2636220.000,2947488.000,2503642.000
LiabilitiesAndStockholdersEquity,2238590.000,2159972.000,2127375.000,2102860.000,2176893.000,2155214.000,2028716.000,1947365.000,1866439.000,10940.000,103635.000,761633.000,86789.000
LiabilitiesCurrent,3522726.000,2512647.000,2609311.000,2846592.000,3219471.000,3396499.000,3684606.000,3242297.000,4291236.000,2439158.000,2636220.000,2947488.000,2503642.000
LiabilitiesOtherThanLongtermDebtNoncurrent,,,,,,,,,2117621.000,,,,
LongTermDebt,1305587.000,1365604.000,1324052.000,1328506.000,1299131.000,1245211.000,1246288.000,1224146.000,,,,,
