,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,3000.000,628000.000,853000.000,2429000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,18000.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,56000.000,
AllocatedShareBasedCompensationExpense,,3000.000,653000.000,853000.000,2429000.000
AllowanceForLoanAndLeaseLossesWriteOffs,,30968000.000,13344000.000,7703000.000,5604000.000
AmortizationOfDeferredLoanOriginationFeesNet,760000.000,2714000.000,251000.000,-324000.000,497000.000
AmortizationOfFinancingCostsAndDiscounts,896000.000,,,,
AmortizationOfIntangibleAssets,,1407000.000,1407000.000,1408000.000,1422000.000
AmortizationOfMortgageServicingRightsMSRs,117000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,23197.000,22713.000,22127.000,22112.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,-3605000.000,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,4121000.000,2772000.000,974000.000,0.000
AvailableForSaleSecuritiesGrossRealizedGains,,4501000.000,2953000.000,1392000.000,0.000
AvailableForSaleSecuritiesGrossRealizedLosses,,380000.000,181000.000,418000.000,0.000
BankOwnedLifeInsuranceIncome,1203000.000,1195000.000,1073000.000,1153000.000,1167000.000
BusinessCombinationIntegrationRelatedCosts,1236000.000,3241000.000,3498000.000,0.000,1986000.000
CashAcquiredFromAcquisition,99126000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,392822000.000,-313806000.000,-172180000.000,28452000.000,-56707000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,0.000,0.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,354000.000,0.000,0.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,31885000.000,-874000.000,0.000,0.000,
ComprehensiveIncomeNetOfTax,-137592000.000,-36359000.000,-18765000.000,160588000.000,3650000.000
CurrentFederalTaxExpenseBenefit,,0.000,0.000,0.000,0.000
CurrentIncomeTaxExpenseBenefit,,0.000,0.000,0.000,0.000
CurrentStateAndLocalTaxExpenseBenefit,,0.000,0.000,0.000,0.000
DeferredFederalIncomeTaxExpenseBenefit,,-13709000.000,21030000.000,3714000.000,3967000.000
DeferredIncomeTaxExpenseBenefit,641000.000,-16430000.000,35685000.000,4251000.000,8424000.000
DeferredIncomeTaxesAndTaxCredits,,,1326000.000,-142492000.000,7124000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-2721000.000,14655000.000,537000.000,4457000.000
DefinedBenefitPlanOtherCosts,-1088000.000,280000.000,844000.000,-1005000.000,-963000.000
DefinedContributionPlanCostRecognized,,600000.000,500000.000,600000.000,700000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.060,0.060,0.060,0.060
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,0.500,0.500,0.500
DepreciationAmortizationAndAccretionNet,3321000.000,3794000.000,3646000.000,3811000.000,3588000.000
DepreciationDepletionAndAmortization,,3800000.000,3700000.000,3900000.000,3600000.000
DividendsCommonStock,,,0.000,0.000,0.000
DividendsPreferredStock,-44592000.000,,,,
DividendsPreferredStockCash,756000.000,,,,
EarningsPerShareBasicAndDiluted,,-1.870,-0.070,6.880,0.290
EffectiveIncomeTaxRateContinuingOperations,,,0.395,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350,0.350,0.350
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,1000.000,250000.000,326000.000,929000.000
EquipmentExpense,6648000.000,8721000.000,8638000.000,8336000.000,7994000.000
FairValueOfAssetsAcquired,724452000.000,0.000,0.000,,
FederalDepositInsuranceCorporationPremiumExpense,6706000.000,3499000.000,2643000.000,2068000.000,1749000.000
FeesAndCommissionsCreditCards,3182000.000,4579000.000,4531000.000,4803000.000,4981000.000
FeesAndCommissionsDepositorAccounts,6203000.000,7080000.000,6714000.000,6351000.000,6331000.000
FeesAndCommissionsMortgageBanking,7000.000,2065000.000,2319000.000,881000.000,1599000.000
FeesAndCommissionsOther,770000.000,1128000.000,1315000.000,1340000.000,1753000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,6873000.000,10292000.000,6634000.000,3435000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,30968000.000,13344000.000,7703000.000,5604000.000
FinitelivedIntangibleAssetsAcquired1,,,0.000,,
ForeclosedRealEstateExpense,,27883000.000,4138000.000,1758000.000,2311000.000
GainLossOnFairValueHedgesRecognizedInEarnings,,0.000,0.000,,
GainLossOnSaleOfLoansAndLeases,,0.000,0.000,,
GainLossOnSaleOfMortgageLoans,-1241000.000,1338000.000,1838000.000,593000.000,849000.000
GainLossOnSaleOfPropertyPlantEquipment,15000.000,0.000,-538000.000,-59000.000,520000.000
GainLossOnSaleOfSecuritiesNet,7298000.000,4121000.000,2772000.000,974000.000,0.000
GainLossOnSalesOfLoansNet,-1241000.000,,,,
GainsLossesOnExtinguishmentOfDebt,1625000.000,,0.000,,
GainsLossesOnSalesOfOtherRealEstate,-44249000.000,-21787000.000,-3921000.000,-754000.000,-1784000.000
GoodwillAcquiredDuringPeriod,,300000.000,0.000,0.000,0.000
GoodwillImpairedAdjustmentToInitialEstimateAmount,,-300000.000,0.000,0.000,
GoodwillImpairmentLoss,,0.000,0.000,0.000,0.000
GoodwillPurchaseAccountingAdjustments,-1731000.000,,,,
ImpairedFinancingReceivableAverageRecordedInvestment,,88422000.000,59007000.000,37070000.000,28459000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,,1146000.000,436000.000,816000.000,478000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,71121000.000,51163000.000,29238000.000,23548000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeCashBasisMethod,,624000.000,397000.000,525000.000,366000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,,17301000.000,7844000.000,7832000.000,4911000.000
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeCashBasisMethod,,522000.000,39000.000,291000.000,112000.000
ImpairmentOfIntangibleAssetsFinitelived,,0.000,0.000,,
IncomeLossFromContinuingOperations,-131518000.000,-39978000.000,-1483000.000,150458000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-130877000.000,-41017000.000,-157000.000,7966000.000,14038000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-1.870,-0.070,6.890,0.290
IncomeLossFromDiscontinuedOperationsNetOfTax,-5796000.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,-27000.000,0.000,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,0.000,0.000,,
IncomeTaxExpenseBenefit,641000.000,-1039000.000,1326000.000,-142492000.000,7124000.000
IncomeTaxExpenseBenefitContinuingOperations,,-1039000.000,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,15391000.000,-34359000.000,-146743000.000,-1300000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-14365000.000,-55000.000,2788000.000,4913000.000
IncomeTaxReconciliationNondeductibleExpense,,,,,351000.000
IncomeTaxReconciliationNondeductibleExpenseLifeInsurance,,,,-403000.000,-408000.000
IncomeTaxReconciliationOtherReconcilingItems,,-128000.000,-1991000.000,1571000.000,710000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-1768000.000,9526000.000,349000.000,2897000.000
IncomeTaxReconciliationTaxExemptIncome,,169000.000,88000.000,54000.000,39000.000
IncomeTaxesPaidNet,,0.000,58000.000,0.000,39000.000
IncreaseDecreaseInDeposits,,-220420000.000,-157810000.000,45715000.000,94358000.000
IncreaseDecreaseInFederalFundsPurchased,,0.000,,,
IncreaseDecreaseInInterestAndDividendsReceivable,-20781000.000,-334000.000,293000.000,-2405000.000,6436000.000
IncreaseDecreaseInLoansFromOtherFederalHomeLoanBanks,,,14955000.000,-5049000.000,25447000.000
InterestAndDividendIncomeOperating,63131000.000,77988000.000,74992000.000,73856000.000,78560000.000
InterestAndFeeIncomeLoansAndLeases,52481000.000,65987000.000,60147000.000,59183000.000,64868000.000
InterestExpense,23576000.000,16708000.000,10559000.000,10090000.000,10185000.000
InterestExpenseDeposits,19679000.000,14074000.000,8070000.000,6909000.000,7065000.000
InterestExpenseFederalFundsPurchased,,0.000,,,
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,2547000.000,1448000.000,1376000.000,2020000.000,1963000.000
InterestExpenseSecuritiesSoldUnderAgreementsToRepurchase,52000.000,29000.000,21000.000,16000.000,22000.000
InterestExpenseShortTermBorrowingsExcludingFederalFundsAndSecuritiesSoldUnderAgreementsToRepurchase,1298000.000,1157000.000,1092000.000,1145000.000,1135000.000
InterestExpenseTimeDeposits100000OrMore,,5000000.000,2600000.000,400000.000,500000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,-27807000.000,47231000.000,63910000.000,69137000.000,71356000.000
InterestIncomeExpenseNet,39555000.000,61280000.000,64433000.000,63766000.000,68375000.000
InterestIncomeSecuritiesTaxExempt,346000.000,0.000,0.000,,
InterestIncomeSecuritiesTaxable,9484000.000,10778000.000,14180000.000,14068000.000,12865000.000
InterestPaidNet,24230000.000,16234000.000,10093000.000,9090000.000,13442000.000
InvestmentIncomeNetAmortizationOfDiscountAndPremium,-3869000.000,-8273000.000,-4061000.000,-2294000.000,-2778000.000
LaborAndRelatedExpense,27725000.000,40051000.000,40661000.000,43682000.000,43807000.000
LiabilitiesAssumed1,723433000.000,0.000,0.000,,
LifeInsuranceCorporateOrBankOwnedChangeInValue,1115000.000,1277000.000,1148000.000,1146000.000,923000.000
LoanPortfolioExpense,5032000.000,3274000.000,4333000.000,1576000.000,669000.000
MarketingAndAdvertisingExpense,645000.000,957000.000,1135000.000,716000.000,546000.000
MortgageServicingRightsMSRImpairmentRecovery,,0.000,,,
NetCashProvidedByUsedInFinancingActivities,-88408000.000,-213928000.000,-144613000.000,67807000.000,117948000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-88408000.000,-213928000.000,-144613000.000,67807000.000,117948000.000
NetCashProvidedByUsedInInvestingActivities,427498000.000,-63917000.000,-23080000.000,-40136000.000,-174057000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,427144000.000,-63917000.000,-23080000.000,-40136000.000,-174057000.000
NetCashProvidedByUsedInOperatingActivities,53732000.000,-35961000.000,-4487000.000,781000.000,-598000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,21847000.000,-35087000.000,-4487000.000,781000.000,-598000.000
NetIncomeLoss,-137314000.000,-40005000.000,-1483000.000,150458000.000,6914000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-92722000.000,-40005000.000,-1483000.000,,
NoninterestExpense,125040000.000,110206000.000,84481000.000,78535000.000,75488000.000
NoninterestIncome,21970000.000,21958000.000,20414000.000,17364000.000,18170000.000
NoninterestIncomeOther,858000.000,754000.000,385000.000,367000.000,822000.000
OccupancyNet,4933000.000,6461000.000,6391000.000,6112000.000,5680000.000
OperatingLeasesRentExpenseNet,,2200000.000,2200000.000,2100000.000,2200000.000
OriginationOfMortgageServicingRightsMSRs,,-750000.000,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,810000.000,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentBeforeTaxPortionAttributableToParent,,-22000.000,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,-1088000.000,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,-13000.000,,,
OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent,,-9000.000,,,
OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationTax,,173000.000,0.000,0.000,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,-15416000.000,10488000.000,-3655000.000
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax,,440000.000,0.000,0.000,
OtherComprehensiveIncomeLossFinalizationOfPensionAndNonPensionPostretirementPlanValuationNetOfTax,,267000.000,0.000,0.000,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,3646000.000,-17282000.000,10130000.000,-3264000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsAndTax,,,-1690000.000,2010000.000,2181000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,-1031000.000,1241000.000,1347000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax,,,-659000.000,769000.000,834000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,-4121000.000,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,-2494000.000,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,-1627000.000,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,,2772000.000,974000.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,1679000.000,601000.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,,1093000.000,373000.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,,,,-12000.000,-12000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,-7000.000,-7000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,-5000.000,-5000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,,,302000.000,-382000.000,-622000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,,,187000.000,-236000.000,-384000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,,,115000.000,-146000.000,-238000.000
OtherComprehensiveIncomeLossTransfersFromHeldToMaturityToAvailableForSaleSecuritiesNetOfTax,,0.000,,,
OtherComprehensiveIncomeReclassificationAdjustmentForHeldToMaturityTransferredToAvailableForSaleSecuritiesBeforeTax,,0.000,,,
OtherComprehensiveIncomeReclassificationAdjustmentForHeldToMaturityTransferredToAvailableForSaleSecuritiesTax,,0.000,,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,-4415000.000,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,0.000,,-537000.000,-241000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,0.000,,-331000.000,-149000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,0.000,,-206000.000,-92000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,9684000.000,-26703000.000,19530000.000,-3496000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,5860000.000,-16447000.000,12060000.000,-2159000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,3824000.000,-10256000.000,7470000.000,-1337000.000
OtherInterestAndDividendIncome,820000.000,1223000.000,665000.000,605000.000,827000.000
OtherNoninterestExpense,7468000.000,7092000.000,5750000.000,7476000.000,4530000.000
OtherRevenueExpenseFromRealEstateOperations,-51424000.000,,,,
OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,,0.000,,,
PaymentsForFederalHomeLoanBankAdvances,,42000.000,,,
PaymentsForOriginationOfMortgageLoansHeldForSale,,86611000.000,114104000.000,59470000.000,100287000.000
PaymentsForProceedsFromLoansAndLeases,-179854000.000,-20000000.000,28776000.000,139711000.000,184985000.000
PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,3125000.000,0.000,0.000,,
PaymentsOfDividends,756000.000,0.000,0.000,,
