,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,-75000.000
AdjustmentForAmortization,62000.000,62000.000,100000.000,,,,100000.000
AdvertisingExpense,30000.000,41000.000,110000.000,73000.000,19000.000,98000.000,100000.000
AllocatedShareBasedCompensationExpense,757000.000,748000.000,944000.000,1200000.000,1400000.000,,1292000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,64000.000,24000.000,0.000,0.000,34000.000,7000.000,8000.000
AmortizationOfDebtDiscountPremium,,,1000.000,,,,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,5829871.000,2757932.000,2165371.000,1601712.000,-4531276.000,863228.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-40602000.000,,,,-865000.000
ComprehensiveIncomeNetOfTax,-10674000.000,-17167000.000,-14883000.000,-14326000.000,-12937000.000,-14422000.000,-17523000.000
CostOfRevenue,10664000.000,10340000.000,13215000.000,13332000.000,12645000.000,14000000.000,13960000.000
Depreciation,,600000.000,700000.000,,,,
DepreciationDepletionAndAmortization,,,734000.000,,,,843000.000
EarningsPerShareBasic,-2.510,-0.450,-0.370,-0.340,-0.310,-0.370,-0.400
EarningsPerShareBasicAndDiluted,-2.510,-0.450,-0.370,-0.340,-0.310,-0.370,-0.400
EarningsPerShareDiluted,-2.510,-0.450,-0.370,-0.340,-0.310,-0.370,-0.400
EffectOfExchangeRateOnCashAndCashEquivalents,,,151000.000,,,,-354000.000
ExciseAndSalesTaxes,200000.000,200000.000,0.000,0.000,0.000,0.000,0.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,390000.000
GeneralAndAdministrativeExpense,5355000.000,5656000.000,6295000.000,5487000.000,5503000.000,7872000.000,8458000.000
GrossProfit,8558000.000,3554000.000,7035000.000,6001000.000,5998000.000,7673000.000,6495000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-10881000.000,-17099000.000,-15030000.000,-14043000.000,-12748000.000,-15704000.000,-17153000.000
IncomeTaxExpenseBenefit,11000.000,8000.000,,9000.000,14000.000,,7000.000
IncomeTaxesPaid,,,10000.000,,,,130000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,694000.000,,,,677000.000
IncreaseDecreaseInAccountsReceivable,,,-1332000.000,,,,-1594000.000
IncreaseDecreaseInDeferredRevenue,,,-76000.000,,,,-76000.000
IncreaseDecreaseInInventories,,,399000.000,,,,-337000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,-20000.000,,,,-3000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-555000.000,,,,-1094000.000
IncreaseDecreaseInRestrictedCash,,,0.000,,,,462000.000
InterestExpense,245000.000,911000.000,25000.000,75000.000,4000.000,34000.000,307000.000
InterestPaidNet,,,8000.000,,,,307000.000
InventoryWriteDown,,,300000.000,,,,200000.000
InvestmentIncomeInterest,28000.000,24000.000,139000.000,143000.000,127000.000,78000.000,103000.000
LeaseAndRentalExpense,500000.000,500000.000,400000.000,400000.000,400000.000,300000.000,400000.000
NetCashProvidedByUsedInFinancingActivities,,,753000.000,,,,16636000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,753000.000,,,,16636000.000
NetCashProvidedByUsedInInvestingActivities,,,-30237000.000,,,,-5863000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-30237000.000,,,,-5863000.000
NetCashProvidedByUsedInOperatingActivities,,,-11269000.000,,,,-11284000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-11269000.000,,,,-11284000.000
NetIncomeLoss,-10892000.000,-17107000.000,-15034000.000,-14052000.000,-12762000.000,-15740000.000,-17160000.000
OperatingExpenses,19430000.000,19766000.000,22179000.000,20112000.000,18903000.000,21657000.000,23834000.000
OperatingIncomeLoss,-10872000.000,-16212000.000,-15144000.000,-14111000.000,-12905000.000,-13984000.000,-17339000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,218000.000,-60000.000,142000.000,-276000.000,-167000.000,1328000.000,-354000.000
