,2012-02-29,2012-05-31,2013-02-28,2013-05-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AmortizationOfIntangibleAssets,,,,,543169.000,,,,-615875.000,,,,-688582.000,,,,-761288.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2913867.000,,,,,,,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,3336291.000,-212373.000,-2279218.000,,,-2342563.000,-1972784.000,1824656.000,2579448.000,-55672.000,1267362.000,657588.000,-1765653.000,379440.000,-2880830.000,2853536.000
CostOfGoodsSold,9660496.000,13306308.000,11788155.000,12021388.000,6156502.000,7974979.000,12384976.000,7444910.000,6112594.000,7581284.000,11047607.000,9079629.000,9561653.000,9152554.000,11281973.000,8378225.000,8027362.000,7370224.000,12906533.000
CumulativeEffectOnRetainedEarningsBeforeTax1,,,,,,,,,1236340.000,,,,,,,,,,
DeferredFederalIncomeTaxExpenseBenefit,,,,,,,,,,,,,12805.000,-9301.000,,,,,-2378.000
DeferredIncomeTaxExpenseBenefit,,,137100.000,594.000,-4564.000,-3802.000,,,3717.000,-6426.000,-2163.000,-21800.000,,,-33601.000,,-3165.000,7705.000,
DepreciationAndAmortization,64297.000,61279.000,64202.000,66735.000,70019.000,69531.000,73145.000,63645.000,69083.000,70600.000,71211.000,70868.000,75513.000,68470.000,82978.000,49307.000,68640.000,69368.000,84693.000
DilutiveSecurities,,,,,,,,,0.000,0.000,0.000,,,,,,,,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,0.000,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.710,0.590,0.500,0.320,,0.080,0.330,,0.120,0.110,0.180,0.280,0.210,0.050,0.370,0.240,0.210,0.140,0.530
EarningsPerShareBasicAndDiluted,,,,,0.110,,,,,,,,,,,,,,
EarningsPerShareDiluted,0.710,0.590,0.500,0.320,,0.080,0.330,,0.120,0.110,0.180,0.280,0.210,0.050,0.370,0.240,0.210,0.140,0.530
GainLossOnSaleOfOtherInvestments,,,,,,,,,,,,,,5600.000,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,353852.000,,4109.000,,,,,,,,,,,,,-393.000,
GainLossRelatedToLitigationSettlement,,,,,,,,,,,,,,-84010.000,,,,,
GrossProfit,2091301.000,2807127.000,2439669.000,3030121.000,1849779.000,1757670.000,2950594.000,1820153.000,1870023.000,1902120.000,2241801.000,2403093.000,2379855.000,2035579.000,3176740.000,2144419.000,2394442.000,2129062.000,3811701.000
