,2016-02-29
CashAndCashEquivalentsPeriodIncreaseDecrease,1102.000
EarningsPerShareBasic,0.000
GeneralAndAdministrativeExpense,13998.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-13998.000
IncomeTaxExpenseBenefit,0.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInDueToRelatedParties,100.000
InterestPaid,0.000
NetCashProvidedByUsedInFinancingActivities,15100.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,15100.000
NetCashProvidedByUsedInInvestingActivities,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000
NetCashProvidedByUsedInOperatingActivities,-13998.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-13998.000
NetIncomeLoss,-13998.000
OperatingExpenses,13998.000
ProceedsFromIssuanceOfCommonStock,15000.000
Revenues,0.000
SalesRevenueNet,0.000
StockIssuedDuringPeriodValueNewIssues,15000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,3616438.000
