,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-12854000.000,,,,-29542000.000,,,,-43208000.000,,,,-22091000.000,,,,-27116000.000,,,,-18943000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,,,,,1045000.000,,,,1293000.000
AmortizationOfDeferredHedgeGains,,,,,,,,,,,,,24684000.000,,,,13438000.000,,,,1376000.000
AncillaryFeeIncomeGeneratedByServicingFinancialAssetsAmount,,,,,,,,,,,,,,,,,,,117000.000,,408000.000
AssetManagementCosts,3092000.000,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,156255000.000,,,,368700000.000,,,,146829000.000,,,,-513068000.000,,,,78000.000,,,,-110795000.000
CashFlowHedgeGainLossReclassifiedToInterestExpenseNet,,,,,107933000.000,,,,116526000.000,,,,,,,,,,,,
CashFlowHedgeLossReclassifiedToEarnings,,127913000.000,150557000.000,,27811000.000,59168000.000,51883000.000,2530000.000,29929000.000,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,1.000,1.000,1.000,,0.900,0.900,0.800,,0.700,0.700,0.550,,0.500,0.500,0.500,0.500,0.500,0.500,0.450,0.450,0.450
ComprehensiveIncomeNetOfTax,,,,,,,,,73433000.000,-519142000.000,-25692000.000,66359000.000,83403000.000,93193000.000,64432000.000,29150000.000,54178000.000,-43113000.000,-79405000.000,12853000.000,-36485000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,60205000.000,115943000.000,48903000.000,126753000.000,96389000.000,102397000.000,305614000.000,-65623000.000,,,,,,,,,,,,,
ContractuallySpecifiedServicingFeesAmount,,,,,,,,,,,,,,,,,,,4445000.000,,18474000.000
ContractuallySpecifiedServicingFeesLateFeesAndAncillaryFeesEarnedInExchangeForServicingFinancialAssets,,,,,,,,,,,,,,,,,,,4562000.000,,18882000.000
CostOfReimbursableExpense,,,,,,354000.000,407000.000,,579000.000,407000.000,701000.000,1513000.000,812000.000,876000.000,715000.000,1836000.000,1293000.000,,,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,,,-102785000.000,-19415000.000,-130301000.000,64085000.000,-92494000.000
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,,,,,,,,,,,72052000.000,,,,18653000.000,,,,109000.000
