,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccrualForEnvironmentalLossContingenciesPeriodIncreaseDecrease,,,-424000.000,,-540000.000,,,,-369000.000,,,,-451000.000,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,,,390000.000,,,,1758000.000,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,391000.000,,526000.000,,,,281000.000,,,,164000.000,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,3397000.000,,,,7827000.000,,,,8945000.000,
AllocatedShareBasedCompensationExpense,,,,856000.000,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,54000.000,,54000.000,,,,49000.000,,,,44000.000,
AmortizationOfFinancingCosts,,,536000.000,,558000.000,,,,592000.000,,,,453000.000,
AmortizationOfIntangibleAssets,,,,1100000.000,1100000.000,1000000.000,1000000.000,900000.000,400000.000,300000.000,400000.000,300000.000,400000.000,300000.000
AssetImpairmentCharges,,,,,,55692000.000,,,,,,,,
CargoAndFreightRevenue,129397000.000,140974000.000,133206000.000,160079000.000,163994000.000,174647000.000,171899000.000,164554000.000,170556000.000,184331000.000,186102000.000,176506000.000,173244000.000,169439000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-186000.000,,-1503000.000,,,,-93000.000,,,,5064000.000,
ComprehensiveIncomeNetOfTax,,,7049000.000,9180000.000,9565000.000,-30704000.000,3112000.000,-19736000.000,3446000.000,11595000.000,4027000.000,-1956000.000,3146000.000,2460000.000
CostOfPropertyRepairsAndMaintenance,11665000.000,13114000.000,14466000.000,24085000.000,27018000.000,26328000.000,26212000.000,26359000.000,23130000.000,25630000.000,24841000.000,26384000.000,23434000.000,23958000.000
CostOfServicesDirectTaxesAndLicensesCosts,652000.000,638000.000,748000.000,807000.000,943000.000,1308000.000,1086000.000,421000.000,936000.000,740000.000,856000.000,1004000.000,626000.000,929000.000
DeferredIncomeTaxExpenseBenefit,,,,,5330000.000,,,,1635000.000,,,,1459000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,-365000.000,-362000.000,-364000.000,-362000.000,-363000.000,-292000.000,-293000.000,-292000.000,-293000.000,-353000.000,-353000.000
DefinedBenefitPlanAmortizationOfNetPriorServiceCostCredit,,,,388000.000,-24000.000,,,,,,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,23000.000,,,,,,,,,,
DefinedBenefitPlanContributionsByEmployer,,,,,600000.000,,,,600000.000,,,,600000.000,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,565000.000,583000.000,586000.000,584000.000,581000.000,642000.000,642000.000,642000.000,642000.000,655000.000,655000.000
