,2011-12-31
AmortizationOfDebtDiscountPremium,61497.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-33256.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,0.000
DeconsolidationGainOrLossAmount,0.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,0.000
DividendsPreferredStock,1891.000
DividendsPreferredStockStock,-1891.000
GeneralAndAdministrativeExpense,144607.000
IncomeLossFromContinuingOperations,-392675.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000
IncomeLossFromOperationsBeforeExtraordinaryItemsPerBasicAndDilutedShare,-0.010
IncomeTaxesPaid,150.000
IncreaseDecreaseInAccountsPayable,34074.000
IncreaseDecreaseInInterestPayableNet,4309.000
IncreaseDecreaseInOtherReceivables,4110.000
IncreaseDecreaseInPrepaidExpense,-48099.000
InterestIncomeExpenseNonoperatingNet,-4309.000
InterestPaid,0.000
NetCashProvidedByUsedInFinancingActivities,165800.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,165800.000
NetCashProvidedByUsedInInvestingActivities,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000
NetCashProvidedByUsedInOperatingActivities,-199056.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-199056.000
NetIncomeLoss,-392675.000
NetIncomeLossAvailableToCommonStockholdersBasic,-394566.000
NonoperatingIncomeExpense,-65806.000
OperatingCostsAndExpenses,326869.000
OperatingIncomeLoss,-326869.000
PreferredStockDividendRatePercentage,0.080
ProceedsFromIssuanceOfCommonStock,80800.000
ProceedsFromNotesPayable,85000.000
ProfessionalFees,62262.000
RepaymentsOfNotesPayable,0.000
Revenues,0.000
SalesRevenueNet,0.000
StockIssuedDuringPeriodValueNewIssues,80800.000
WeightedAverageNumberOfDilutedSharesOutstanding,44383027.000
WeightedAverageNumberOfSharesOutstandingBasic,42952975.000
