,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2308000.000,1022000.000,3129000.000,2544000.000,2684000.000,2714000.000,2777000.000,4875000.000,4746000.000,6298000.000,5635000.000,5893000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,20000.000,19000.000,,,,,,,,,,
AccountsReceivableNetCurrent,3025000.000,2660000.000,2584000.000,2043000.000,27000.000,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,780000.000,470000.000,1405000.000,8173000.000,2580000.000,6265000.000,7277000.000,9110000.000,10405000.000,11565000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,3634000.000,,,,3808000.000,,,,5103000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,-25000.000,-71000.000,-48000.000
AdditionalPaidInCapital,130836000.000,131195000.000,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,132547000.000,133366000.000,208619000.000,209615000.000,210386000.000,292699000.000,294171000.000,405514000.000,407092000.000,409610000.000
Assets,123478000.000,117729000.000,113414000.000,105399000.000,148188000.000,138066000.000,116946000.000,180498000.000,155379000.000,241317000.000,213131000.000,187765000.000
AssetsCurrent,122147000.000,116373000.000,111079000.000,101906000.000,143923000.000,133471000.000,112031000.000,175697000.000,150404000.000,234200000.000,203992000.000,178008000.000
AvailableForSaleSecurities,,,,,,,,,,69726000.000,126225000.000,102210000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,9000.000,7000.000,5000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,34000.000,78000.000,53000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,69751000.000,126296000.000,102258000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,0.000,0.000,0.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,,,,,,69726000.000,126225000.000,102210000.000
Cash,,,,,,,,,,,24000000.000,
