,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-740285.000,,,,-129143.000,,,,-321569.000,,,,-332680.000,,
CostOfRevenue,40765.000,30283.000,59970.000,52511.000,54883.000,55391.000,52122.000,107534.000,291285.000,276946.000,240003.000,605778.000,3193384.000,817554.000,1316540.000,1190265.000,280191.000
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,,4.000,,,,,
DebtInstrumentPeriodicPaymentInterest,,,,,,,193.000,,,,,310.000,,,,,
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,3759.000,,,,,12821.000,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,-56500.000,,,,,,,,
DepreciationAndAmortization,9483.000,9483.000,9105.000,9106.000,9105.000,8987.000,8451.000,6161.000,1773.000,1649.000,1065.000,1065.000,1065.000,1869.000,1656.000,1656.000,1656.000
EarningsPerShareBasic,-0.010,0.000,0.000,0.000,,,0.000,0.000,0.000,-0.070,-0.010,0.000,-0.010,0.010,-0.010,0.010,-0.010
EarningsPerShareBasicAndDiluted,,,,,0.000,,,,,,,,,,,,
EarningsPerShareDiluted,-0.010,0.000,0.000,0.000,,,0.000,0.000,0.000,-0.070,-0.010,0.000,-0.010,0.010,-0.010,0.010,-0.010
GainLossOnDispositionOfAssets1,,,,,,,,143290.000,,,,,,,,,
GeneralAndAdministrativeExpense,768583.000,469787.000,412753.000,315787.000,308415.000,600352.000,236356.000,277676.000,249011.000,486561.000,364404.000,401295.000,376860.000,651686.000,548790.000,517463.000,314547.000
GrossProfit,460398.000,351544.000,263790.000,232662.000,194666.000,168508.000,175000.000,166346.000,169463.000,425404.000,236161.000,396933.000,760772.000,327726.000,222319.000,1228772.000,59863.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-386311.000,-171529.000,-223484.000,-146343.000,-175741.000,-846186.000,-148342.000,-79632.000,-154344.000,-803380.000,-263629.000,-140909.000,279577.000,-373857.000,-434892.000,623011.000,-348795.000
IncomeLossFromEquityMethodInvestments,,,-27530.000,-30328.000,-20137.000,-6602.000,-5785.000,,,,,,,,,,
IncomeTaxExpenseBenefit,-109000.000,-39300.000,-127300.000,-56200.000,-67900.000,-329400.000,-59900.000,-29100.000,-92654.000,89000.000,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-50577.000,,,,-367833.000,,,,163.000,,,,173079.000,,
IncreaseDecreaseInAccountsReceivable,,,-29142.000,,,,6126.000,,,,-8907.000,,,,120576.000,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,16726.000,,,,3125.000,,,,3125.000,,,,,,
IncreaseDecreaseInDeferredIncomeTaxes,,,127300.000,,,,59900.000,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,-7733.000,,,,-2220.000,,,,-13821.000,,,,178945.000,,
IncreaseDecreaseInInventories,,,-1090.000,,,,15764.000,,,,39879.000,,,,-5546.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,4500.000,,,,757.000,,,,-22988.000,,,,180826.000,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,-25912.000,,,,-406547.000,,,,21416.000,,,,-59149.000,,
InterestIncomeExpenseNonoperatingNet,-16048.000,-7231.000,20353.000,34507.000,33794.000,25936.000,1804.000,8715.000,21924.000,21857.000,3032.000,3050.000,3150.000,1329.000,-238.000,-191.000,-171.000
InterestPaid,,,245.000,,,,193.000,,,,310.000,,,,324.000,,
LitigationSettlementExpense,,,,,,,15000.000,,,,,,,,400000.000,,
LossContingencyDamagesSoughtValue,,,,,,,,,,,,,,,300000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-2389.000,,,,-3759.000,,,,-12822.000,,,,-14761.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-2389.000,,,,-3759.000,,,,-12822.000,,,,-14761.000,,
NetCashProvidedByUsedInInvestingActivities,,,-527200.000,,,,-2000.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-527200.000,,,,-2000.000,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-210696.000,,,,-123384.000,,,,-308747.000,,,,-317919.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-210696.000,,,,-123384.000,,,,-308747.000,,,,-317919.000,,
NetIncomeLoss,-277311.000,-132229.000,-96639.000,-90143.000,-107921.000,-516787.000,-88442.000,-50532.000,-5190.000,-3538080.000,-263629.000,-140913.000,279577.000,-373853.000,-434892.000,623011.000,-348795.000
NonoperatingIncomeExpense,-10123.000,-706.000,4042.000,9779.000,13657.000,-269534.000,-3981.000,152005.000,21924.000,-618606.000,3032.000,3050.000,3150.000,1329.000,-238.000,-191.000,-171.000
OperatingExpenses,836586.000,522367.000,491316.000,388784.000,384064.000,745160.000,319361.000,397983.000,345731.000,610178.000,502822.000,540892.000,484345.000,702912.000,656973.000,605570.000,408487.000
OperatingIncomeLoss,-376188.000,-170823.000,-227526.000,-156122.000,-189398.000,-576652.000,-144361.000,-231637.000,-176268.000,-184774.000,-266661.000,-143959.000,276427.000,-375186.000,-434654.000,623202.000,-348624.000
OtherNonoperatingIncomeExpense,5925.000,6525.000,11219.000,5600.000,,,,,,,,,,,,,
OtherTaxExpenseBenefit,,,455.000,,80.000,,,,,,,,,,,,
PaymentsToAcquireEquityMethodInvestments,,,,,,,2000.000,,,,,,,,,,
PaymentsToAcquireLoansReceivable,,,500000.000,,,,,,,,,,,,,,
PaymentsToAcquireMarketableSecurities,,,25000.000,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,2200.000,,,,,,,,,,,,,,
RepaymentsOfNotesPayable,,,2389.000,,,,3759.000,,,,12822.000,,,,14761.000,,
ResearchAndDevelopmentExpense,52245.000,42301.000,57987.000,51172.000,57130.000,64986.000,58735.000,62003.000,55072.000,60453.000,54933.000,59155.000,52232.000,58691.000,54463.000,53083.000,53652.000
Revenues,501163.000,381827.000,,,,,227122.000,273880.000,460748.000,702350.000,476164.000,1002711.000,3954156.000,1145280.000,1538859.000,2419037.000,340054.000
SalesRevenueGoodsNet,,,,,,,49608.000,91581.000,59162.000,85618.000,70188.000,72461.000,62849.000,51582.000,29030.000,53466.000,37942.000
SalesRevenueNet,501163.000,381827.000,,,,,227122.000,273880.000,460748.000,702350.000,476164.000,1002711.000,3954156.000,1145280.000,1538859.000,2419037.000,340054.000
SegmentReportingInformationRevenue,,,,285172.000,249549.000,,,,,,,,,,,,
SellingExpense,6275.000,796.000,11471.000,12719.000,9414.000,70835.000,15819.000,52143.000,39875.000,61515.000,82420.000,79377.000,54188.000,-9334.000,52064.000,33368.000,38632.000
TechnologyServicesRevenue,501163.000,381827.000,323760.000,285173.000,249549.000,77405.000,177514.000,182299.000,401586.000,616732.000,405976.000,930250.000,3891307.000,1093698.000,1509829.000,2365571.000,302112.000
WeightedAverageNumberOfDilutedSharesOutstanding,49713895.000,49713895.000,49713895.000,49713895.000,,,49713895.000,49713895.000,49713895.000,-99427790.000,49713895.000,49713895.000,49713895.000,-99427790.000,49713895.000,49713895.000,49713895.000
WeightedAverageNumberOfSharesOutstandingBasic,49713895.000,49713895.000,49713895.000,49713895.000,,,49713895.000,49713895.000,49713895.000,-99427790.000,49713895.000,49713895.000,49713895.000,-99427790.000,49713895.000,49713895.000,49713895.000
