,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsAndNotesReceivableNet,,,,,,,,,,,,6228000.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,45318000.000,49922000.000,53232000.000,63273000.000,59432000.000,65715000.000,67063000.000,75789000.000,72737000.000,84066000.000,81374000.000,92483000.000
AccountsReceivableRelatedParties,,,,7242000.000,,,,4751000.000,,,,4751000.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,,3300000.000,5164000.000,8975000.000,,,,8672000.000,,,,11926000.000
AccruedRentCurrentAndNoncurrent,,,,,,,,3527000.000,,,,
AccumulatedDistributionsInExcessOfNetIncome,,,,,,,,,,176994000.000,185440000.000,
AdditionalPaidInCapital,1464029000.000,1794418000.000,1807279000.000,1818064000.000,1867664000.000,1871530000.000,1874360000.000,1879250000.000,1878613000.000,1883452000.000,1886519000.000,1888028000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,0.000
Assets,3211853000.000,3319185000.000,3370636000.000,3352621000.000,3370750000.000,3408740000.000,3444903000.000,3498982000.000,3458482000.000,3457693000.000,3626525000.000,3608846000.000
AssetsHeldForSaleCurrent,,0.000,0.000,,0.000,0.000,0.000,,23347000.000,23481000.000,23481000.000,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,170127000.000,,,,,,,,
Cash,7106000.000,6829000.000,6616000.000,9600000.000,7280000.000,2968000.000,30046000.000,62241000.000,21680000.000,3377000.000,7876000.000,8432000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,65341438.000,74696845.000,75265831.000,75556167.000,76679462.000,76795641.000,76831467.000,76925351.000,77057622.000,77154677.000,77187542.000,77210095.000
CommonStockSharesOutstanding,65341438.000,74696845.000,75265831.000,75556167.000,76679462.000,76795641.000,76831467.000,76925351.000,77057622.000,77154677.000,77187542.000,77210095.000
CommonStockValue,653000.000,747000.000,753000.000,756000.000,767000.000,768000.000,768000.000,769000.000,771000.000,772000.000,772000.000,772000.000
CommonStockValueOutstanding,,747000.000,753000.000,,767000.000,768000.000,768000.000,,,,,
ConstructionInProgressGross,33559000.000,41065000.000,58644000.000,246347000.000,279313000.000,310231000.000,299573000.000,302263000.000,404778000.000,431704000.000,483481000.000,442931000.000
ConvertibleDebt,,,,34939000.000,,,,,,,,
DebtInstrumentCarryingAmount,,35000000.000,35000000.000,35000000.000,,,,,,,,
DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,,,,37153000.000,,,,37153000.000,,,,
DebtInstrumentFairValue,,1599000000.000,1578758000.000,,1606385000.000,1600712000.000,1409760000.000,,,,,
DebtInstrumentInterestRateStatedPercentage,,0.041,0.041,0.041,1.000,,,0.041,,,,0.056
DebtInstrumentPeriodicPaymentTermsBalloonPaymentToBePaid,,,,,,,,,,661621000.000,661621000.000,661621000.000
DebtInstrumentUnamortizedDiscount,,,167000.000,61000.000,,,,,,,,
DebtWeightedAverageInterestRate,,,,0.018,,,,,0.051,0.051,0.047,0.049
DeferredCompensationLiabilityCurrentAndNoncurrent,,,,3668000.000,,,,,,,,
DeferredCompensationPlanAssets,,3614000.000,3151000.000,3668000.000,3831000.000,4027884.000,4035000.000,4111000.000,4198000.000,4384000.000,4562000.000,4958000.000
DeferredFinanceCostsNet,,,,8431000.000,,,,14654000.000,,,,11501000.000
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortization,,,,,,,,,50376000.000,,,
DevelopmentInProcess,192890000.000,242600000.000,247553000.000,101023000.000,104108000.000,124288000.000,109694000.000,104675000.000,35498000.000,36544000.000,38382000.000,40794000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,14742000.000,12782000.000,10600000.000,15956000.000,14867000.000,12971835.000,11202000.000,19000000.000,20000000.000,16500000.000,14700000.000
EquityMethodInvestmentAggregateCost,,,,,,,,358229000.000,,,,
EquityMethodInvestmentUnderlyingEquityInNetAssets,,,,65614000.000,,,,48841000.000,,,,
FairValueAssetsLevel1ToLevel2TransfersAmount,,,,,,,,,,0.000,0.000,0.000
FurnitureAndFixturesGross,,,,3906000.000,,,,,,,,
GeneralPartnersCapitalAccountUnitsOutstanding,,,,160882.000,,,,,,,,
InterestPayableCurrentAndNoncurrent,,,,15361000.000,,,,18389000.000,,,,18031000.000
InventoryRealEstateLandAndLandDevelopmentCosts,,,,-11562000.000,,,,,,,,
InvestmentBuildingAndBuildingImprovements,,,,2953855000.000,,,,3061762000.000,,,,
Land,,,,653190000.000,,,,661076000.000,,,,
LandAvailableForSale,,,,,,,38000000.000,,,,,23481000.000
Liabilities,1890276000.000,1687458000.000,1742339000.000,1725944000.000,1714107000.000,1749196000.000,1799314000.000,1807749000.000,1764373000.000,1745690000.000,1919901000.000,1851911000.000
LiabilitiesAndStockholdersEquity,3211853000.000,3319185000.000,3370636000.000,3352621000.000,3370750000.000,3408740000.000,3444903000.000,3498982000.000,3458482000.000,3457693000.000,3626525000.000,3608846000.000
