,2016-04-30,2017-04-29
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,9366000.000
AmortizationOfFinancingCosts,488000.000,792000.000
AmortizationOfIntangibleAssets,10477000.000,12095000.000
AssetImpairmentCharges,59000.000,23000.000
BusinessDevelopment,,9605000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-16248000.000,-9169000.000
ComprehensiveIncomeNetOfTax,84000.000,
CostOfGoodsSold,1354680000.000,1416999000.000
CostOfMerchandiseSalesBuyingAndOccupancyCosts,1224955000.000,1280374000.000
CurrentFederalTaxExpenseBenefit,13019000.000,14872000.000
CurrentIncomeTaxExpenseBenefit,14802000.000,16691000.000
CurrentStateAndLocalTaxExpenseBenefit,1783000.000,1819000.000
DeferredFederalIncomeTaxExpenseBenefit,-9922000.000,-9238000.000
DeferredIncomeTaxExpenseBenefit,-12135000.000,-11961000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-2213000.000,-2723000.000
DefinedContributionPlanCostRecognized,4375000.000,
Depreciation,42213000.000,41224000.000
DepreciationAndAmortization,52690000.000,53318000.000
DividendsPreferredStockStock,0.000,0.000
EarningsPerShareBasic,0.000,0.120
EarningsPerShareDiluted,0.000,0.110
EffectiveIncomeTaxRateContinuingOperations,0.000,0.469
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.000,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.000,0.000
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,0.000,-0.023
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.000,-0.058
EffectiveIncomeTaxRateReconciliationTaxContingenciesOther,0.000,0.255
EffectiveIncomeTaxRateReconciliationTaxCredits,,0.055
GoodwillAcquiredDuringPeriod,6841000.000,48556000.000
GrossProfit,453349000.000,457363000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2751000.000,10091000.000
IncomeTaxExpenseBenefit,2667000.000,4730000.000
IncomeTaxesPaidNet,13934000.000,1473000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,9147000.000,3328000.000
IncreaseDecreaseInDeferredIncomeTaxes,11868000.000,11961000.000
IncreaseDecreaseInInventories,15323000.000,-6197000.000
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,-16838000.000,3125000.000
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,-5892000.000,-14235000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,2508000.000,2093000.000
IncreaseDecreaseInReceivables,-25732000.000,6407000.000
InterestIncomeExpenseNet,-1872000.000,-3464000.000
InterestPaid,56000.000,2082000.000
InventoryLIFOReserveEffectOnIncomeNet,,77141000.000
MarketingAndAdvertisingExpense,8193.000,7437000.000
NetCashProvidedByUsedInFinancingActivities,-28289000.000,147283000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-28289000.000,147283000.000
NetCashProvidedByUsedInInvestingActivities,-70740000.000,-224438000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-70740000.000,-224438000.000
NetCashProvidedByUsedInOperatingActivities,82781000.000,67986000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,82781000.000,67986000.000
NetIncomeLoss,84000.000,5361000.000
NetIncomeLossAvailableToCommonStockholdersBasic,84000.000,5358000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,84000.000,5358000.000
NumberOfReportableSegments,,2.000
OperatingIncomeLoss,4623000.000,13555000.000
OperatingLeasesRentExpenseContingentRentals,101552.000,87843.000
OperatingLeasesRentExpenseMinimumRentals,140743.000,165980.000
OperatingLeasesRentExpenseNet,242295.000,253823.000
OtherComprehensiveIncomeLossNetOfTax,0.000,
OtherNonrecurringExpense,11987000.000,0.000
PaymentsForProceedsFromProductiveAssets,2107000.000,3048000.000
PaymentsForRepurchaseOfCommonStock,18615000.000,9405000.000
PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,0.000,0.000
PaymentsOfDebtIssuanceCosts,3251000.000,2912000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,17843000.000,186720000.000
PaymentsToAcquirePropertyPlantAndEquipment,50790000.000,34670000.000
ProceedsFromLinesOfCredit,60600000.000,312700000.000
RepaymentsOfLinesOfCredit,60600000.000,153100000.000
RestructuringCharges,8830000.000,1790000.000
Revenues,1808029000.000,1874362000.000
SalesRevenueGoodsNet,1579617000.000,1638934000.000
SalesRevenueNet,1808029000.000,1874362000.000
SellingGeneralAndAdministrativeExpense,375219000.000,379095000.000
