,2011-09-30,2012-09-30,2013-09-30
CashPeriodIncreaseDecrease,,626.000,-626.000
CostOfGoodsSold,,5434.000,
EarningsPerShareBasic,-0.010,-0.010,-0.010
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,-0.350,-0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.438,0.438
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,-0.088,-0.088
GeneralAndAdministrativeExpense,320559.000,,
IncreaseDecreaseInAccountsPayable,6870.000,4491.000,2993.000
IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,240000.000,,
IncreaseDecreaseInInterestPayableNet,12040.000,12040.000,12040.000
IncreaseDecreaseInPrepaidExpense,,,3200.000
IncreaseDecreaseInWorkersCompensationLiabilities,,,240000.000
InterestExpense,-12040.000,12040.000,12040.000
NetCashProvidedByUsedInFinancingActivities,11089.000,16944.000,57722.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,11089.000,16944.000,57722.000
NetCashProvidedByUsedInOperatingActivities,-11089.000,-16318.000,-58348.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-11089.000,-16318.000,-58348.000
NetIncomeLoss,-327599.000,-322449.000,-386581.000
NonoperatingIncomeExpense,-12040.000,-10406.000,-12040.000
OperatingIncomeLoss,-315559.000,-312043.000,-374541.000
OtherIncome,,1634.000,
ProceedsFromRepaymentsOfBankOverdrafts,-111.000,-16.000,
RelatedPartyTransactionAmountsOfTransaction,,18037.000,
Revenues,5000.000,18794.000,
SalariesAndWages,,240000.000,
SalesRevenueNet,5000.000,17160.000,
SellingGeneralAndAdministrativeExpense,,323769.000,374541.000
StockIssued,,12500.000,
StockIssuedDuringPeriodSharesNewIssues,,10500000.000,
StockIssuedDuringPeriodValueIssuedForCash,,,50000.000
StockIssuedDuringPeriodValueIssuedForServices,,,70000.000
StockIssuedDuringPeriodValueNewIssues,,72500.000,
StockOptionPlanExpense,,,70000.000
WeightedAverageNumberOfSharesOutstandingBasic,46457403.000,50339595.000,58588910.000
