,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsAndNotesReceivableNet,,,,,,,,,,,,,,1047609.000,,,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,13369.000,13369.000,13369.000,,,,
AccountsPayableCurrent,38361.000,39589.000,1228.000,2056.000,1309.000,550.000,1650.000,550.000,1150.000,1650.000,2308.000,1650.000,,803.000,,,,,
AccountsReceivableNetCurrent,,110000.000,,,,,,,,,,,,1047609.000,917883.000,463205.000,1518368.000,969808.000,1820090.000
AccruedIncomeTaxesCurrent,,20609.000,14544.000,2267.000,2267.000,2267.000,2267.000,2834.000,2834.000,2834.000,2834.000,2834.000,,111727.000,258347.000,343971.000,540971.000,737161.000,946924.000
AccruedLiabilitiesCurrent,3750.000,3750.000,,,746.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,-3756.000,-3756.000,-3756.000,-3756.000
AdditionalPaidInCapital,,,23750.000,-49250.000,-49250.000,-49250.000,-140500.000,-140500.000,-140500.000,51710.000,58135.000,91850.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,90831.000,90831.000,1494804.000,-1490393.000,-1953679.000,1923932.000,1923932.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,0.000,0.000,,,,
Assets,38584.000,118382.000,50589.000,46295.000,46259.000,45447.000,45411.000,30940.000,30970.000,30940.000,278.000,0.000,19894.000,1063052.000,940565.000,496372.000,1644412.000,6159552.000,7752002.000
AssetsCurrent,38584.000,118382.000,50589.000,9167.000,9131.000,8319.000,8283.000,30940.000,30970.000,30940.000,278.000,0.000,19894.000,1063052.000,940565.000,496372.000,1644412.000,987669.000,1837374.000
AssetsFairValueDisclosure,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
AssetsNoncurrent,,,,,,,,,,,,,,,,,,5171883.000,5914628.000
BankOverdrafts,,,,,,,,8.000,0.000,11.000,0.000,0.000,,,,,,,
Cash,223.000,127.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,1081.000,912.000,876.000,64.000,28.000,0.000,30.000,0.000,278.000,0.000,14983.000,9607.000,6944.000,28873.000,121771.000,13535.000,13015.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,0.000,0.000,14983.000,9607.000,6944.000,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,240000000.000,240000000.000,240000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000
