,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-05-31,2015-08-31,2015-11-30
AdjustmentForAmortization,,,,,,,,,,,,,20001.000,,
AmortizationOfAcquisitionCosts,,,,,,,,,,,,,22359.000,15385.000,5909.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,23760.000,68395.000
CashPeriodIncreaseDecrease,-385.000,,,,-326.000,,,8880.000,,,,,7893.000,,
CostsAndExpenses,,,,,,,,,,,,31587.000,23807.000,15385.000,5909.000
Depreciation,,,,,,,,,,,,,129.000,,
DepreciationAndAmortization,,,,,,,,,,,,,129.000,,
DerivativeCostOfHedge,,,,,,,,,,,,,,105739.000,
EarningsPerShareBasic,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,-0.003,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,-0.009,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,,,,,,-48754.000,20669.000
FreightCosts,,,,,,,,,,,,,1448.000,,
GeneralAndAdministrativeExpense,685.000,935.000,1150.000,1610.000,1426.000,1720.000,4285.000,8599.000,9392.000,8867.000,9793.000,179267.000,74409.000,97597.000,31952.000
GrossProfit,,,,,,,,,,,,21455.000,73936.000,22282.000,21566.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,,,,,,,,,,,,-461813.000,,
IncomeLossFromContinuingOperations,,,,,,,,,,,,,-76751.000,-167331.000,-145583.000
IncomeLossFromOperationsBeforeExtraordinaryItemsPerBasicAndDilutedShare,,,,,,,,,,,,,0.000,-0.000,0.000
IncomeTaxesPaid,0.000,,,,0.000,,,0.000,,,,,,,
IncreaseDecreaseInAccountsAndNotesReceivable,,,,,,,,,,,,,19194.000,,
IncreaseDecreaseInAccountsPayable,6300.000,,,,100.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,30285.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,,1314.000,,,,,,,
IncreaseDecreaseInInventories,,,,,,,,,,,,,4548.000,,
IncreaseDecreaseInNotesPayableCurrent,,,,,,,,,,,,,-10753.000,,
IncreaseDecreaseInNotesPayableRelatedParties,,,,,,,,,,,,,2866.000,,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,,,,,5000.000,,,0.000,,,,,,,
IncreaseDecreaseInOtherLoans,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,2180.000,,
InterestExpense,,,,,,161.000,375.000,840.000,1000.000,1101.000,1173.000,,14775.000,12618.000,15468.000
InterestExpenseDebt,,,,,,,,,,,,,,,4081.000
InterestPaid,0.000,,,,0.000,,,0.000,,,,,758.000,,
LaborAndRelatedExpense,,,,,,,,,,,,,8420.000,16000.000,12000.000
