,2011-12-31,2012-12-31,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,3475771.000,-3288617.000,1979008.000
CommunicationsAndInformationTechnology,,2659.000,2914.000
EquityMethodInvestmentDividendsOrDistributions,519835.000,389332.000,27074.000
EquityMethodInvestmentRealizedGainLossOnDisposal,,,4306061.000
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,,341406.000,-38384.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,341406.000,3855909.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,1868845.000,0.000
GeneralAndAdministrativeExpense,178059.000,184300.000,174578.000
IncomeLossFromEquityMethodInvestments,720494.000,154327.000,1742998.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1323.000,900.000,18315.000
IncreaseDecreaseInDueToRelatedParties,-1247.000,-878.000,-3228.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,10649.000,1577.000,1027.000
InterestAndOtherIncome,11041.000,7906.000,9589.000
LegalFees,,4094.000,3117.000
LimitedPartnersCapitalAccountDistributionAmount,,,3750000.000
NetCashProvidedByUsedInInvestingActivities,3136173.000,0.000,5852863.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,3136173.000,0.000,5852863.000
NetCashProvidedByUsedInOperatingActivities,339598.000,211383.000,-123855.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,339598.000,211383.000,-123855.000
NetIncomeLoss,553476.000,-22067.000,1578009.000
OtherGeneralAndAdministrativeExpense,,,3167.000
PaymentsToAcquireEquityMethodInvestments,253699.000,0.000,368065.000
PostageExpense,,13740.000,9120.000
ProceedsFromRealEstateAndRealEstateJointVentures,,0.000,6220928.000
ProceedsFromSaleOfEquityMethodInvestments,3389872.000,,
